"算出基準日","年齢","人口(男)","人口(女)","人口(計)","交付件数(男)","交付件数(女)","交付件数(計)","交付率(男)","交付率(女)","交付率(計)","全体に対する交付件数割合(男)","全体に対する交付件数割合(女)","全体に対する交付件数割合(計)","人口算出基準日","交付枚数算出基準日"
"2021/12/01","全体",61797907,64856337,126654244,25051213,25522422,50573635,40.5,39.4,39.9,100.0,100.0,100.0,"2021/01/01","2021/12/01"
"2021/12/01","0～4歳",2368294,2253015,4621309,638118,611111,1249229,26.9,27.1,27.0,2.5,2.4,2.5,"2021/01/01","2021/12/01"
"2021/12/01","5～9",2671006,2540699,5211705,890303,855571,1745874,33.3,33.7,33.5,3.6,3.4,3.5,"2021/01/01","2021/12/01"
"2021/12/01","10～14",2813693,2672424,5486117,883400,857318,1740718,31.4,32.1,31.7,3.5,3.4,3.4,"2021/01/01","2021/12/01"
"2021/12/01","15～19",2930647,2788116,5718763,967988,950065,1918053,33.0,34.1,33.5,3.9,3.7,3.8,"2021/01/01","2021/12/01"
"2021/12/01","20～24",3279022,3099426,6378448,1153739,1231117,2384856,35.2,39.7,37.4,4.6,4.8,4.7,"2021/01/01","2021/12/01"
"2021/12/01","25～29",3322243,3122193,6444436,1257889,1367791,2625680,37.9,43.8,40.7,5.0,5.4,5.2,"2021/01/01","2021/12/01"
"2021/12/01","30～34",3477071,3299165,6776236,1420733,1481775,2902508,40.9,44.9,42.8,5.7,5.8,5.7,"2021/01/01","2021/12/01"
"2021/12/01","35～39",3873471,3725116,7598587,1561639,1589665,3151304,40.3,42.7,41.5,6.2,6.2,6.2,"2021/01/01","2021/12/01"
"2021/12/01","40～44",4328567,4176094,8504661,1680635,1666540,3347175,38.8,39.9,39.4,6.7,6.5,6.6,"2021/01/01","2021/12/01"
"2021/12/01","45～49",5036488,4884780,9921268,1934006,1905432,3839438,38.4,39.0,38.7,7.7,7.5,7.6,"2021/01/01","2021/12/01"
"2021/12/01","50～54",4445711,4356821,8802532,1878648,1895079,3773727,42.3,43.5,42.9,7.5,7.4,7.5,"2021/01/01","2021/12/01"
"2021/12/01","55～59",4012379,3996798,8009177,1692857,1715097,3407954,42.2,42.9,42.6,6.8,6.7,6.7,"2021/01/01","2021/12/01"
"2021/12/01","60～64",3671788,3740656,7412444,1760016,1756046,3516062,47.9,46.9,47.4,7.0,6.9,7.0,"2021/01/01","2021/12/01"
"2021/12/01","65～69",3939694,4158810,8098504,1867292,1851208,3718500,47.4,44.5,45.9,7.5,7.3,7.4,"2021/01/01","2021/12/01"
"2021/12/01","70～74",4415966,4921233,9337199,2184922,2232037,4416959,49.5,45.4,47.3,8.7,8.7,8.7,"2021/01/01","2021/12/01"
"2021/12/01","75～79",3073178,3817058,6890236,1330848,1449382,2780230,43.3,38.0,40.4,5.3,5.7,5.5,"2021/01/01","2021/12/01"
"2021/12/01","80～84",2222338,3134063,5356401,1030751,1127698,2158449,46.4,36.0,40.3,4.1,4.4,4.3,"2021/01/01","2021/12/01"
"2021/12/01","85～89",1318085,2384056,3702141,614683,659311,1273994,46.6,27.7,34.4,2.5,2.6,2.5,"2021/01/01","2021/12/01"
"2021/12/01","90～94",491646,1290447,1782093,243215,252484,495699,49.5,19.6,27.8,1.0,1.0,1.0,"2021/01/01","2021/12/01"
"2021/12/01","95～99",97017,424275,521292,53712,59006,112718,55.4,13.9,21.6,0.2,0.2,0.2,"2021/01/01","2021/12/01"
"2021/12/01","100歳以上",9588,71049,80637,5819,8689,14508,60.7,12.2,18.0,0.0,0.0,0.0,"2021/01/01","2021/12/01"
