"算出基準日","都道府県名","市区町村名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付件数基準日","団体コード"
"2021/12/01","北海道","札幌市",1961575,736010,37.5,"2021/01/01","2021/12/01",11002
"2021/12/01","北海道","函館市",251891,86691,34.4,"2021/01/01","2021/12/01",12025
"2021/12/01","北海道","小樽市",112450,39306,35.0,"2021/01/01","2021/12/01",12033
"2021/12/01","北海道","旭川市",331397,114530,34.6,"2021/01/01","2021/12/01",12041
"2021/12/01","北海道","室蘭市",81579,32791,40.2,"2021/01/01","2021/12/01",12050
"2021/12/01","北海道","釧路市",165667,65571,39.6,"2021/01/01","2021/12/01",12068
"2021/12/01","北海道","帯広市",165670,52283,31.6,"2021/01/01","2021/12/01",12076
"2021/12/01","北海道","北見市",115435,38839,33.6,"2021/01/01","2021/12/01",12084
"2021/12/01","北海道","夕張市",7430,2294,30.9,"2021/01/01","2021/12/01",12092
"2021/12/01","北海道","岩見沢市",79352,28802,36.3,"2021/01/01","2021/12/01",12106
"2021/12/01","北海道","網走市",34640,10581,30.5,"2021/01/01","2021/12/01",12114
"2021/12/01","北海道","留萌市",20257,6860,33.9,"2021/01/01","2021/12/01",12122
"2021/12/01","北海道","苫小牧市",170205,68041,40.0,"2021/01/01","2021/12/01",12131
"2021/12/01","北海道","稚内市",33032,12380,37.5,"2021/01/01","2021/12/01",12149
"2021/12/01","北海道","美唄市",20504,6597,32.2,"2021/01/01","2021/12/01",12157
"2021/12/01","北海道","芦別市",12774,4410,34.5,"2021/01/01","2021/12/01",12165
"2021/12/01","北海道","江別市",119815,42611,35.6,"2021/01/01","2021/12/01",12173
"2021/12/01","北海道","赤平市",9642,3277,34.0,"2021/01/01","2021/12/01",12181
"2021/12/01","北海道","紋別市",21317,6046,28.4,"2021/01/01","2021/12/01",12190
"2021/12/01","北海道","士別市",18134,6310,34.8,"2021/01/01","2021/12/01",12203
"2021/12/01","北海道","名寄市",27059,10051,37.1,"2021/01/01","2021/12/01",12211
"2021/12/01","北海道","三笠市",8148,2996,36.8,"2021/01/01","2021/12/01",12220
"2021/12/01","北海道","根室市",24858,7655,30.8,"2021/01/01","2021/12/01",12238
"2021/12/01","北海道","千歳市",97942,49600,50.6,"2021/01/01","2021/12/01",12246
"2021/12/01","北海道","滝川市",39264,17145,43.7,"2021/01/01","2021/12/01",12254
"2021/12/01","北海道","砂川市",16505,6581,39.9,"2021/01/01","2021/12/01",12262
"2021/12/01","北海道","歌志内市",3019,884,29.3,"2021/01/01","2021/12/01",12271
"2021/12/01","北海道","深川市",20085,5996,29.9,"2021/01/01","2021/12/01",12289
"2021/12/01","北海道","富良野市",21071,7616,36.1,"2021/01/01","2021/12/01",12297
"2021/12/01","北海道","登別市",46833,17531,37.4,"2021/01/01","2021/12/01",12301
"2021/12/01","北海道","恵庭市",70097,30737,43.8,"2021/01/01","2021/12/01",12319
"2021/12/01","北海道","伊達市",33406,12321,36.9,"2021/01/01","2021/12/01",12335
"2021/12/01","北海道","北広島市",58130,20083,34.5,"2021/01/01","2021/12/01",12343
"2021/12/01","北海道","石狩市",58282,20191,34.6,"2021/01/01","2021/12/01",12351
"2021/12/01","北海道","北斗市",45657,14438,31.6,"2021/01/01","2021/12/01",12360
"2021/12/01","北海道","石狩郡当別町",15618,5144,32.9,"2021/01/01","2021/12/01",13030
"2021/12/01","北海道","石狩郡新篠津村",2979,704,23.6,"2021/01/01","2021/12/01",13048
"2021/12/01","北海道","松前郡松前町",6753,2786,41.3,"2021/01/01","2021/12/01",13315
"2021/12/01","北海道","松前郡福島町",3859,1739,45.1,"2021/01/01","2021/12/01",13323
"2021/12/01","北海道","上磯郡知内町",4198,1125,26.8,"2021/01/01","2021/12/01",13331
"2021/12/01","北海道","上磯郡木古内町",3956,1077,27.2,"2021/01/01","2021/12/01",13340
"2021/12/01","北海道","亀田郡七飯町",28072,8851,31.5,"2021/01/01","2021/12/01",13374
"2021/12/01","北海道","茅部郡鹿部町",3811,1318,34.6,"2021/01/01","2021/12/01",13439
"2021/12/01","北海道","茅部郡森町",14849,4559,30.7,"2021/01/01","2021/12/01",13455
"2021/12/01","北海道","二海郡八雲町",15673,4721,30.1,"2021/01/01","2021/12/01",13463
"2021/12/01","北海道","山越郡長万部町",5111,1299,25.4,"2021/01/01","2021/12/01",13471
"2021/12/01","北海道","檜山郡江差町",7310,2134,29.2,"2021/01/01","2021/12/01",13617
"2021/12/01","北海道","檜山郡上ノ国町",4615,1134,24.6,"2021/01/01","2021/12/01",13625
"2021/12/01","北海道","檜山郡厚沢部町",3701,780,21.1,"2021/01/01","2021/12/01",13633
"2021/12/01","北海道","爾志郡乙部町",3520,654,18.6,"2021/01/01","2021/12/01",13641
"2021/12/01","北海道","奥尻郡奥尻町",2498,1025,41.0,"2021/01/01","2021/12/01",13676
"2021/12/01","北海道","瀬棚郡今金町",5054,2529,50.0,"2021/01/01","2021/12/01",13706
"2021/12/01","北海道","久遠郡せたな町",7563,1738,23.0,"2021/01/01","2021/12/01",13714
"2021/12/01","北海道","島牧郡島牧村",1410,360,25.5,"2021/01/01","2021/12/01",13919
"2021/12/01","北海道","寿都郡寿都町",2887,908,31.5,"2021/01/01","2021/12/01",13927
"2021/12/01","北海道","寿都郡黒松内町",2735,1012,37.0,"2021/01/01","2021/12/01",13935
"2021/12/01","北海道","磯谷郡蘭越町",4605,1186,25.8,"2021/01/01","2021/12/01",13943
"2021/12/01","北海道","虻田郡ニセコ町",4996,1698,34.0,"2021/01/01","2021/12/01",13951
"2021/12/01","北海道","虻田郡真狩村",2010,653,32.5,"2021/01/01","2021/12/01",13960
"2021/12/01","北海道","虻田郡留寿都村",1911,831,43.5,"2021/01/01","2021/12/01",13978
"2021/12/01","北海道","虻田郡喜茂別町",2131,593,27.8,"2021/01/01","2021/12/01",13986
"2021/12/01","北海道","虻田郡京極町",2927,836,28.6,"2021/01/01","2021/12/01",13994
"2021/12/01","北海道","虻田郡倶知安町",15123,5181,34.3,"2021/01/01","2021/12/01",14001
"2021/12/01","北海道","岩内郡共和町",5730,2079,36.3,"2021/01/01","2021/12/01",14010
"2021/12/01","北海道","岩内郡岩内町",11983,4446,37.1,"2021/01/01","2021/12/01",14028
"2021/12/01","北海道","古宇郡泊村",1561,512,32.8,"2021/01/01","2021/12/01",14036
"2021/12/01","北海道","古宇郡神恵内村",815,245,30.1,"2021/01/01","2021/12/01",14044
"2021/12/01","北海道","積丹郡積丹町",1922,742,38.6,"2021/01/01","2021/12/01",14052
"2021/12/01","北海道","古平郡古平町",2900,962,33.2,"2021/01/01","2021/12/01",14061
"2021/12/01","北海道","余市郡仁木町",3216,869,27.0,"2021/01/01","2021/12/01",14079
"2021/12/01","北海道","余市郡余市町",18253,5218,28.6,"2021/01/01","2021/12/01",14087
"2021/12/01","北海道","余市郡赤井川村",1176,395,33.6,"2021/01/01","2021/12/01",14095
"2021/12/01","北海道","空知郡南幌町",7447,2857,38.4,"2021/01/01","2021/12/01",14231
"2021/12/01","北海道","空知郡奈井江町",5235,2387,45.6,"2021/01/01","2021/12/01",14249
