"算出基準日","都道府県名","市区町村名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付件数基準日","団体コード"
"2021/06/01","北海道","札幌市",1959313,563177,28.7,"2020/01/01","2021/06/01",11002
"2021/06/01","北海道","函館市",255308,68834,27.0,"2020/01/01","2021/06/01",12025
"2021/06/01","北海道","小樽市",114425,32455,28.4,"2020/01/01","2021/06/01",12033
"2021/06/01","北海道","旭川市",334070,90444,27.1,"2020/01/01","2021/06/01",12041
"2021/06/01","北海道","室蘭市",82977,28221,34.0,"2020/01/01","2021/06/01",12050
"2021/06/01","北海道","釧路市",168086,53360,31.7,"2020/01/01","2021/06/01",12068
"2021/06/01","北海道","帯広市",166043,36233,21.8,"2020/01/01","2021/06/01",12076
"2021/06/01","北海道","北見市",116630,30437,26.1,"2020/01/01","2021/06/01",12084
"2021/06/01","北海道","夕張市",7769,2046,26.3,"2020/01/01","2021/06/01",12092
"2021/06/01","北海道","岩見沢市",80410,22938,28.5,"2020/01/01","2021/06/01",12106
"2021/06/01","北海道","網走市",35039,9110,26.0,"2020/01/01","2021/06/01",12114
"2021/06/01","北海道","留萌市",20715,5670,27.4,"2020/01/01","2021/06/01",12122
"2021/06/01","北海道","苫小牧市",171242,54887,32.1,"2020/01/01","2021/06/01",12131
"2021/06/01","北海道","稚内市",33605,10503,31.3,"2020/01/01","2021/06/01",12149
"2021/06/01","北海道","美唄市",21058,5604,26.6,"2020/01/01","2021/06/01",12157
"2021/06/01","北海道","芦別市",13204,3884,29.4,"2020/01/01","2021/06/01",12165
"2021/06/01","北海道","江別市",119580,32959,27.6,"2020/01/01","2021/06/01",12173
"2021/06/01","北海道","赤平市",9906,2841,28.7,"2020/01/01","2021/06/01",12181
"2021/06/01","北海道","紋別市",21582,4980,23.1,"2020/01/01","2021/06/01",12190
"2021/06/01","北海道","士別市",18562,5371,28.9,"2020/01/01","2021/06/01",12203
"2021/06/01","北海道","名寄市",27277,8570,31.4,"2020/01/01","2021/06/01",12211
