"算出基準日","都道府県名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付枚数算出基準日"
"2021/06/01","北海道",5267762,1490033,28.3,"2020/01/01","2021/06/01"
"2021/06/01","青森県",1275783,344256,27.0,"2020/01/01","2021/06/01"
"2021/06/01","岩手県",1235517,339993,27.5,"2020/01/01","2021/06/01"
"2021/06/01","宮城県",2292385,703657,30.7,"2020/01/01","2021/06/01"
"2021/06/01","秋田県",985416,297362,30.2,"2020/01/01","2021/06/01"
"2021/06/01","山形県",1082296,296746,27.4,"2020/01/01","2021/06/01"
"2021/06/01","福島県",1881981,514955,27.4,"2020/01/01","2021/06/01"
"2021/06/01","茨城県",2921436,901863,30.9,"2020/01/01","2021/06/01"
"2021/06/01","栃木県",1965516,574257,29.2,"2020/01/01","2021/06/01"
"2021/06/01","群馬県",1969439,510299,25.9,"2020/01/01","2021/06/01"
"2021/06/01","埼玉県",7390054,2260954,30.6,"2020/01/01","2021/06/01"
"2021/06/01","千葉県",6319772,2046436,32.4,"2020/01/01","2021/06/01"
"2021/06/01","東京都",13834925,4826237,34.9,"2020/01/01","2021/06/01"
"2021/06/01","神奈川県",9209442,3143587,34.1,"2020/01/01","2021/06/01"
"2021/06/01","新潟県",2236042,564679,25.3,"2020/01/01","2021/06/01"
"2021/06/01","富山県",1055999,341335,32.3,"2020/01/01","2021/06/01"
"2021/06/01","石川県",1139612,366746,32.2,"2020/01/01","2021/06/01"
"2021/06/01","福井県",780053,228567,29.3,"2020/01/01","2021/06/01"
"2021/06/01","山梨県",826579,247527,29.9,"2020/01/01","2021/06/01"
"2021/06/01","長野県",2087307,560747,26.9,"2020/01/01","2021/06/01"
"2021/06/01","岐阜県",2032490,596859,29.4,"2020/01/01","2021/06/01"
"2021/06/01","静岡県",3708556,1211075,32.7,"2020/01/01","2021/06/01"
"2021/06/01","愛知県",7575530,2373083,31.3,"2020/01/01","2021/06/01"
"2021/06/01","三重県",1813859,572576,31.6,"2020/01/01","2021/06/01"
"2021/06/01","滋賀県",1420948,508028,35.8,"2020/01/01","2021/06/01"
"2021/06/01","京都府",2545899,839243,33.0,"2020/01/01","2021/06/01"
"2021/06/01","大阪府",8849635,2944840,33.3,"2020/01/01","2021/06/01"
"2021/06/01","兵庫県",5549568,2019527,36.4,"2020/01/01","2021/06/01"
"2021/06/01","奈良県",1353837,498005,36.8,"2020/01/01","2021/06/01"
"2021/06/01","和歌山県",954258,265894,27.9,"2020/01/01","2021/06/01"
"2021/06/01","鳥取県",561175,171894,30.6,"2020/01/01","2021/06/01"
"2021/06/01","島根県",679324,210980,31.1,"2020/01/01","2021/06/01"
"2021/06/01","岡山県",1903627,585869,30.8,"2020/01/01","2021/06/01"
"2021/06/01","広島県",2826858,930345,32.9,"2020/01/01","2021/06/01"
"2021/06/01","山口県",1369882,464438,33.9,"2020/01/01","2021/06/01"
"2021/06/01","徳島県",742505,246928,33.3,"2020/01/01","2021/06/01"
"2021/06/01","香川県",981280,310397,31.6,"2020/01/01","2021/06/01"
"2021/06/01","愛媛県",1369131,438834,32.1,"2020/01/01","2021/06/01"
"2021/06/01","高知県",709230,181354,25.6,"2020/01/01","2021/06/01"
"2021/06/01","福岡県",5129841,1605762,31.3,"2020/01/01","2021/06/01"
"2021/06/01","佐賀県",823810,256184,31.1,"2020/01/01","2021/06/01"
"2021/06/01","長崎県",1350769,420510,31.1,"2020/01/01","2021/06/01"
"2021/06/01","熊本県",1769880,553322,31.3,"2020/01/01","2021/06/01"
"2021/06/01","大分県",1151229,352960,30.7,"2020/01/01","2021/06/01"
"2021/06/01","宮崎県",1095903,460468,42.0,"2020/01/01","2021/06/01"
"2021/06/01","鹿児島県",1630146,484658,29.7,"2020/01/01","2021/06/01"
"2021/06/01","沖縄県",1481547,374396,25.3,"2020/01/01","2021/06/01"
