"算出基準日","区分","人口","交付枚数","人口に対する交付枚数率","人口算出基準日","交付枚数算出基準日"
"2021/06/01","全国",127138033,40438665,31.8,"2020/01/01","2021/06/01"
"2021/06/01","特別区",9570609,3379886,35.3,"2020/01/01","2021/06/01"
"2021/06/01","政令指定都市",27540108,9205830,33.4,"2020/01/01","2021/06/01"
"2021/06/01","市（政令指定都市を除く）",79244110,24712566,31.2,"2020/01/01","2021/06/01"
"2021/06/01","町村",10783206,3140383,29.1,"2020/01/01","2021/06/01"
