"算出基準日","区分","人口","交付枚数","人口に対する交付枚数率","人口算出基準日","交付枚数算出基準日"
"2022/05/01","全国",126654244,55765137,44.0,"2021/01/01","2022/05/01"
"2022/05/01","特別区",9572763,4650347,48.6,"2021/01/01","2022/05/01"
"2022/05/01","指定都市",27549061,12777253,46.4,"2021/01/01","2022/05/01"
"2022/05/01","市（指定都市を除く）",78865174,34096316,43.2,"2021/01/01","2022/05/01"
"2022/05/01","町村",10667246,4241221,39.8,"2021/01/01","2022/05/01"
