"算出基準日","年齢","人口(男)","人口(女)","人口(計)","交付件数(男)","交付件数(女)","交付件数(計)","交付率(男)","交付率(女)","交付率(計)","全体に対する交付件数割合(男)","全体に対する交付件数割合(女)","全体に対する交付件数割合(計)","人口算出基準日","交付枚数算出基準日"
"2022/05/01","全体",61797907,64856337,126654244,27594244,28170893,55765137,44.7,43.4,44.0,100.0,100.0,100.0,"2021/01/01","2022/05/01"
"2022/05/01","0～4歳",2368294,2253015,4621309,592168,565415,1157583,25.0,25.1,25.0,2.1,2.0,2.1,"2021/01/01","2022/05/01"
"2022/05/01","5～9",2671006,2540699,5211705,975727,936488,1912215,36.5,36.9,36.7,3.5,3.3,3.4,"2021/01/01","2022/05/01"
"2022/05/01","10～14",2813693,2672424,5486117,1007312,976978,1984290,35.8,36.6,36.2,3.7,3.5,3.6,"2021/01/01","2022/05/01"
"2022/05/01","15～19",2930647,2788116,5718763,1078458,1044862,2123320,36.8,37.5,37.1,3.9,3.7,3.8,"2021/01/01","2022/05/01"
"2022/05/01","20～24",3279022,3099426,6378448,1307468,1361983,2669451,39.9,43.9,41.9,4.7,4.8,4.8,"2021/01/01","2022/05/01"
"2022/05/01","25～29",3322243,3122193,6444436,1398661,1513539,2912200,42.1,48.5,45.2,5.1,5.4,5.2,"2021/01/01","2022/05/01"
"2022/05/01","30～34",3477071,3299165,6776236,1539890,1614105,3153995,44.3,48.9,46.5,5.6,5.7,5.7,"2021/01/01","2022/05/01"
"2022/05/01","35～39",3873471,3725116,7598587,1703584,1734056,3437640,44.0,46.6,45.2,6.2,6.2,6.2,"2021/01/01","2022/05/01"
"2022/05/01","40～44",4328567,4176094,8504661,1812041,1811858,3623899,41.9,43.4,42.6,6.6,6.4,6.5,"2021/01/01","2022/05/01"
"2022/05/01","45～49",5036488,4884780,9921268,2079881,2053597,4133478,41.3,42.0,41.7,7.5,7.3,7.4,"2021/01/01","2022/05/01"
"2022/05/01","50～54",4445711,4356821,8802532,2062451,2073940,4136391,46.4,47.6,47.0,7.5,7.4,7.4,"2021/01/01","2022/05/01"
"2022/05/01","55～59",4012379,3996798,8009177,1872573,1903781,3776354,46.7,47.6,47.2,6.8,6.8,6.8,"2021/01/01","2022/05/01"
"2022/05/01","60～64",3671788,3740656,7412444,1893552,1896101,3789653,51.6,50.7,51.1,6.9,6.7,6.8,"2021/01/01","2022/05/01"
"2022/05/01","65～69",3939694,4158810,8098504,1938550,1920395,3858945,49.2,46.2,47.7,7.0,6.8,6.9,"2021/01/01","2022/05/01"
"2022/05/01","70～74",4415966,4921233,9337199,2260641,2320470,4581111,51.2,47.2,49.1,8.2,8.2,8.2,"2021/01/01","2022/05/01"
"2022/05/01","75～79",3073178,3817058,6890236,1652362,1783164,3435526,53.8,46.7,49.9,6.0,6.3,6.2,"2021/01/01","2022/05/01"
"2022/05/01","80～84",2222338,3134063,5356401,1240666,1373904,2614570,55.8,43.8,48.8,4.5,4.9,4.7,"2021/01/01","2022/05/01"
"2022/05/01","85～89",1318085,2384056,3702141,764384,838210,1602594,58.0,35.2,43.3,2.8,3.0,2.9,"2021/01/01","2022/05/01"
"2022/05/01","90歳以上",598251,1785771,2384022,413875,448047,861922,69.2,25.1,36.2,1.5,1.6,1.5,"2021/01/01","2022/05/01"
