"算出基準日","区分","人口","交付枚数","人口に対する交付枚数率","人口算出基準日","交付枚数算出基準日"
"2019/11/01","全国",127443563,18233942,14.3,"2019/01/01","2019/11/01"
"2019/11/01","特別区",9486618,1874739,19.8,"2019/01/01","2019/11/01"
"2019/11/01","政令指定都市",27488569,4242926,15.4,"2019/01/01","2019/11/01"
"2019/11/01","市（政令指定都市を除く）",79522838,10862513,13.7,"2019/01/01","2019/11/01"
"2019/11/01","町村",10945538,1253764,11.5,"2019/01/01","2019/11/01"
