"算出基準日","都道府県名","市区町村名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付件数基準日","団体コード"
"2019/11/01","北海道","札幌市",1955457,240225,12.3,"2019/01/01","2019/11/01",11002
"2019/11/01","北海道","函館市",258948,28401,11.0,"2019/01/01","2019/11/01",12025
"2019/11/01","北海道","小樽市",116529,14344,12.3,"2019/01/01","2019/11/01",12033
"2019/11/01","北海道","旭川市",337392,35035,10.4,"2019/01/01","2019/11/01",12041
"2019/11/01","北海道","室蘭市",84405,12081,14.3,"2019/01/01","2019/11/01",12050
"2019/11/01","北海道","釧路市",170364,22501,13.2,"2019/01/01","2019/11/01",12068
"2019/11/01","北海道","帯広市",166889,17500,10.5,"2019/01/01","2019/11/01",12076
"2019/11/01","北海道","北見市",117806,14573,12.4,"2019/01/01","2019/11/01",12084
"2019/11/01","北海道","夕張市",8087,1102,13.6,"2019/01/01","2019/11/01",12092
"2019/11/01","北海道","岩見沢市",81778,9991,12.2,"2019/01/01","2019/11/01",12106
"2019/11/01","北海道","網走市",35704,4306,12.1,"2019/01/01","2019/11/01",12114
"2019/11/01","北海道","留萌市",21310,2442,11.5,"2019/01/01","2019/11/01",12122
"2019/11/01","北海道","苫小牧市",171811,25826,15.0,"2019/01/01","2019/11/01",12131
"2019/11/01","北海道","稚内市",34249,4907,14.3,"2019/01/01","2019/11/01",12149
"2019/11/01","北海道","美唄市",21602,2401,11.1,"2019/01/01","2019/11/01",12157
"2019/11/01","北海道","芦別市",13635,1791,13.1,"2019/01/01","2019/11/01",12165
"2019/11/01","北海道","江別市",118985,12439,10.5,"2019/01/01","2019/11/01",12173
"2019/11/01","北海道","赤平市",10186,1521,14.9,"2019/01/01","2019/11/01",12181
"2019/11/01","北海道","紋別市",22044,1884,8.5,"2019/01/01","2019/11/01",12190
"2019/11/01","北海道","士別市",18965,2172,11.5,"2019/01/01","2019/11/01",12203
"2019/11/01","北海道","名寄市",27582,3090,11.2,"2019/01/01","2019/11/01",12211
"2019/11/01","北海道","三笠市",8562,1135,13.3,"2019/01/01","2019/11/01",12220
"2019/11/01","北海道","根室市",25953,2384,9.2,"2019/01/01","2019/11/01",12238
"2019/11/01","北海道","千歳市",97061,16038,16.5,"2019/01/01","2019/11/01",12246
"2019/11/01","北海道","滝川市",40365,4861,12.0,"2019/01/01","2019/11/01",12254
"2019/11/01","北海道","砂川市",17137,2145,12.5,"2019/01/01","2019/11/01",12262
"2019/11/01","北海道","歌志内市",3275,433,13.2,"2019/01/01","2019/11/01",12271
"2019/11/01","北海道","深川市",20804,1967,9.5,"2019/01/01","2019/11/01",12289
"2019/11/01","北海道","富良野市",21921,2793,12.7,"2019/01/01","2019/11/01",12297
"2019/11/01","北海道","登別市",48395,6473,13.4,"2019/01/01","2019/11/01",12301
"2019/11/01","北海道","恵庭市",69850,10171,14.6,"2019/01/01","2019/11/01",12319
"2019/11/01","北海道","伊達市",34365,3789,11.0,"2019/01/01","2019/11/01",12335
"2019/11/01","北海道","北広島市",58630,6515,11.1,"2019/01/01","2019/11/01",12343
"2019/11/01","北海道","石狩市",58345,7429,12.7,"2019/01/01","2019/11/01",12351
"2019/11/01","北海道","北斗市",46487,4189,9.0,"2019/01/01","2019/11/01",12360
"2019/11/01","北海道","石狩郡当別町",16061,1976,12.3,"2019/01/01","2019/11/01",13030
"2019/11/01","北海道","石狩郡新篠津村",3101,230,7.4,"2019/01/01","2019/11/01",13048
"2019/11/01","北海道","松前郡松前町",7257,941,13.0,"2019/01/01","2019/11/01",13315
"2019/11/01","北海道","松前郡福島町",4107,340,8.3,"2019/01/01","2019/11/01",13323
"2019/11/01","北海道","上磯郡知内町",4388,319,7.3,"2019/01/01","2019/11/01",13331
"2019/11/01","北海道","上磯郡木古内町",4176,491,11.8,"2019/01/01","2019/11/01",13340
"2019/11/01","北海道","亀田郡七飯町",28288,2935,10.4,"2019/01/01","2019/11/01",13374
"2019/11/01","北海道","茅部郡鹿部町",3961,396,10.0,"2019/01/01","2019/11/01",13439
"2019/11/01","北海道","茅部郡森町",15575,1386,8.9,"2019/01/01","2019/11/01",13455
"2019/11/01","北海道","二海郡八雲町",16685,1564,9.4,"2019/01/01","2019/11/01",13463
"2019/11/01","北海道","山越郡長万部町",5493,530,9.6,"2019/01/01","2019/11/01",13471
"2019/11/01","北海道","檜山郡江差町",7732,766,9.9,"2019/01/01","2019/11/01",13617
"2019/11/01","北海道","檜山郡上ノ国町",4851,473,9.8,"2019/01/01","2019/11/01",13625
"2019/11/01","北海道","檜山郡厚沢部町",3880,339,8.7,"2019/01/01","2019/11/01",13633
"2019/11/01","北海道","爾志郡乙部町",3723,216,5.8,"2019/01/01","2019/11/01",13641
"2019/11/01","北海道","奥尻郡奥尻町",2655,290,10.9,"2019/01/01","2019/11/01",13676
"2019/11/01","北海道","瀬棚郡今金町",5356,745,13.9,"2019/01/01","2019/11/01",13706
"2019/11/01","北海道","久遠郡せたな町",7971,579,7.3,"2019/01/01","2019/11/01",13714
"2019/11/01","北海道","島牧郡島牧村",1477,167,11.3,"2019/01/01","2019/11/01",13919
"2019/11/01","北海道","寿都郡寿都町",2994,388,13.0,"2019/01/01","2019/11/01",13927
"2019/11/01","北海道","寿都郡黒松内町",2837,271,9.6,"2019/01/01","2019/11/01",13935
"2019/11/01","北海道","磯谷郡蘭越町",4717,475,10.1,"2019/01/01","2019/11/01",13943
"2019/11/01","北海道","虻田郡ニセコ町",5298,488,9.2,"2019/01/01","2019/11/01",13951
"2019/11/01","北海道","虻田郡真狩村",2102,180,8.6,"2019/01/01","2019/11/01",13960
"2019/11/01","北海道","虻田郡留寿都村",2047,235,11.5,"2019/01/01","2019/11/01",13978
"2019/11/01","北海道","虻田郡喜茂別町",2209,164,7.4,"2019/01/01","2019/11/01",13986
"2019/11/01","北海道","虻田郡京極町",3042,235,7.7,"2019/01/01","2019/11/01",13994
"2019/11/01","北海道","虻田郡倶知安町",16642,1750,10.5,"2019/01/01","2019/11/01",14001
"2019/11/01","北海道","岩内郡共和町",5942,799,13.4,"2019/01/01","2019/11/01",14010
"2019/11/01","北海道","岩内郡岩内町",12623,1452,11.5,"2019/01/01","2019/11/01",14028
"2019/11/01","北海道","古宇郡泊村",1652,198,12.0,"2019/01/01","2019/11/01",14036
"2019/11/01","北海道","古宇郡神恵内村",861,87,10.1,"2019/01/01","2019/11/01",14044
"2019/11/01","北海道","積丹郡積丹町",2043,227,11.1,"2019/01/01","2019/11/01",14052
