"算出基準日","都道府県名","市区町村名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付件数基準日","団体コード"
"2022/03/01","北海道","札幌市",1961575,809716,41.3,"2021/01/01","2022/03/01",11002
"2022/03/01","北海道","函館市",251891,92586,36.8,"2021/01/01","2022/03/01",12025
"2022/03/01","北海道","小樽市",112450,41621,37.0,"2021/01/01","2022/03/01",12033
"2022/03/01","北海道","旭川市",331397,122026,36.8,"2021/01/01","2022/03/01",12041
"2022/03/01","北海道","室蘭市",81579,34959,42.9,"2021/01/01","2022/03/01",12050
"2022/03/01","北海道","釧路市",165667,69568,42.0,"2021/01/01","2022/03/01",12068
"2022/03/01","北海道","帯広市",165670,56231,33.9,"2021/01/01","2022/03/01",12076
"2022/03/01","北海道","北見市",115435,41501,36.0,"2021/01/01","2022/03/01",12084
"2022/03/01","北海道","夕張市",7430,2400,32.3,"2021/01/01","2022/03/01",12092
"2022/03/01","北海道","岩見沢市",79352,30516,38.5,"2021/01/01","2022/03/01",12106
"2022/03/01","北海道","網走市",34640,11248,32.5,"2021/01/01","2022/03/01",12114
"2022/03/01","北海道","留萌市",20257,7359,36.3,"2021/01/01","2022/03/01",12122
"2022/03/01","北海道","苫小牧市",170205,72227,42.4,"2021/01/01","2022/03/01",12131
"2022/03/01","北海道","稚内市",33032,13274,40.2,"2021/01/01","2022/03/01",12149
"2022/03/01","北海道","美唄市",20504,6972,34.0,"2021/01/01","2022/03/01",12157
"2022/03/01","北海道","芦別市",12774,4703,36.8,"2021/01/01","2022/03/01",12165
"2022/03/01","北海道","江別市",119815,45453,37.9,"2021/01/01","2022/03/01",12173
"2022/03/01","北海道","赤平市",9642,3493,36.2,"2021/01/01","2022/03/01",12181
"2022/03/01","北海道","紋別市",21317,6424,30.1,"2021/01/01","2022/03/01",12190
"2022/03/01","北海道","士別市",18134,6784,37.4,"2021/01/01","2022/03/01",12203
"2022/03/01","北海道","名寄市",27059,10533,38.9,"2021/01/01","2022/03/01",12211
"2022/03/01","北海道","三笠市",8148,3241,39.8,"2021/01/01","2022/03/01",12220
"2022/03/01","北海道","根室市",24858,8117,32.7,"2021/01/01","2022/03/01",12238
"2022/03/01","北海道","千歳市",97942,52033,53.1,"2021/01/01","2022/03/01",12246
"2022/03/01","北海道","滝川市",39264,18036,45.9,"2021/01/01","2022/03/01",12254
"2022/03/01","北海道","砂川市",16505,7127,43.2,"2021/01/01","2022/03/01",12262
"2022/03/01","北海道","歌志内市",3019,962,31.9,"2021/01/01","2022/03/01",12271
"2022/03/01","北海道","深川市",20085,6365,31.7,"2021/01/01","2022/03/01",12289
"2022/03/01","北海道","富良野市",21071,8030,38.1,"2021/01/01","2022/03/01",12297
"2022/03/01","北海道","登別市",46833,18673,39.9,"2021/01/01","2022/03/01",12301
"2022/03/01","北海道","恵庭市",70097,32696,46.6,"2021/01/01","2022/03/01",12319
"2022/03/01","北海道","伊達市",33406,13268,39.7,"2021/01/01","2022/03/01",12335
"2022/03/01","北海道","北広島市",58130,21617,37.2,"2021/01/01","2022/03/01",12343
"2022/03/01","北海道","石狩市",58282,21634,37.1,"2021/01/01","2022/03/01",12351
"2022/03/01","北海道","北斗市",45657,15647,34.3,"2021/01/01","2022/03/01",12360
"2022/03/01","北海道","石狩郡当別町",15618,5516,35.3,"2021/01/01","2022/03/01",13030
"2022/03/01","北海道","石狩郡新篠津村",2979,780,26.2,"2021/01/01","2022/03/01",13048
"2022/03/01","北海道","松前郡松前町",6753,2897,42.9,"2021/01/01","2022/03/01",13315
"2022/03/01","北海道","松前郡福島町",3859,1860,48.2,"2021/01/01","2022/03/01",13323
"2022/03/01","北海道","上磯郡知内町",4198,1230,29.3,"2021/01/01","2022/03/01",13331
"2022/03/01","北海道","上磯郡木古内町",3956,1135,28.7,"2021/01/01","2022/03/01",13340
"2022/03/01","北海道","亀田郡七飯町",28072,9423,33.6,"2021/01/01","2022/03/01",13374
"2022/03/01","北海道","茅部郡鹿部町",3811,1376,36.1,"2021/01/01","2022/03/01",13439
"2022/03/01","北海道","茅部郡森町",14849,4885,32.9,"2021/01/01","2022/03/01",13455
"2022/03/01","北海道","二海郡八雲町",15673,5005,31.9,"2021/01/01","2022/03/01",13463
"2022/03/01","北海道","山越郡長万部町",5111,1392,27.2,"2021/01/01","2022/03/01",13471
"2022/03/01","北海道","檜山郡江差町",7310,2375,32.5,"2021/01/01","2022/03/01",13617
"2022/03/01","北海道","檜山郡上ノ国町",4615,1214,26.3,"2021/01/01","2022/03/01",13625
"2022/03/01","北海道","檜山郡厚沢部町",3701,833,22.5,"2021/01/01","2022/03/01",13633
"2022/03/01","北海道","爾志郡乙部町",3520,704,20.0,"2021/01/01","2022/03/01",13641
"2022/03/01","北海道","奥尻郡奥尻町",2498,1055,42.2,"2021/01/01","2022/03/01",13676
"2022/03/01","北海道","瀬棚郡今金町",5054,2615,51.7,"2021/01/01","2022/03/01",13706
"2022/03/01","北海道","久遠郡せたな町",7563,1894,25.0,"2021/01/01","2022/03/01",13714
"2022/03/01","北海道","島牧郡島牧村",1410,385,27.3,"2021/01/01","2022/03/01",13919
"2022/03/01","北海道","寿都郡寿都町",2887,938,32.5,"2021/01/01","2022/03/01",13927
"2022/03/01","北海道","寿都郡黒松内町",2735,1053,38.5,"2021/01/01","2022/03/01",13935
"2022/03/01","北海道","磯谷郡蘭越町",4605,1297,28.2,"2021/01/01","2022/03/01",13943
"2022/03/01","北海道","虻田郡ニセコ町",4996,1782,35.7,"2021/01/01","2022/03/01",13951
"2022/03/01","北海道","虻田郡真狩村",2010,676,33.6,"2021/01/01","2022/03/01",13960
"2022/03/01","北海道","虻田郡留寿都村",1911,865,45.3,"2021/01/01","2022/03/01",13978
"2022/03/01","北海道","虻田郡喜茂別町",2131,631,29.6,"2021/01/01","2022/03/01",13986
"2022/03/01","北海道","虻田郡京極町",2927,875,29.9,"2021/01/01","2022/03/01",13994
"2022/03/01","北海道","虻田郡倶知安町",15123,5646,37.3,"2021/01/01","2022/03/01",14001
"2022/03/01","北海道","岩内郡共和町",5730,2399,41.9,"2021/01/01","2022/03/01",14010
"2022/03/01","北海道","岩内郡岩内町",11983,4726,39.4,"2021/01/01","2022/03/01",14028
"2022/03/01","北海道","古宇郡泊村",1561,535,34.3,"2021/01/01","2022/03/01",14036
"2022/03/01","北海道","古宇郡神恵内村",815,258,31.7,"2021/01/01","2022/03/01",14044
"2022/03/01","北海道","積丹郡積丹町",1922,755,39.3,"2021/01/01","2022/03/01",14052
"2022/03/01","北海道","古平郡古平町",2900,1020,35.2,"2021/01/01","2022/03/01",14061
"2022/03/01","北海道","余市郡仁木町",3216,936,29.1,"2021/01/01","2022/03/01",14079
"2022/03/01","北海道","余市郡余市町",18253,5518,30.2,"2021/01/01","2022/03/01",14087
"2022/03/01","北海道","余市郡赤井川村",1176,415,35.3,"2021/01/01","2022/03/01",14095
"2022/03/01","北海道","空知郡南幌町",7447,2976,40.0,"2021/01/01","2022/03/01",14231
"2022/03/01","北海道","空知郡奈井江町",5235,2489,47.5,"2021/01/01","2022/03/01",14249
"2022/03/01","北海道","空知郡上砂川町",2801,1003,35.8,"2021/01/01","2022/03/01",14257
"2022/03/01","北海道","夕張郡由仁町",4933,1806,36.6,"2021/01/01","2022/03/01",14273
"2022/03/01","北海道","夕張郡長沼町",10515,4181,39.8,"2021/01/01","2022/03/01",14281
"2022/03/01","北海道","夕張郡栗山町",11474,3796,33.1,"2021/01/01","2022/03/01",14290
"2022/03/01","北海道","樺戸郡月形町",3080,996,32.3,"2021/01/01","2022/03/01",14303
"2022/03/01","北海道","樺戸郡浦臼町",1749,615,35.2,"2021/01/01","2022/03/01",14311
"2022/03/01","北海道","樺戸郡新十津川町",6548,2495,38.1,"2021/01/01","2022/03/01",14320
"2022/03/01","北海道","雨竜郡妹背牛町",2827,1206,42.7,"2021/01/01","2022/03/01",14338
"2022/03/01","北海道","雨竜郡秩父別町",2365,842,35.6,"2021/01/01","2022/03/01",14346
"2022/03/01","北海道","雨竜郡雨竜町",2258,691,30.6,"2021/01/01","2022/03/01",14362
"2022/03/01","北海道","雨竜郡北竜町",1756,686,39.1,"2021/01/01","2022/03/01",14371
