"算出基準日","区分","人口","交付枚数","人口に対する交付枚数率","人口算出基準日","交付枚数算出基準日"
"2022/03/01","全国",126654244,53759380,42.4,"2021/01/01","2022/03/01"
"2022/03/01","特別区",9572763,4499445,47.0,"2021/01/01","2022/03/01"
"2022/03/01","指定都市",27549061,12307560,44.7,"2021/01/01","2022/03/01"
"2022/03/01","市（指定都市を除く）",78865174,32884079,41.7,"2021/01/01","2022/03/01"
"2022/03/01","町村",10667246,4068296,38.1,"2021/01/01","2022/03/01"
