"算出基準日","都道府県名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付枚数算出基準日"
"2021/01/01","北海道",5267762,1116158,21.2,"2020/01/01","2021/01/01"
"2021/01/01","青森県",1275783,262226,20.6,"2020/01/01","2021/01/01"
"2021/01/01","岩手県",1235517,257059,20.8,"2020/01/01","2021/01/01"
"2021/01/01","宮城県",2292385,529672,23.1,"2020/01/01","2021/01/01"
"2021/01/01","秋田県",985416,206407,20.9,"2020/01/01","2021/01/01"
"2021/01/01","山形県",1082296,207397,19.2,"2020/01/01","2021/01/01"
"2021/01/01","福島県",1881981,389080,20.7,"2020/01/01","2021/01/01"
"2021/01/01","茨城県",2921436,681076,23.3,"2020/01/01","2021/01/01"
"2021/01/01","栃木県",1965516,433993,22.1,"2020/01/01","2021/01/01"
"2021/01/01","群馬県",1969439,382073,19.4,"2020/01/01","2021/01/01"
"2021/01/01","埼玉県",7390054,1730648,23.4,"2020/01/01","2021/01/01"
"2021/01/01","千葉県",6319772,1577748,25.0,"2020/01/01","2021/01/01"
"2021/01/01","東京都",13834925,3945964,28.5,"2020/01/01","2021/01/01"
"2021/01/01","神奈川県",9209442,2464124,26.8,"2020/01/01","2021/01/01"
"2021/01/01","新潟県",2236042,411711,18.4,"2020/01/01","2021/01/01"
"2021/01/01","富山県",1055999,240027,22.7,"2020/01/01","2021/01/01"
"2021/01/01","石川県",1139612,268698,23.6,"2020/01/01","2021/01/01"
"2021/01/01","福井県",780053,167957,21.5,"2020/01/01","2021/01/01"
"2021/01/01","山梨県",826579,183124,22.2,"2020/01/01","2021/01/01"
"2021/01/01","長野県",2087307,408122,19.6,"2020/01/01","2021/01/01"
"2021/01/01","岐阜県",2032490,414923,20.4,"2020/01/01","2021/01/01"
"2021/01/01","静岡県",3708556,885990,23.9,"2020/01/01","2021/01/01"
"2021/01/01","愛知県",7575530,1741989,23.0,"2020/01/01","2021/01/01"
"2021/01/01","三重県",1813859,420808,23.2,"2020/01/01","2021/01/01"
"2021/01/01","滋賀県",1420948,373016,26.3,"2020/01/01","2021/01/01"
"2021/01/01","京都府",2545899,632864,24.9,"2020/01/01","2021/01/01"
"2021/01/01","大阪府",8849635,2305743,26.1,"2020/01/01","2021/01/01"
"2021/01/01","兵庫県",5549568,1542884,27.8,"2020/01/01","2021/01/01"
"2021/01/01","奈良県",1353837,385025,28.4,"2020/01/01","2021/01/01"
"2021/01/01","和歌山県",954258,200719,21.0,"2020/01/01","2021/01/01"
"2021/01/01","鳥取県",561175,125623,22.4,"2020/01/01","2021/01/01"
"2021/01/01","島根県",679324,155946,23.0,"2020/01/01","2021/01/01"
"2021/01/01","岡山県",1903627,418450,22.0,"2020/01/01","2021/01/01"
"2021/01/01","広島県",2826858,682046,24.1,"2020/01/01","2021/01/01"
"2021/01/01","山口県",1369882,342400,25.0,"2020/01/01","2021/01/01"
"2021/01/01","徳島県",742505,177689,23.9,"2020/01/01","2021/01/01"
"2021/01/01","香川県",981280,223876,22.8,"2020/01/01","2021/01/01"
"2021/01/01","愛媛県",1369131,300841,22.0,"2020/01/01","2021/01/01"
"2021/01/01","高知県",709230,119991,16.9,"2020/01/01","2021/01/01"
"2021/01/01","福岡県",5129841,1210086,23.6,"2020/01/01","2021/01/01"
"2021/01/01","佐賀県",823810,187964,22.8,"2020/01/01","2021/01/01"
"2021/01/01","長崎県",1350769,338477,25.1,"2020/01/01","2021/01/01"
"2021/01/01","熊本県",1769880,430940,24.3,"2020/01/01","2021/01/01"
"2021/01/01","大分県",1151229,269337,23.4,"2020/01/01","2021/01/01"
"2021/01/01","宮崎県",1095903,358411,32.7,"2020/01/01","2021/01/01"
"2021/01/01","鹿児島県",1630146,363559,22.3,"2020/01/01","2021/01/01"
"2021/01/01","沖縄県",1481547,292756,19.8,"2020/01/01","2021/01/01"
