"算出基準日","年齢","人口(男)","人口(女)","人口(計)","交付件数(男)","交付件数(女)","交付件数(計)","交付率(男)","交付率(女)","交付率(計)","全体に対する交付件数割合(男)","全体に対する交付件数割合(女)","全体に対する交付件数割合(計)","人口算出基準日","交付枚数算出基準日"
"2021/01/01","全体",62036028,65102005,127138033,15647445,15118172,30765617,25.2,23.2,24.2,100.0,100.0,100.0,"2020/01/01","2021/01/01"
"2021/01/01","0～4歳",2451534,2331996,4783530,286924,275296,562220,11.7,11.8,11.8,1.8,1.8,1.8,"2020/01/01","2021/01/01"
"2021/01/01","5～9",2703139,2567979,5271118,389772,379593,769365,14.4,14.8,14.6,2.5,2.5,2.5,"2020/01/01","2021/01/01"
"2021/01/01","10～14",2805669,2667945,5473614,364419,363408,727827,13.0,13.6,13.3,2.3,2.4,2.4,"2020/01/01","2021/01/01"
"2021/01/01","15～19",3012009,2865038,5877047,433272,435111,868383,14.4,15.2,14.8,2.8,2.9,2.8,"2020/01/01","2021/01/01"
"2021/01/01","20～24",3294145,3116004,6410149,672109,702048,1374157,20.4,22.5,21.4,4.3,4.6,4.5,"2020/01/01","2021/01/01"
"2021/01/01","25～29",3332499,3133721,6466220,789184,802302,1591486,23.7,25.6,24.6,5.0,5.3,5.2,"2020/01/01","2021/01/01"
"2021/01/01","30～34",3562668,3387856,6950524,908294,880935,1789229,25.5,26.0,25.7,5.8,5.8,5.8,"2020/01/01","2021/01/01"
"2021/01/01","35～39",3938861,3791620,7730481,976552,914208,1890760,24.8,24.1,24.5,6.2,6.0,6.1,"2020/01/01","2021/01/01"
"2021/01/01","40～44",4476747,4321668,8798415,1055032,948381,2003413,23.6,21.9,22.8,6.7,6.3,6.5,"2020/01/01","2021/01/01"
"2021/01/01","45～49",5052054,4908004,9960058,1201971,1083351,2285322,23.8,22.1,22.9,7.7,7.2,7.4,"2020/01/01","2021/01/01"
"2021/01/01","50～54",4370727,4295647,8666374,1122452,1042192,2164644,25.7,24.3,25.0,7.2,6.9,7.0,"2020/01/01","2021/01/01"
"2021/01/01","55～59",3893633,3885044,7778677,1139754,1071170,2210924,29.3,27.6,28.4,7.3,7.1,7.2,"2020/01/01","2021/01/01"
"2021/01/01","60～64",3705990,3778959,7484949,1159048,1083397,2242445,31.3,28.7,30.0,7.4,7.2,7.3,"2020/01/01","2021/01/01"
"2021/01/01","65～69",4136887,4375393,8512280,1260645,1179950,2440595,30.5,27.0,28.7,8.1,7.8,7.9,"2020/01/01","2021/01/01"
"2021/01/01","70～74",4135964,4624192,8760156,1399779,1367365,2767144,33.8,29.6,31.6,8.9,9.0,9.0,"2020/01/01","2021/01/01"
"2021/01/01","75～79",3190582,3961097,7151679,1034697,1101281,2135978,32.4,27.8,29.9,6.6,7.3,6.9,"2020/01/01","2021/01/01"
"2021/01/01","80～84",2169304,3092116,5261420,774673,804449,1579122,35.7,26.0,30.0,5.0,5.3,5.1,"2020/01/01","2021/01/01"
"2021/01/01","85～89",1246148,2296585,3542733,465027,470021,935048,37.3,20.5,26.4,3.0,3.1,3.0,"2020/01/01","2021/01/01"
"2021/01/01","90～94",462823,1243823,1706646,176694,171487,348181,38.2,13.8,20.4,1.1,1.1,1.1,"2020/01/01","2021/01/01"
"2021/01/01","95～99",86004,393936,479940,33731,37139,70870,39.2,9.4,14.8,0.2,0.2,0.2,"2020/01/01","2021/01/01"
"2021/01/01","100歳以上",8623,63336,71959,3416,5088,8504,39.6,8.0,11.8,0.0,0.0,0.0,"2020/01/01","2021/01/01"
