"算出基準日","都道府県名","市区町村名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付件数基準日","団体コード"
"2021/01/01","北海道","札幌市",1959313,428104,21.8,"2020/01/01","2021/01/01",11002
"2021/01/01","北海道","函館市",255308,50702,19.9,"2020/01/01","2021/01/01",12025
"2021/01/01","北海道","小樽市",114425,25002,21.9,"2020/01/01","2021/01/01",12033
"2021/01/01","北海道","旭川市",334070,68413,20.5,"2020/01/01","2021/01/01",12041
"2021/01/01","北海道","室蘭市",82977,20150,24.3,"2020/01/01","2021/01/01",12050
"2021/01/01","北海道","釧路市",168086,40585,24.1,"2020/01/01","2021/01/01",12068
"2021/01/01","北海道","帯広市",166043,29161,17.6,"2020/01/01","2021/01/01",12076
"2021/01/01","北海道","北見市",116630,22991,19.7,"2020/01/01","2021/01/01",12084
"2021/01/01","北海道","夕張市",7769,1505,19.4,"2020/01/01","2021/01/01",12092
"2021/01/01","北海道","岩見沢市",80410,17635,21.9,"2020/01/01","2021/01/01",12106
"2021/01/01","北海道","網走市",35039,6834,19.5,"2020/01/01","2021/01/01",12114
"2021/01/01","北海道","留萌市",20715,4325,20.9,"2020/01/01","2021/01/01",12122
"2021/01/01","北海道","苫小牧市",171242,42385,24.8,"2020/01/01","2021/01/01",12131
"2021/01/01","北海道","稚内市",33605,8312,24.7,"2020/01/01","2021/01/01",12149
"2021/01/01","北海道","美唄市",21058,4351,20.7,"2020/01/01","2021/01/01",12157
"2021/01/01","北海道","芦別市",13204,2822,21.4,"2020/01/01","2021/01/01",12165
"2021/01/01","北海道","江別市",119580,25012,20.9,"2020/01/01","2021/01/01",12173
"2021/01/01","北海道","赤平市",9906,2125,21.5,"2020/01/01","2021/01/01",12181
"2021/01/01","北海道","紋別市",21582,3549,16.4,"2020/01/01","2021/01/01",12190
"2021/01/01","北海道","士別市",18562,3579,19.3,"2020/01/01","2021/01/01",12203
"2021/01/01","北海道","名寄市",27277,6608,24.2,"2020/01/01","2021/01/01",12211
"2021/01/01","北海道","三笠市",8302,2135,25.7,"2020/01/01","2021/01/01",12220
"2021/01/01","北海道","根室市",25457,4336,17.0,"2020/01/01","2021/01/01",12238
"2021/01/01","北海道","千歳市",97552,34262,35.1,"2020/01/01","2021/01/01",12246
"2021/01/01","北海道","滝川市",39861,9699,24.3,"2020/01/01","2021/01/01",12254
"2021/01/01","北海道","砂川市",16848,4051,24.0,"2020/01/01","2021/01/01",12262
"2021/01/01","北海道","歌志内市",3130,570,18.2,"2020/01/01","2021/01/01",12271
"2021/01/01","北海道","深川市",20422,3267,16.0,"2020/01/01","2021/01/01",12289
"2021/01/01","北海道","富良野市",21593,4644,21.5,"2020/01/01","2021/01/01",12297
"2021/01/01","北海道","登別市",47608,11056,23.2,"2020/01/01","2021/01/01",12301
"2021/01/01","北海道","恵庭市",70049,19816,28.3,"2020/01/01","2021/01/01",12319
"2021/01/01","北海道","伊達市",33896,6480,19.1,"2020/01/01","2021/01/01",12335
"2021/01/01","北海道","北広島市",58265,11807,20.3,"2020/01/01","2021/01/01",12343
"2021/01/01","北海道","石狩市",58288,11872,20.4,"2020/01/01","2021/01/01",12351
"2021/01/01","北海道","北斗市",46031,8167,17.7,"2020/01/01","2021/01/01",12360
"2021/01/01","北海道","石狩郡当別町",15840,3276,20.7,"2020/01/01","2021/01/01",13030
"2021/01/01","北海道","石狩郡新篠津村",3033,382,12.6,"2020/01/01","2021/01/01",13048
"2021/01/01","北海道","松前郡松前町",6996,1537,22.0,"2020/01/01","2021/01/01",13315
"2021/01/01","北海道","松前郡福島町",3968,581,14.6,"2020/01/01","2021/01/01",13323
"2021/01/01","北海道","上磯郡知内町",4290,533,12.4,"2020/01/01","2021/01/01",13331
"2021/01/01","北海道","上磯郡木古内町",4066,711,17.5,"2020/01/01","2021/01/01",13340
"2021/01/01","北海道","亀田郡七飯町",28148,5096,18.1,"2020/01/01","2021/01/01",13374
"2021/01/01","北海道","茅部郡鹿部町",3899,992,25.4,"2020/01/01","2021/01/01",13439
"2021/01/01","北海道","茅部郡森町",15230,2784,18.3,"2020/01/01","2021/01/01",13455
"2021/01/01","北海道","二海郡八雲町",16293,2884,17.7,"2020/01/01","2021/01/01",13463
"2021/01/01","北海道","山越郡長万部町",5271,820,15.6,"2020/01/01","2021/01/01",13471
"2021/01/01","北海道","檜山郡江差町",7488,1322,17.7,"2020/01/01","2021/01/01",13617
"2021/01/01","北海道","檜山郡上ノ国町",4707,701,14.9,"2020/01/01","2021/01/01",13625
"2021/01/01","北海道","檜山郡厚沢部町",3792,474,12.5,"2020/01/01","2021/01/01",13633
"2021/01/01","北海道","爾志郡乙部町",3625,364,10.0,"2020/01/01","2021/01/01",13641
"2021/01/01","北海道","奥尻郡奥尻町",2586,700,27.1,"2020/01/01","2021/01/01",13676
"2021/01/01","北海道","瀬棚郡今金町",5178,1574,30.4,"2020/01/01","2021/01/01",13706
"2021/01/01","北海道","久遠郡せたな町",7743,1047,13.5,"2020/01/01","2021/01/01",13714
"2021/01/01","北海道","島牧郡島牧村",1433,255,17.8,"2020/01/01","2021/01/01",13919
"2021/01/01","北海道","寿都郡寿都町",2948,617,20.9,"2020/01/01","2021/01/01",13927
"2021/01/01","北海道","寿都郡黒松内町",2784,616,22.1,"2020/01/01","2021/01/01",13935
"2021/01/01","北海道","磯谷郡蘭越町",4669,690,14.8,"2020/01/01","2021/01/01",13943
"2021/01/01","北海道","虻田郡ニセコ町",5403,980,18.1,"2020/01/01","2021/01/01",13951
"2021/01/01","北海道","虻田郡真狩村",2079,369,17.7,"2020/01/01","2021/01/01",13960
"2021/01/01","北海道","虻田郡留寿都村",2070,482,23.3,"2020/01/01","2021/01/01",13978
"2021/01/01","北海道","虻田郡喜茂別町",2201,347,15.8,"2020/01/01","2021/01/01",13986
"2021/01/01","北海道","虻田郡京極町",2979,442,14.8,"2020/01/01","2021/01/01",13994
"2021/01/01","北海道","虻田郡倶知安町",16892,3027,17.9,"2020/01/01","2021/01/01",14001
"2021/01/01","北海道","岩内郡共和町",5858,1247,21.3,"2020/01/01","2021/01/01",14010
"2021/01/01","北海道","岩内郡岩内町",12314,2406,19.5,"2020/01/01","2021/01/01",14028
"2021/01/01","北海道","古宇郡泊村",1613,326,20.2,"2020/01/01","2021/01/01",14036
"2021/01/01","北海道","古宇郡神恵内村",840,144,17.1,"2020/01/01","2021/01/01",14044
"2021/01/01","北海道","積丹郡積丹町",1981,529,26.7,"2020/01/01","2021/01/01",14052
"2021/01/01","北海道","古平郡古平町",3015,665,22.1,"2020/01/01","2021/01/01",14061
"2021/01/01","北海道","余市郡仁木町",3251,475,14.6,"2020/01/01","2021/01/01",14079
"2021/01/01","北海道","余市郡余市町",18564,3061,16.5,"2020/01/01","2021/01/01",14087
"2021/01/01","北海道","余市郡赤井川村",1273,214,16.8,"2020/01/01","2021/01/01",14095
"2021/01/01","北海道","空知郡南幌町",7461,1717,23.0,"2020/01/01","2021/01/01",14231
"2021/01/01","北海道","空知郡奈井江町",5335,1624,30.4,"2020/01/01","2021/01/01",14249
"2021/01/01","北海道","空知郡上砂川町",2874,658,22.9,"2020/01/01","2021/01/01",14257
"2021/01/01","北海道","夕張郡由仁町",5061,987,19.5,"2020/01/01","2021/01/01",14273
"2021/01/01","北海道","夕張郡長沼町",10649,2291,21.5,"2020/01/01","2021/01/01",14281
"2021/01/01","北海道","夕張郡栗山町",11637,2226,19.1,"2020/01/01","2021/01/01",14290
"2021/01/01","北海道","樺戸郡月形町",3117,544,17.5,"2020/01/01","2021/01/01",14303
"2021/01/01","北海道","樺戸郡浦臼町",1785,445,24.9,"2020/01/01","2021/01/01",14311
"2021/01/01","北海道","樺戸郡新十津川町",6532,1520,23.3,"2020/01/01","2021/01/01",14320
"2021/01/01","北海道","雨竜郡妹背牛町",2902,816,28.1,"2020/01/01","2021/01/01",14338
