"算出基準日","区分","人口","交付枚数","人口に対する交付枚数率","人口算出基準日","交付枚数算出基準日"
"2021/01/01","全国",127138033,30765617,24.2,"2020/01/01","2021/01/01"
"2021/01/01","特別区",9570609,2782394,29.1,"2020/01/01","2021/01/01"
"2021/01/01","政令指定都市",27540108,7084320,25.7,"2020/01/01","2021/01/01"
"2021/01/01","市（政令指定都市を除く）",79244110,18671412,23.6,"2020/01/01","2021/01/01"
"2021/01/01","町村",10783206,2227491,24.2,"2020/01/01","2021/01/01"
