"算出基準日","都道府県名","市区町村名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付件数基準日","団体コード"
"2021/10/01","北海道","札幌市",1961575,701060,35.7,"2021/01/01","2021/10/01",11002
"2021/10/01","北海道","函館市",251891,83120,33.0,"2021/01/01","2021/10/01",12025
"2021/10/01","北海道","小樽市",112450,38245,34.0,"2021/01/01","2021/10/01",12033
"2021/10/01","北海道","旭川市",331397,110021,33.2,"2021/01/01","2021/10/01",12041
"2021/10/01","北海道","室蘭市",81579,31813,39.0,"2021/01/01","2021/10/01",12050
"2021/10/01","北海道","釧路市",165667,63103,38.1,"2021/01/01","2021/10/01",12068
"2021/10/01","北海道","帯広市",165670,50596,30.5,"2021/01/01","2021/10/01",12076
"2021/10/01","北海道","北見市",115435,37334,32.3,"2021/01/01","2021/10/01",12084
"2021/10/01","北海道","夕張市",7430,2228,30.0,"2021/01/01","2021/10/01",12092
"2021/10/01","北海道","岩見沢市",79352,27496,34.7,"2021/01/01","2021/10/01",12106
"2021/10/01","北海道","網走市",34640,10319,29.8,"2021/01/01","2021/10/01",12114
"2021/10/01","北海道","留萌市",20257,6666,32.9,"2021/01/01","2021/10/01",12122
"2021/10/01","北海道","苫小牧市",170205,65946,38.7,"2021/01/01","2021/10/01",12131
"2021/10/01","北海道","稚内市",33032,12046,36.5,"2021/01/01","2021/10/01",12149
"2021/10/01","北海道","美唄市",20504,6326,30.9,"2021/01/01","2021/10/01",12157
"2021/10/01","北海道","芦別市",12774,4294,33.6,"2021/01/01","2021/10/01",12165
"2021/10/01","北海道","江別市",119815,40653,33.9,"2021/01/01","2021/10/01",12173
"2021/10/01","北海道","赤平市",9642,3173,32.9,"2021/01/01","2021/10/01",12181
"2021/10/01","北海道","紋別市",21317,5844,27.4,"2021/01/01","2021/10/01",12190
"2021/10/01","北海道","士別市",18134,6128,33.8,"2021/01/01","2021/10/01",12203
"2021/10/01","北海道","名寄市",27059,9847,36.4,"2021/01/01","2021/10/01",12211
"2021/10/01","北海道","三笠市",8148,2920,35.8,"2021/01/01","2021/10/01",12220
"2021/10/01","北海道","根室市",24858,7213,29.0,"2021/01/01","2021/10/01",12238
"2021/10/01","北海道","千歳市",97942,48086,49.1,"2021/01/01","2021/10/01",12246
"2021/10/01","北海道","滝川市",39264,16530,42.1,"2021/01/01","2021/10/01",12254
