"算出基準日","区分","人口","交付枚数","人口に対する交付枚数率","人口算出基準日","交付枚数算出基準日"
"2021/10/01","全国",126654244,48672550,38.4,"2021/01/01","2021/10/01"
"2021/10/01","特別区",9572763,4044587,42.3,"2021/01/01","2021/10/01"
"2021/10/01","指定都市",27549061,11139521,40.4,"2021/01/01","2021/10/01"
"2021/10/01","市（指定都市を除く）",78865174,29791898,37.8,"2021/01/01","2021/10/01"
"2021/10/01","町村",10667246,3696544,34.7,"2021/01/01","2021/10/01"
