"算出基準日","都道府県名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付枚数算出基準日"
"2022/06/01","北海道",5228732,2169474,41.5,"2021/01/01","2022/06/01"
"2022/06/01","青森県",1260067,488059,38.7,"2021/01/01","2022/06/01"
"2022/06/01","岩手県",1221205,466263,38.2,"2021/01/01","2022/06/01"
"2022/06/01","宮城県",2282106,991467,43.4,"2021/01/01","2022/06/01"
"2022/06/01","秋田県",971604,405067,41.7,"2021/01/01","2022/06/01"
"2022/06/01","山形県",1070017,435307,40.7,"2021/01/01","2022/06/01"
"2022/06/01","福島県",1862777,735784,39.5,"2021/01/01","2022/06/01"
"2022/06/01","茨城県",2907678,1236920,42.5,"2021/01/01","2022/06/01"
"2022/06/01","栃木県",1955402,818441,41.9,"2021/01/01","2022/06/01"
"2022/06/01","群馬県",1958185,743602,38.0,"2021/01/01","2022/06/01"
"2022/06/01","埼玉県",7393849,3187738,43.1,"2021/01/01","2022/06/01"
"2022/06/01","千葉県",6322897,2887790,45.7,"2021/01/01","2022/06/01"
"2022/06/01","東京都",13843525,6703261,48.4,"2021/01/01","2022/06/01"
"2022/06/01","神奈川県",9220245,4465113,48.4,"2021/01/01","2022/06/01"
"2022/06/01","新潟県",2213353,842997,38.1,"2021/01/01","2022/06/01"
"2022/06/01","富山県",1047713,474437,45.3,"2021/01/01","2022/06/01"
"2022/06/01","石川県",1132656,512492,45.2,"2021/01/01","2022/06/01"
"2022/06/01","福井県",774596,343056,44.3,"2021/01/01","2022/06/01"
"2022/06/01","山梨県",821094,340277,41.4,"2021/01/01","2022/06/01"
"2022/06/01","長野県",2072219,798270,38.5,"2021/01/01","2022/06/01"
"2022/06/01","岐阜県",2016868,851276,42.2,"2021/01/01","2022/06/01"
"2022/06/01","静岡県",3686335,1665257,45.2,"2021/01/01","2022/06/01"
"2022/06/01","愛知県",7558872,3362583,44.5,"2021/01/01","2022/06/01"
"2022/06/01","三重県",1800756,794854,44.1,"2021/01/01","2022/06/01"
"2022/06/01","滋賀県",1418886,687673,48.5,"2021/01/01","2022/06/01"
"2022/06/01","京都府",2530609,1135141,44.9,"2021/01/01","2022/06/01"
"2022/06/01","大阪府",8839532,4043492,45.7,"2021/01/01","2022/06/01"
"2022/06/01","兵庫県",5523627,2744085,49.7,"2021/01/01","2022/06/01"
"2022/06/01","奈良県",1344952,654438,48.7,"2021/01/01","2022/06/01"
"2022/06/01","和歌山県",944750,381696,40.4,"2021/01/01","2022/06/01"
"2022/06/01","鳥取県",556959,238923,42.9,"2021/01/01","2022/06/01"
"2022/06/01","島根県",672979,296122,44.0,"2021/01/01","2022/06/01"
"2022/06/01","岡山県",1893874,829649,43.8,"2021/01/01","2022/06/01"
"2022/06/01","広島県",2812477,1273314,45.3,"2021/01/01","2022/06/01"
"2022/06/01","山口県",1356144,624755,46.1,"2021/01/01","2022/06/01"
"2022/06/01","徳島県",735070,309952,42.2,"2021/01/01","2022/06/01"
"2022/06/01","香川県",973922,426384,43.8,"2021/01/01","2022/06/01"
"2022/06/01","愛媛県",1356343,596355,44.0,"2021/01/01","2022/06/01"
"2022/06/01","高知県",701531,256791,36.6,"2021/01/01","2022/06/01"
"2022/06/01","福岡県",5124259,2315073,45.2,"2021/01/01","2022/06/01"
"2022/06/01","佐賀県",818251,362764,44.3,"2021/01/01","2022/06/01"
"2022/06/01","長崎県",1336023,577295,43.2,"2021/01/01","2022/06/01"
"2022/06/01","熊本県",1758815,772589,43.9,"2021/01/01","2022/06/01"
"2022/06/01","大分県",1141784,505458,44.3,"2021/01/01","2022/06/01"
"2022/06/01","宮崎県",1087372,629036,57.8,"2021/01/01","2022/06/01"
"2022/06/01","鹿児島県",1617850,684015,42.3,"2021/01/01","2022/06/01"
"2022/06/01","沖縄県",1485484,532431,35.8,"2021/01/01","2022/06/01"
