"算出基準日","都道府県名","市区町村名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付件数基準日","団体コード"
"2022/06/01","北海道","札幌市",1961575,882227,45.0,"2021/01/01","2022/06/01",11002
"2022/06/01","北海道","函館市",251891,97771,38.8,"2021/01/01","2022/06/01",12025
"2022/06/01","北海道","小樽市",112450,44322,39.4,"2021/01/01","2022/06/01",12033
"2022/06/01","北海道","旭川市",331397,129611,39.1,"2021/01/01","2022/06/01",12041
"2022/06/01","北海道","室蘭市",81579,36785,45.1,"2021/01/01","2022/06/01",12050
"2022/06/01","北海道","釧路市",165667,74647,45.1,"2021/01/01","2022/06/01",12068
"2022/06/01","北海道","帯広市",165670,59555,35.9,"2021/01/01","2022/06/01",12076
"2022/06/01","北海道","北見市",115435,43951,38.1,"2021/01/01","2022/06/01",12084
"2022/06/01","北海道","夕張市",7430,2576,34.7,"2021/01/01","2022/06/01",12092
"2022/06/01","北海道","岩見沢市",79352,32477,40.9,"2021/01/01","2022/06/01",12106
"2022/06/01","北海道","網走市",34640,11866,34.3,"2021/01/01","2022/06/01",12114
"2022/06/01","北海道","留萌市",20257,7821,38.6,"2021/01/01","2022/06/01",12122
"2022/06/01","北海道","苫小牧市",170205,75825,44.5,"2021/01/01","2022/06/01",12131
"2022/06/01","北海道","稚内市",33032,14132,42.8,"2021/01/01","2022/06/01",12149
"2022/06/01","北海道","美唄市",20504,7442,36.3,"2021/01/01","2022/06/01",12157
"2022/06/01","北海道","芦別市",12774,5004,39.2,"2021/01/01","2022/06/01",12165
"2022/06/01","北海道","江別市",119815,48088,40.1,"2021/01/01","2022/06/01",12173
"2022/06/01","北海道","赤平市",9642,3685,38.2,"2021/01/01","2022/06/01",12181
"2022/06/01","北海道","紋別市",21317,6928,32.5,"2021/01/01","2022/06/01",12190
"2022/06/01","北海道","士別市",18134,7262,40.0,"2021/01/01","2022/06/01",12203
"2022/06/01","北海道","名寄市",27059,11152,41.2,"2021/01/01","2022/06/01",12211
"2022/06/01","北海道","三笠市",8148,3437,42.2,"2021/01/01","2022/06/01",12220
"2022/06/01","北海道","根室市",24858,8594,34.6,"2021/01/01","2022/06/01",12238
"2022/06/01","北海道","千歳市",97942,54249,55.4,"2021/01/01","2022/06/01",12246
"2022/06/01","北海道","滝川市",39264,18902,48.1,"2021/01/01","2022/06/01",12254
"2022/06/01","北海道","砂川市",16505,7688,46.6,"2021/01/01","2022/06/01",12262
"2022/06/01","北海道","歌志内市",3019,1004,33.3,"2021/01/01","2022/06/01",12271
"2022/06/01","北海道","深川市",20085,6819,34.0,"2021/01/01","2022/06/01",12289
"2022/06/01","北海道","富良野市",21071,8571,40.7,"2021/01/01","2022/06/01",12297
"2022/06/01","北海道","登別市",46833,19722,42.1,"2021/01/01","2022/06/01",12301
"2022/06/01","北海道","恵庭市",70097,34356,49.0,"2021/01/01","2022/06/01",12319
"2022/06/01","北海道","伊達市",33406,13935,41.7,"2021/01/01","2022/06/01",12335
"2022/06/01","北海道","北広島市",58130,22962,39.5,"2021/01/01","2022/06/01",12343
"2022/06/01","北海道","石狩市",58282,22932,39.3,"2021/01/01","2022/06/01",12351
"2022/06/01","北海道","北斗市",45657,16488,36.1,"2021/01/01","2022/06/01",12360
"2022/06/01","北海道","石狩郡当別町",15618,5794,37.1,"2021/01/01","2022/06/01",13030
"2022/06/01","北海道","石狩郡新篠津村",2979,922,30.9,"2021/01/01","2022/06/01",13048
"2022/06/01","北海道","松前郡松前町",6753,3117,46.2,"2021/01/01","2022/06/01",13315
"2022/06/01","北海道","松前郡福島町",3859,1933,50.1,"2021/01/01","2022/06/01",13323
"2022/06/01","北海道","上磯郡知内町",4198,1339,31.9,"2021/01/01","2022/06/01",13331
"2022/06/01","北海道","上磯郡木古内町",3956,1222,30.9,"2021/01/01","2022/06/01",13340
"2022/06/01","北海道","亀田郡七飯町",28072,9976,35.5,"2021/01/01","2022/06/01",13374
"2022/06/01","北海道","茅部郡鹿部町",3811,1432,37.6,"2021/01/01","2022/06/01",13439
"2022/06/01","北海道","茅部郡森町",14849,5144,34.6,"2021/01/01","2022/06/01",13455
"2022/06/01","北海道","二海郡八雲町",15673,5279,33.7,"2021/01/01","2022/06/01",13463
"2022/06/01","北海道","山越郡長万部町",5111,1475,28.9,"2021/01/01","2022/06/01",13471
"2022/06/01","北海道","檜山郡江差町",7310,2517,34.4,"2021/01/01","2022/06/01",13617
"2022/06/01","北海道","檜山郡上ノ国町",4615,1300,28.2,"2021/01/01","2022/06/01",13625
