"算出基準日","都道府県名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付枚数算出基準日"
"2022/06/30","北海道",5228732,2203114,42.1,"2021/01/01","2022/06/30"
"2022/06/30","青森県",1260067,495020,39.3,"2021/01/01","2022/06/30"
"2022/06/30","岩手県",1221205,473080,38.7,"2021/01/01","2022/06/30"
"2022/06/30","宮城県",2282106,1002226,43.9,"2021/01/01","2022/06/30"
"2022/06/30","秋田県",971604,410872,42.3,"2021/01/01","2022/06/30"
"2022/06/30","山形県",1070017,441718,41.3,"2021/01/01","2022/06/30"
"2022/06/30","福島県",1862777,744277,40.0,"2021/01/01","2022/06/30"
"2022/06/30","茨城県",2907678,1253084,43.1,"2021/01/01","2022/06/30"
"2022/06/30","栃木県",1955402,827836,42.3,"2021/01/01","2022/06/30"
"2022/06/30","群馬県",1958185,752746,38.4,"2021/01/01","2022/06/30"
"2022/06/30","埼玉県",7393849,3227691,43.7,"2021/01/01","2022/06/30"
"2022/06/30","千葉県",6322897,2929196,46.3,"2021/01/01","2022/06/30"
"2022/06/30","東京都",13843525,6784526,49.0,"2021/01/01","2022/06/30"
"2022/06/30","神奈川県",9220245,4520804,49.0,"2021/01/01","2022/06/30"
"2022/06/30","新潟県",2213353,856696,38.7,"2021/01/01","2022/06/30"
"2022/06/30","富山県",1047713,480243,45.8,"2021/01/01","2022/06/30"
"2022/06/30","石川県",1132656,519419,45.9,"2021/01/01","2022/06/30"
"2022/06/30","福井県",774596,347539,44.9,"2021/01/01","2022/06/30"
"2022/06/30","山梨県",821094,344545,42.0,"2021/01/01","2022/06/30"
"2022/06/30","長野県",2072219,808553,39.0,"2021/01/01","2022/06/30"
"2022/06/30","岐阜県",2016868,863349,42.8,"2021/01/01","2022/06/30"
"2022/06/30","静岡県",3686335,1686533,45.8,"2021/01/01","2022/06/30"
"2022/06/30","愛知県",7558872,3403047,45.0,"2021/01/01","2022/06/30"
"2022/06/30","三重県",1800756,802626,44.6,"2021/01/01","2022/06/30"
"2022/06/30","滋賀県",1418886,694920,49.0,"2021/01/01","2022/06/30"
"2022/06/30","京都府",2530609,1151725,45.5,"2021/01/01","2022/06/30"
"2022/06/30","大阪府",8839532,4091804,46.3,"2021/01/01","2022/06/30"
"2022/06/30","兵庫県",5523627,2775749,50.3,"2021/01/01","2022/06/30"
"2022/06/30","奈良県",1344952,661170,49.2,"2021/01/01","2022/06/30"
"2022/06/30","和歌山県",944750,386679,40.9,"2021/01/01","2022/06/30"
"2022/06/30","鳥取県",556959,242142,43.5,"2021/01/01","2022/06/30"
"2022/06/30","島根県",672979,300330,44.6,"2021/01/01","2022/06/30"
"2022/06/30","岡山県",1893874,839291,44.3,"2021/01/01","2022/06/30"
"2022/06/30","広島県",2812477,1290008,45.9,"2021/01/01","2022/06/30"
"2022/06/30","山口県",1356144,631234,46.5,"2021/01/01","2022/06/30"
"2022/06/30","徳島県",735070,312878,42.6,"2021/01/01","2022/06/30"
"2022/06/30","香川県",973922,430589,44.2,"2021/01/01","2022/06/30"
"2022/06/30","愛媛県",1356343,604014,44.5,"2021/01/01","2022/06/30"
"2022/06/30","高知県",701531,260885,37.2,"2021/01/01","2022/06/30"
"2022/06/30","福岡県",5124259,2342873,45.7,"2021/01/01","2022/06/30"
"2022/06/30","佐賀県",818251,367982,45.0,"2021/01/01","2022/06/30"
"2022/06/30","長崎県",1336023,584271,43.7,"2021/01/01","2022/06/30"
"2022/06/30","熊本県",1758815,782175,44.5,"2021/01/01","2022/06/30"
"2022/06/30","大分県",1141784,511515,44.8,"2021/01/01","2022/06/30"
"2022/06/30","宮崎県",1087372,637683,58.6,"2021/01/01","2022/06/30"
"2022/06/30","鹿児島県",1617850,693790,42.9,"2021/01/01","2022/06/30"
"2022/06/30","沖縄県",1485484,539528,36.3,"2021/01/01","2022/06/30"
