"算出基準日","区分","人口","交付枚数","人口に対する交付枚数率","人口算出基準日","交付枚数算出基準日"
"2022/06/30","全国",126654244,57311975,45.3,"2021/01/01","2022/06/30"
"2022/06/30","指定都市",27549061,13150046,47.7,"2021/01/01","2022/06/30"
"2022/06/30","特別区・市（指定都市を除く）",88437937,39804782,45.0,"2021/01/01","2022/06/30"
"2022/06/30","町村",10667246,4357147,40.8,"2021/01/01","2022/06/30"
