"算出基準日","都道府県名","市区町村名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付件数基準日","団体コード"
"2020/07/01","北海道","札幌市",1955457,296608,15.2,"2019/01/01","2020/07/01",11002
"2020/07/01","北海道","函館市",258948,36620,14.1,"2019/01/01","2020/07/01",12025
"2020/07/01","北海道","小樽市",116529,17895,15.4,"2019/01/01","2020/07/01",12033
"2020/07/01","北海道","旭川市",337392,45860,13.6,"2019/01/01","2020/07/01",12041
"2020/07/01","北海道","室蘭市",84405,14813,17.5,"2019/01/01","2020/07/01",12050
"2020/07/01","北海道","釧路市",170364,29017,17.0,"2019/01/01","2020/07/01",12068
"2020/07/01","北海道","帯広市",166889,21336,12.8,"2019/01/01","2020/07/01",12076
"2020/07/01","北海道","北見市",117806,17968,15.3,"2019/01/01","2020/07/01",12084
"2020/07/01","北海道","夕張市",8087,1264,15.6,"2019/01/01","2020/07/01",12092
"2020/07/01","北海道","岩見沢市",81778,12881,15.8,"2019/01/01","2020/07/01",12106
"2020/07/01","北海道","網走市",35704,5281,14.8,"2019/01/01","2020/07/01",12114
"2020/07/01","北海道","留萌市",21310,3292,15.4,"2019/01/01","2020/07/01",12122
"2020/07/01","北海道","苫小牧市",171811,30390,17.7,"2019/01/01","2020/07/01",12131
"2020/07/01","北海道","稚内市",34249,6439,18.8,"2019/01/01","2020/07/01",12149
"2020/07/01","北海道","美唄市",21602,3465,16.0,"2019/01/01","2020/07/01",12157
"2020/07/01","北海道","芦別市",13635,2181,16.0,"2019/01/01","2020/07/01",12165
"2020/07/01","北海道","江別市",118985,16681,14.0,"2019/01/01","2020/07/01",12173
"2020/07/01","北海道","赤平市",10186,1799,17.7,"2019/01/01","2020/07/01",12181
"2020/07/01","北海道","紋別市",22044,2337,10.6,"2019/01/01","2020/07/01",12190
"2020/07/01","北海道","士別市",18965,2593,13.7,"2019/01/01","2020/07/01",12203
"2020/07/01","北海道","名寄市",27582,5316,19.3,"2019/01/01","2020/07/01",12211
"2020/07/01","北海道","三笠市",8562,1577,18.4,"2019/01/01","2020/07/01",12220
"2020/07/01","北海道","根室市",25953,3151,12.1,"2019/01/01","2020/07/01",12238
"2020/07/01","北海道","千歳市",97061,24607,25.4,"2019/01/01","2020/07/01",12246
"2020/07/01","北海道","滝川市",40365,6306,15.6,"2019/01/01","2020/07/01",12254
"2020/07/01","北海道","砂川市",17137,3347,19.5,"2019/01/01","2020/07/01",12262
"2020/07/01","北海道","歌志内市",3275,492,15.0,"2019/01/01","2020/07/01",12271
"2020/07/01","北海道","深川市",20804,2449,11.8,"2019/01/01","2020/07/01",12289
"2020/07/01","北海道","富良野市",21921,3604,16.4,"2019/01/01","2020/07/01",12297
"2020/07/01","北海道","登別市",48395,8042,16.6,"2019/01/01","2020/07/01",12301
"2020/07/01","北海道","恵庭市",69850,14325,20.5,"2019/01/01","2020/07/01",12319
"2020/07/01","北海道","伊達市",34365,4595,13.4,"2019/01/01","2020/07/01",12335
"2020/07/01","北海道","北広島市",58630,8363,14.3,"2019/01/01","2020/07/01",12343
"2020/07/01","北海道","石狩市",58345,8782,15.1,"2019/01/01","2020/07/01",12351
"2020/07/01","北海道","北斗市",46487,5357,11.5,"2019/01/01","2020/07/01",12360
"2020/07/01","北海道","石狩郡当別町",16061,2438,15.2,"2019/01/01","2020/07/01",13030
"2020/07/01","北海道","石狩郡新篠津村",3101,285,9.2,"2019/01/01","2020/07/01",13048
"2020/07/01","北海道","松前郡松前町",7257,1254,17.3,"2019/01/01","2020/07/01",13315
"2020/07/01","北海道","松前郡福島町",4107,404,9.8,"2019/01/01","2020/07/01",13323
"2020/07/01","北海道","上磯郡知内町",4388,427,9.7,"2019/01/01","2020/07/01",13331
"2020/07/01","北海道","上磯郡木古内町",4176,600,14.4,"2019/01/01","2020/07/01",13340
"2020/07/01","北海道","亀田郡七飯町",28288,3582,12.7,"2019/01/01","2020/07/01",13374
"2020/07/01","北海道","茅部郡鹿部町",3961,703,17.7,"2019/01/01","2020/07/01",13439
"2020/07/01","北海道","茅部郡森町",15575,2160,13.9,"2019/01/01","2020/07/01",13455
"2020/07/01","北海道","二海郡八雲町",16685,2176,13.0,"2019/01/01","2020/07/01",13463
"2020/07/01","北海道","山越郡長万部町",5493,658,12.0,"2019/01/01","2020/07/01",13471
"2020/07/01","北海道","檜山郡江差町",7732,1049,13.6,"2019/01/01","2020/07/01",13617
"2020/07/01","北海道","檜山郡上ノ国町",4851,560,11.5,"2019/01/01","2020/07/01",13625
"2020/07/01","北海道","檜山郡厚沢部町",3880,409,10.5,"2019/01/01","2020/07/01",13633
"2020/07/01","北海道","爾志郡乙部町",3723,292,7.8,"2019/01/01","2020/07/01",13641
"2020/07/01","北海道","奥尻郡奥尻町",2655,591,22.3,"2019/01/01","2020/07/01",13676
"2020/07/01","北海道","瀬棚郡今金町",5356,1286,24.0,"2019/01/01","2020/07/01",13706
"2020/07/01","北海道","久遠郡せたな町",7971,826,10.4,"2019/01/01","2020/07/01",13714
"2020/07/01","北海道","島牧郡島牧村",1477,202,13.7,"2019/01/01","2020/07/01",13919
"2020/07/01","北海道","寿都郡寿都町",2994,561,18.7,"2019/01/01","2020/07/01",13927
"2020/07/01","北海道","寿都郡黒松内町",2837,461,16.2,"2019/01/01","2020/07/01",13935
"2020/07/01","北海道","磯谷郡蘭越町",4717,570,12.1,"2019/01/01","2020/07/01",13943
"2020/07/01","北海道","虻田郡ニセコ町",5298,695,13.1,"2019/01/01","2020/07/01",13951
"2020/07/01","北海道","虻田郡真狩村",2102,245,11.7,"2019/01/01","2020/07/01",13960
"2020/07/01","北海道","虻田郡留寿都村",2047,315,15.4,"2019/01/01","2020/07/01",13978
"2020/07/01","北海道","虻田郡喜茂別町",2209,247,11.2,"2019/01/01","2020/07/01",13986
"2020/07/01","北海道","虻田郡京極町",3042,320,10.5,"2019/01/01","2020/07/01",13994
"2020/07/01","北海道","虻田郡倶知安町",16642,2136,12.8,"2019/01/01","2020/07/01",14001
"2020/07/01","北海道","岩内郡共和町",5942,958,16.1,"2019/01/01","2020/07/01",14010
"2020/07/01","北海道","岩内郡岩内町",12623,1783,14.1,"2019/01/01","2020/07/01",14028
"2020/07/01","北海道","古宇郡泊村",1652,251,15.2,"2019/01/01","2020/07/01",14036
"2020/07/01","北海道","古宇郡神恵内村",861,116,13.5,"2019/01/01","2020/07/01",14044
"2020/07/01","北海道","積丹郡積丹町",2043,399,19.5,"2019/01/01","2020/07/01",14052
"2020/07/01","北海道","古平郡古平町",3092,521,16.8,"2019/01/01","2020/07/01",14061
"2020/07/01","北海道","余市郡仁木町",3321,383,11.5,"2019/01/01","2020/07/01",14079
"2020/07/01","北海道","余市郡余市町",18894,2231,11.8,"2019/01/01","2020/07/01",14087
"2020/07/01","北海道","余市郡赤井川村",1262,155,12.3,"2019/01/01","2020/07/01",14095
"2020/07/01","北海道","空知郡南幌町",7573,1357,17.9,"2019/01/01","2020/07/01",14231
"2020/07/01","北海道","空知郡奈井江町",5435,1209,22.2,"2019/01/01","2020/07/01",14249
"2020/07/01","北海道","空知郡上砂川町",2987,564,18.9,"2019/01/01","2020/07/01",14257
"2020/07/01","北海道","夕張郡由仁町",5173,770,14.9,"2019/01/01","2020/07/01",14273
"2020/07/01","北海道","夕張郡長沼町",10876,1815,16.7,"2019/01/01","2020/07/01",14281
"2020/07/01","北海道","夕張郡栗山町",11823,1763,14.9,"2019/01/01","2020/07/01",14290
"2020/07/01","北海道","樺戸郡月形町",3216,437,13.6,"2019/01/01","2020/07/01",14303
"2020/07/01","北海道","樺戸郡浦臼町",1844,389,21.1,"2019/01/01","2020/07/01",14311
"2020/07/01","北海道","樺戸郡新十津川町",6609,1142,17.3,"2019/01/01","2020/07/01",14320
"2020/07/01","北海道","雨竜郡妹背牛町",2976,628,21.1,"2019/01/01","2020/07/01",14338
"2020/07/01","北海道","雨竜郡秩父別町",2424,331,13.7,"2019/01/01","2020/07/01",14346
