"算出基準日","区分","人口","交付枚数","人口に対する交付枚数率","人口算出基準日","交付枚数算出基準日"
"2018/03/01","全国",127907086,13672762,10.7,"2017/01/01","2018/03/01"
"2018/03/01","特別区",9302962,1307449,14.1,"2017/01/01","2018/03/01"
"2018/03/01","政令指定都市",27394218,3168925,11.6,"2017/01/01","2018/03/01"
"2018/03/01","市（政令指定都市を除く）",80061226,8204881,10.2,"2017/01/01","2018/03/01"
"2018/03/01","町村",11148680,991507,8.9,"2017/01/01","2018/03/01"
