"算出基準日","年齢","人口(男)","人口(女)","人口(計)","交付件数(男)","交付件数(女)","交付件数(計)","交付率(男)","交付率(女)","交付率(計)","全体に対する交付件数割合(男)","全体に対する交付件数割合(女)","全体に対する交付件数割合(計)","人口算出基準日","交付枚数算出基準日"
"2021/08/01","全体",61797907,64856337,126654244,22656919,22974822,45631741,36.7,35.4,36.0,100.0,100.0,100.0,"2021/01/01","2021/08/01"
"2021/08/01","0～4歳",2368294,2253015,4621309,515321,495058,1010379,21.8,22.0,21.9,2.3,2.2,2.2,"2021/01/01","2021/08/01"
"2021/08/01","5～9",2671006,2540699,5211705,751518,724191,1475709,28.1,28.5,28.3,3.3,3.2,3.2,"2021/01/01","2021/08/01"
"2021/08/01","10～14",2813693,2672424,5486117,733036,717366,1450402,26.1,26.8,26.4,3.2,3.1,3.2,"2021/01/01","2021/08/01"
"2021/08/01","15～19",2930647,2788116,5718763,781939,774596,1556535,26.7,27.8,27.2,3.5,3.4,3.4,"2021/01/01","2021/08/01"
"2021/08/01","20～24",3279022,3099426,6378448,984007,1051511,2035518,30.0,33.9,31.9,4.3,4.6,4.5,"2021/01/01","2021/08/01"
"2021/08/01","25～29",3322243,3122193,6444436,1105106,1198785,2303891,33.3,38.4,35.8,4.9,5.2,5.0,"2021/01/01","2021/08/01"
"2021/08/01","30～34",3477071,3299165,6776236,1265606,1315975,2581581,36.4,39.9,38.1,5.6,5.7,5.7,"2021/01/01","2021/08/01"
"2021/08/01","35～39",3873471,3725116,7598587,1397496,1414907,2812403,36.1,38.0,37.0,6.2,6.2,6.2,"2021/01/01","2021/08/01"
"2021/08/01","40～44",4328567,4176094,8504661,1505646,1479305,2984951,34.8,35.4,35.1,6.6,6.4,6.5,"2021/01/01","2021/08/01"
"2021/08/01","45～49",5036488,4884780,9921268,1740138,1700027,3440165,34.6,34.8,34.7,7.7,7.4,7.5,"2021/01/01","2021/08/01"
"2021/08/01","50～54",4445711,4356821,8802532,1707176,1716833,3424009,38.4,39.4,38.9,7.5,7.5,7.5,"2021/01/01","2021/08/01"
"2021/08/01","55～59",4012379,3996798,8009177,1563089,1582678,3145767,39.0,39.6,39.3,6.9,6.9,6.9,"2021/01/01","2021/08/01"
"2021/08/01","60～64",3671788,3740656,7412444,1645388,1639409,3284797,44.8,43.8,44.3,7.3,7.1,7.2,"2021/01/01","2021/08/01"
"2021/08/01","65～69",3939694,4158810,8098504,1764245,1732493,3496738,44.8,41.7,43.2,7.8,7.5,7.7,"2021/01/01","2021/08/01"
"2021/08/01","70～74",4415966,4921233,9337199,2067924,2085958,4153882,46.8,42.4,44.5,9.1,9.1,9.1,"2021/01/01","2021/08/01"
"2021/08/01","75～79",3073178,3817058,6890236,1260577,1354444,2615021,41.0,35.5,38.0,5.6,5.9,5.7,"2021/01/01","2021/08/01"
"2021/08/01","80～84",2222338,3134063,5356401,981435,1058771,2040206,44.2,33.8,38.1,4.3,4.6,4.5,"2021/01/01","2021/08/01"
"2021/08/01","85～89",1318085,2384056,3702141,591270,624305,1215575,44.9,26.2,32.8,2.6,2.7,2.7,"2021/01/01","2021/08/01"
"2021/08/01","90～94",491646,1290447,1782093,237234,242461,479695,48.3,18.8,26.9,1.0,1.1,1.1,"2021/01/01","2021/08/01"
"2021/08/01","95～99",97017,424275,521292,53000,57252,110252,54.6,13.5,21.1,0.2,0.2,0.2,"2021/01/01","2021/08/01"
"2021/08/01","100歳以上",9588,71049,80637,5768,8497,14265,60.2,12.0,17.7,0.0,0.0,0.0,"2021/01/01","2021/08/01"
