"算出基準日","区分","人口","交付枚数","人口に対する交付枚数率","人口算出基準日","交付枚数算出基準日"
"2019/04/01","全国",127707259,16566976,13.0,"2018/01/01","2019/04/01"
"2019/04/01","特別区",9396597,1679322,17.9,"2018/01/01","2019/04/01"
"2019/04/01","政令指定都市",27445782,3831387,14.0,"2018/01/01","2019/04/01"
"2019/04/01","市（政令指定都市を除く）",79815668,9900565,12.4,"2018/01/01","2019/04/01"
"2019/04/01","町村",11049212,1155702,10.5,"2018/01/01","2019/04/01"
