"算出基準日","年齢","人口(男)","人口(女)","人口(計)","交付件数(男)","交付件数(女)","交付件数(計)","交付率(男)","交付率(女)","交付率(計)","全体に対する交付件数割合(男)","全体に対する交付件数割合(女)","全体に対する交付件数割合(計)","人口算出基準日","交付枚数算出基準日"
"2021/03/01","全体",62036028,65102005,127138033,16933345,16509989,33443334,27.3,25.4,26.3,100.0,100.0,100.0,"2020/01/01","2021/03/01"
"2021/03/01","0～4歳",2451534,2331996,4783530,358486,344029,702515,14.6,14.8,14.7,2.1,2.1,2.1,"2020/01/01","2021/03/01"
"2021/03/01","5～9",2703139,2567979,5271118,457981,446085,904066,16.9,17.4,17.2,2.7,2.7,2.7,"2020/01/01","2021/03/01"
"2021/03/01","10～14",2805669,2667945,5473614,425968,422895,848863,15.2,15.9,15.5,2.5,2.6,2.5,"2020/01/01","2021/03/01"
"2021/03/01","15～19",3012009,2865038,5877047,504663,502755,1007418,16.8,17.5,17.1,3.0,3.0,3.0,"2020/01/01","2021/03/01"
"2021/03/01","20～24",3294145,3116004,6410149,747954,783540,1531494,22.7,25.1,23.9,4.4,4.7,4.6,"2020/01/01","2021/03/01"
"2021/03/01","25～29",3332499,3133721,6466220,862960,885903,1748863,25.9,28.3,27.0,5.1,5.4,5.2,"2020/01/01","2021/03/01"
"2021/03/01","30～34",3562668,3387856,6950524,991457,971749,1963206,27.8,28.7,28.2,5.9,5.9,5.9,"2020/01/01","2021/03/01"
"2021/03/01","35～39",3938861,3791620,7730481,1066189,1009986,2076175,27.1,26.6,26.9,6.3,6.1,6.2,"2020/01/01","2021/03/01"
"2021/03/01","40～44",4476747,4321668,8798415,1150699,1049284,2199983,25.7,24.3,25.0,6.8,6.4,6.6,"2020/01/01","2021/03/01"
"2021/03/01","45～49",5052054,4908004,9960058,1303635,1192449,2496084,25.8,24.3,25.1,7.7,7.2,7.5,"2020/01/01","2021/03/01"
"2021/03/01","50～54",4370727,4295647,8666374,1208167,1139706,2347873,27.6,26.5,27.1,7.1,6.9,7.0,"2020/01/01","2021/03/01"
"2021/03/01","55～59",3893633,3885044,7778677,1220482,1164901,2385383,31.3,30.0,30.7,7.2,7.1,7.1,"2020/01/01","2021/03/01"
"2021/03/01","60～64",3705990,3778959,7484949,1240101,1173657,2413758,33.5,31.1,32.2,7.3,7.1,7.2,"2020/01/01","2021/03/01"
"2021/03/01","65～69",4136887,4375393,8512280,1343535,1270476,2614011,32.5,29.0,30.7,7.9,7.7,7.8,"2020/01/01","2021/03/01"
"2021/03/01","70～74",4135964,4624192,8760156,1484613,1461625,2946238,35.9,31.6,33.6,8.8,8.9,8.8,"2020/01/01","2021/03/01"
"2021/03/01","75～79",3190582,3961097,7151679,1075863,1152271,2228134,33.7,29.1,31.2,6.4,7.0,6.7,"2020/01/01","2021/03/01"
"2021/03/01","80～84",2169304,3092116,5261420,798701,835322,1634023,36.8,27.0,31.1,4.7,5.1,4.9,"2020/01/01","2021/03/01"
"2021/03/01","85～89",1246148,2296585,3542733,475188,484657,959845,38.1,21.1,27.1,2.8,2.9,2.9,"2020/01/01","2021/03/01"
"2021/03/01","90～94",462823,1243823,1706646,179038,175524,354562,38.7,14.1,20.8,1.1,1.1,1.1,"2020/01/01","2021/03/01"
"2021/03/01","95～99",86004,393936,479940,33996,37807,71803,39.5,9.6,15.0,0.2,0.2,0.2,"2020/01/01","2021/03/01"
"2021/03/01","100歳以上",8623,63336,71959,3669,5368,9037,42.5,8.5,12.6,0.0,0.0,0.0,"2020/01/01","2021/03/01"
