"算出基準日","区分","人口","交付枚数","人口に対する交付枚数率","人口算出基準日","交付枚数算出基準日"
"2021/03/01","全国",127138033,33443334,26.3,"2020/01/01","2021/03/01"
"2021/03/01","特別区",9570609,2996326,31.3,"2020/01/01","2021/03/01"
"2021/03/01","政令指定都市",27540108,7694085,27.9,"2020/01/01","2021/03/01"
"2021/03/01","市（政令指定都市を除く）",79244110,20307134,25.6,"2020/01/01","2021/03/01"
"2021/03/01","町村",10783206,2445789,22.7,"2020/01/01","2021/03/01"
