"算出基準日","都道府県名","市区町村名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付件数基準日","団体コード"
"2022/02/01","北海道","札幌市",1961575,789653,40.3,"2021/01/01","2022/02/01",11002
"2022/02/01","北海道","函館市",251891,91105,36.2,"2021/01/01","2022/02/01",12025
"2022/02/01","北海道","小樽市",112450,41019,36.5,"2021/01/01","2022/02/01",12033
"2022/02/01","北海道","旭川市",331397,120154,36.3,"2021/01/01","2022/02/01",12041
"2022/02/01","北海道","室蘭市",81579,34471,42.3,"2021/01/01","2022/02/01",12050
"2022/02/01","北海道","釧路市",165667,68637,41.4,"2021/01/01","2022/02/01",12068
"2022/02/01","北海道","帯広市",165670,55242,33.3,"2021/01/01","2022/02/01",12076
"2022/02/01","北海道","北見市",115435,40819,35.4,"2021/01/01","2022/02/01",12084
"2022/02/01","北海道","夕張市",7430,2379,32.0,"2021/01/01","2022/02/01",12092
"2022/02/01","北海道","岩見沢市",79352,30064,37.9,"2021/01/01","2022/02/01",12106
"2022/02/01","北海道","網走市",34640,11075,32.0,"2021/01/01","2022/02/01",12114
"2022/02/01","北海道","留萌市",20257,7248,35.8,"2021/01/01","2022/02/01",12122
"2022/02/01","北海道","苫小牧市",170205,71226,41.8,"2021/01/01","2022/02/01",12131
"2022/02/01","北海道","稚内市",33032,12993,39.3,"2021/01/01","2022/02/01",12149
"2022/02/01","北海道","美唄市",20504,6844,33.4,"2021/01/01","2022/02/01",12157
"2022/02/01","北海道","芦別市",12774,4655,36.4,"2021/01/01","2022/02/01",12165
"2022/02/01","北海道","江別市",119815,44855,37.4,"2021/01/01","2022/02/01",12173
"2022/02/01","北海道","赤平市",9642,3450,35.8,"2021/01/01","2022/02/01",12181
"2022/02/01","北海道","紋別市",21317,6329,29.7,"2021/01/01","2022/02/01",12190
"2022/02/01","北海道","士別市",18134,6652,36.7,"2021/01/01","2022/02/01",12203
"2022/02/01","北海道","名寄市",27059,10407,38.5,"2021/01/01","2022/02/01",12211
"2022/02/01","北海道","三笠市",8148,3188,39.1,"2021/01/01","2022/02/01",12220
"2022/02/01","北海道","根室市",24858,7963,32.0,"2021/01/01","2022/02/01",12238
"2022/02/01","北海道","千歳市",97942,51468,52.5,"2021/01/01","2022/02/01",12246
"2022/02/01","北海道","滝川市",39264,17792,45.3,"2021/01/01","2022/02/01",12254
"2022/02/01","北海道","砂川市",16505,6957,42.2,"2021/01/01","2022/02/01",12262
"2022/02/01","北海道","歌志内市",3019,944,31.3,"2021/01/01","2022/02/01",12271
"2022/02/01","北海道","深川市",20085,6282,31.3,"2021/01/01","2022/02/01",12289
