"算出基準日","年齢","人口(男)","人口(女)","人口(計)","交付件数(男)","交付件数(女)","交付件数(計)","交付率(男)","交付率(女)","交付率(計)","全体に対する交付件数割合(男)","全体に対する交付件数割合(女)","全体に対する交付件数割合(計)","人口算出基準日","交付枚数算出基準日"
"2022/02/01","全体",61797907,64856337,126654244,26172342,26708119,52880461,42.4,41.2,41.8,100.0,100.0,100.0,"2021/01/01","2022/02/01"
"2022/02/01","0～4歳",2368294,2253015,4621309,537770,513731,1051501,22.7,22.8,22.8,2.1,1.9,2.0,"2021/01/01","2022/02/01"
"2022/02/01","5～9",2671006,2540699,5211705,926445,888927,1815372,34.7,35.0,34.8,3.5,3.3,3.4,"2021/01/01","2022/02/01"
"2022/02/01","10～14",2813693,2672424,5486117,955466,927478,1882944,34.0,34.7,34.3,3.7,3.5,3.6,"2021/01/01","2022/02/01"
"2022/02/01","15～19",2930647,2788116,5718763,981680,956362,1938042,33.5,34.3,33.9,3.8,3.6,3.7,"2021/01/01","2022/02/01"
"2022/02/01","20～24",3279022,3099426,6378448,1207501,1257968,2465469,36.8,40.6,38.7,4.6,4.7,4.7,"2021/01/01","2022/02/01"
"2022/02/01","25～29",3322243,3122193,6444436,1305771,1419891,2725662,39.3,45.5,42.3,5.0,5.3,5.2,"2021/01/01","2022/02/01"
"2022/02/01","30～34",3477071,3299165,6776236,1455196,1530586,2985782,41.9,46.4,44.1,5.6,5.7,5.6,"2021/01/01","2022/02/01"
"2022/02/01","35～39",3873471,3725116,7598587,1618703,1652675,3271378,41.8,44.4,43.1,6.2,6.2,6.2,"2021/01/01","2022/02/01"
"2022/02/01","40～44",4328567,4176094,8504661,1724304,1724340,3448644,39.8,41.3,40.6,6.6,6.5,6.5,"2021/01/01","2022/02/01"
"2022/02/01","45～49",5036488,4884780,9921268,1980184,1952188,3932372,39.3,40.0,39.6,7.6,7.3,7.4,"2021/01/01","2022/02/01"
"2022/02/01","50～54",4445711,4356821,8802532,1968205,1976176,3944381,44.3,45.4,44.8,7.5,7.4,7.5,"2021/01/01","2022/02/01"
"2022/02/01","55～59",4012379,3996798,8009177,1795831,1826551,3622382,44.8,45.7,45.2,6.9,6.8,6.9,"2021/01/01","2022/02/01"
"2022/02/01","60～64",3671788,3740656,7412444,1820526,1826611,3647137,49.6,48.8,49.2,7.0,6.8,6.9,"2021/01/01","2022/02/01"
"2022/02/01","65～69",3939694,4158810,8098504,1872662,1854832,3727494,47.5,44.6,46.0,7.2,6.9,7.0,"2021/01/01","2022/02/01"
"2022/02/01","70～74",4415966,4921233,9337199,2191758,2241212,4432970,49.6,45.5,47.5,8.4,8.4,8.4,"2021/01/01","2022/02/01"
"2022/02/01","75～79",3073178,3817058,6890236,1557360,1674989,3232349,50.7,43.9,46.9,6.0,6.3,6.1,"2021/01/01","2022/02/01"
"2022/02/01","80～84",2222338,3134063,5356401,1152788,1273155,2425943,51.9,40.6,45.3,4.4,4.8,4.6,"2021/01/01","2022/02/01"
"2022/02/01","85～89",1318085,2384056,3702141,720398,783591,1503989,54.7,32.9,40.6,2.8,2.9,2.8,"2021/01/01","2022/02/01"
"2022/02/01","90～94",491646,1290447,1782093,312088,329233,641321,63.5,25.5,36.0,1.2,1.2,1.2,"2021/01/01","2022/02/01"
"2022/02/01","95～99",97017,424275,521292,78263,84001,162264,80.7,19.8,31.1,0.3,0.3,0.3,"2021/01/01","2022/02/01"
"2022/02/01","100歳以上",9588,71049,80637,9443,13622,23065,98.5,19.2,28.6,0.0,0.1,0.0,"2021/01/01","2022/02/01"
