"算出基準日","区分","人口","交付枚数","人口に対する交付枚数率","人口算出基準日","交付枚数算出基準日"
"2022/02/01","全国",126654244,52880461,41.8,"2021/01/01","2022/02/01"
"2022/02/01","特別区",9572763,4420010,46.2,"2021/01/01","2022/02/01"
"2022/02/01","指定都市",27549061,12099619,43.9,"2021/01/01","2022/02/01"
"2022/02/01","市（指定都市を除く）",78865174,32358891,41.0,"2021/01/01","2022/02/01"
"2022/02/01","町村",10667246,4001941,37.5,"2021/01/01","2022/02/01"
