"算出基準日","年齢","人口(男)","人口(女)","人口(計)","交付件数(男)","交付件数(女)","交付件数(計)","交付率(男)","交付率(女)","交付率(計)","全体に対する交付件数割合(男)","全体に対する交付件数割合(女)","全体に対する交付件数割合(計)","人口算出基準日","交付枚数算出基準日"
"2022/08/31","全体",61420626,64507276,125927902,29471287,30189540,59660827,48.0,46.8,47.4,100.0,100.0,100.0,"2022/01/01","2022/08/31"
"2022/08/31","0～4歳",2279668,2171048,4450716,681509,651197,1332706,29.9,30.0,29.9,2.3,2.2,2.2,"2022/01/01","2022/08/31"
"2022/08/31","5～9",2635024,2503916,5138940,1051976,1010668,2062644,39.9,40.4,40.1,3.6,3.3,3.5,"2022/01/01","2022/08/31"
"2022/08/31","10～14",2793011,2653060,5446071,1087966,1054310,2142276,39.0,39.7,39.3,3.7,3.5,3.6,"2022/01/01","2022/08/31"
"2022/08/31","15～19",2879636,2739887,5619523,1210276,1165377,2375653,42.0,42.5,42.3,4.1,3.9,4.0,"2022/01/01","2022/08/31"
"2022/08/31","20～24",3218643,3054516,6273159,1449522,1501615,2951137,45.0,49.2,47.0,4.9,5.0,4.9,"2022/01/01","2022/08/31"
"2022/08/31","25～29",3302687,3107602,6410289,1529165,1642357,3171522,46.3,52.8,49.5,5.2,5.4,5.3,"2022/01/01","2022/08/31"
"2022/08/31","30～34",3395864,3220391,6616255,1652531,1722441,3374972,48.7,53.5,51.0,5.6,5.7,5.7,"2022/01/01","2022/08/31"
"2022/08/31","35～39",3801460,3649784,7451244,1811616,1840265,3651881,47.7,50.4,49.0,6.1,6.1,6.1,"2022/01/01","2022/08/31"
"2022/08/31","40～44",4185468,4036207,8221675,1922511,1925568,3848079,45.9,47.7,46.8,6.5,6.4,6.4,"2022/01/01","2022/08/31"
"2022/08/31","45～49",4949126,4796536,9745662,2209752,2190117,4399869,44.6,45.7,45.1,7.5,7.3,7.4,"2022/01/01","2022/08/31"
"2022/08/31","50～54",4760262,4664526,9424788,2187899,2208517,4396416,46.0,47.3,46.6,7.4,7.3,7.4,"2022/01/01","2022/08/31"
"2022/08/31","55～59",3922885,3898858,7821743,1974893,2012781,3987674,50.3,51.6,51.0,6.7,6.7,6.7,"2022/01/01","2022/08/31"
"2022/08/31","60～64",3657943,3720450,7378393,1987860,1997318,3985178,54.3,53.7,54.0,6.7,6.6,6.7,"2022/01/01","2022/08/31"
"2022/08/31","65～69",3785404,3984827,7770231,2025292,2018495,4043787,53.5,50.7,52.0,6.9,6.7,6.8,"2022/01/01","2022/08/31"
"2022/08/31","70～74",4539801,5064758,9604559,2359556,2445199,4804755,52.0,48.3,50.0,8.0,8.1,8.1,"2022/01/01","2022/08/31"
"2022/08/31","75～79",2986726,3693443,6680169,1754874,1921773,3676647,58.8,52.0,55.0,6.0,6.4,6.2,"2022/01/01","2022/08/31"
"2022/08/31","80～84",2323849,3251908,5575757,1331828,1497336,2829164,57.3,46.0,50.7,4.5,5.0,4.7,"2022/01/01","2022/08/31"
"2022/08/31","85～89",1370107,2436954,3807061,812340,906798,1719138,59.3,37.2,45.2,2.8,3.0,2.9,"2022/01/01","2022/08/31"
"2022/08/31","90歳以上",633044,1858568,2491612,429921,477408,907329,67.9,25.7,36.4,1.5,1.6,1.5,"2022/01/01","2022/08/31"
