"都道府県名","市区町村名","総数（人口）","交付枚数","交付率","人口算出基準日","交付件数基準日"
"茨城県","⾏⽅市",36701,2361,6.4,"2016/01/01","2017/03/08"
"茨城県","鉾⽥市",50472,3639,7.2,"2016/01/01","2017/03/08"
"茨城県","つくばみらい市",50323,4670,9.3,"2016/01/01","2017/03/08"
"茨城県","⼩美⽟市",52489,4597,8.8,"2016/01/01","2017/03/08"
"茨城県","東茨城郡茨城町",33573,2323,6.9,"2016/01/01","2017/03/08"
"茨城県","東茨城郡⼤洗町",17552,1400,8.0,"2016/01/01","2017/03/08"
"茨城県","東茨城郡城⾥町",20722,1032,5.0,"2016/01/01","2017/03/08"
"茨城県","那珂郡東海村",38409,3248,8.5,"2016/01/01","2017/03/08"
"茨城県","久慈郡⼤⼦町",18609,1364,7.3,"2016/01/01","2017/03/08"
"茨城県","稲敷郡美浦村",16361,1326,8.1,"2016/01/01","2017/03/08"
"茨城県","稲敷郡阿⾒町",47515,4327,9.1,"2016/01/01","2017/03/08"
"茨城県","稲敷郡河内町",9477,572,6.0,"2016/01/01","2017/03/08"
"茨城県","結城郡⼋千代町",22901,1305,5.7,"2016/01/01","2017/03/08"
"茨城県","猿島郡五霞町",8960,2495,27.8,"2016/01/01","2017/03/08"
"茨城県","猿島郡境町",25477,1852,7.3,"2016/01/01","2017/03/08"
"茨城県","北相⾺郡利根町",16977,1836,10.8,"2016/01/01","2017/03/08"
"栃⽊県","宇都宮市",521820,41865,8.0,"2016/01/01","2017/03/08"
"栃⽊県","⾜利市",152197,11068,7.3,"2016/01/01","2017/03/08"
"栃⽊県","栃⽊市",163536,10485,6.4,"2016/01/01","2017/03/08"
"栃⽊県","佐野市",121183,8735,7.2,"2016/01/01","2017/03/08"
"栃⽊県","⿅沼市",99949,6500,6.5,"2016/01/01","2017/03/08"
"栃⽊県","⽇光市",86127,7113,8.3,"2016/01/01","2017/03/08"
"栃⽊県","⼩⼭市",166593,13792,8.3,"2016/01/01","2017/03/08"
"栃⽊県","真岡市",80907,4645,5.7,"2016/01/01","2017/03/08"
"栃⽊県","⼤⽥原市",72892,5216,7.2,"2016/01/01","2017/03/08"
"栃⽊県","⽮板市",33893,2477,7.3,"2016/01/01","2017/03/08"
"栃⽊県","那須塩原市",118308,10432,8.8,"2016/01/01","2017/03/08"
"栃⽊県","さくら市",44430,2806,6.3,"2016/01/01","2017/03/08"
"栃⽊県","那須烏⼭市",28005,1635,5.8,"2016/01/01","2017/03/08"
"栃⽊県","下野市",60135,4709,7.8,"2016/01/01","2017/03/08"
"栃⽊県","河内郡上三川町",31454,2173,6.9,"2016/01/01","2017/03/08"
"栃⽊県","芳賀郡益⼦町",24034,1287,5.4,"2016/01/01","2017/03/08"
"栃⽊県","芳賀郡茂⽊町",13908,917,6.6,"2016/01/01","2017/03/08"
"栃⽊県","芳賀郡市⾙町",12145,825,6.8,"2016/01/01","2017/03/08"
"栃⽊県","芳賀郡芳賀町",15955,1593,10.0,"2016/01/01","2017/03/08"
"栃⽊県","下都賀郡壬⽣町",39858,2944,7.4,"2016/01/01","2017/03/08"
"栃⽊県","下都賀郡野⽊町",25846,2603,10.1,"2016/01/01","2017/03/08"
"栃⽊県","塩⾕郡塩⾕町",12051,602,5.0,"2016/01/01","2017/03/08"
"栃⽊県","塩⾕郡⾼根沢町",29878,2539,8.5,"2016/01/01","2017/03/08"
"栃⽊県","那須郡那須町",26155,2873,11.0,"2016/01/01","2017/03/08"
"栃⽊県","那須郡那珂川町",17605,1271,7.2,"2016/01/01","2017/03/08"
"群⾺県","前橋市",339366,26791,7.9,"2016/01/01","2017/03/08"
"群⾺県","⾼崎市",375491,26415,7.0,"2016/01/01","2017/03/08"
"群⾺県","伊勢崎市",211803,17895,8.4,"2016/01/01","2017/03/08"
"群⾺県","太⽥市",222897,14588,6.5,"2016/01/01","2017/03/08"
"群⾺県","沼⽥市",50335,3520,7.0,"2016/01/01","2017/03/08"
"群⾺県","館林市",77820,6666,8.6,"2016/01/01","2017/03/08"
"群⾺県","渋川市",80861,4388,5.4,"2016/01/01","2017/03/08"
"群⾺県","藤岡市",67249,4332,6.4,"2016/01/01","2017/03/08"
"群⾺県","富岡市",50425,3141,6.2,"2016/01/01","2017/03/08"
"群⾺県","安中市",60317,4011,6.6,"2016/01/01","2017/03/08"
"群⾺県","みどり市",51806,3478,6.7,"2016/01/01","2017/03/08"
"群⾺県","北群⾺郡榛東村",14698,926,6.3,"2016/01/01","2017/03/08"
"群⾺県","北群⾺郡吉岡町",20753,991,4.8,"2016/01/01","2017/03/08"
"群⾺県","多野郡上野村",1302,113,8.7,"2016/01/01","2017/03/08"
"群⾺県","多野郡神流町",2098,266,12.7,"2016/01/01","2017/03/08"
"群⾺県","⽢楽郡下仁⽥町",8142,659,8.1,"2016/01/01","2017/03/08"
"群⾺県","⽢楽郡南牧村",2106,120,5.7,"2016/01/01","2017/03/08"
"群⾺県","⽢楽郡⽢楽町",13538,720,5.3,"2016/01/01","2017/03/08"
"群⾺県","吾妻郡中之条町",17068,1346,7.9,"2016/01/01","2017/03/08"
"群⾺県","吾妻郡⻑野原町",5852,468,8.0,"2016/01/01","2017/03/08"
"群⾺県","吾妻郡嬬恋村",9906,633,6.4,"2016/01/01","2017/03/08"
"群⾺県","吾妻郡草津町",6640,640,9.6,"2016/01/01","2017/03/08"
"群⾺県","吾妻郡⾼⼭村",3796,205,5.4,"2016/01/01","2017/03/08"
"群⾺県","吾妻郡東吾妻町",14880,1339,9.0,"2016/01/01","2017/03/08"
"群⾺県","利根郡⽚品村",4732,323,6.8,"2016/01/01","2017/03/08"
"群⾺県","利根郡川場村",3384,229,6.8,"2016/01/01","2017/03/08"
"群⾺県","利根郡昭和村",7560,389,5.1,"2016/01/01","2017/03/08"
"群⾺県","利根郡みなかみ町",20235,1431,7.1,"2016/01/01","2017/03/08"
"群⾺県","佐波郡⽟村町",36872,2222,6.0,"2016/01/01","2017/03/08"
"群⾺県","⾢楽郡板倉町",15211,1033,6.8,"2016/01/01","2017/03/08"
"群⾺県","⾢楽郡明和町",11435,766,6.7,"2016/01/01","2017/03/08"
"群⾺県","⾢楽郡千代⽥町",11627,865,7.4,"2016/01/01","2017/03/08"
"群⾺県","⾢楽郡⼤泉町",41226,3319,8.1,"2016/01/01","2017/03/08"
"群⾺県","⾢楽郡⾢楽町",26955,1774,6.6,"2016/01/01","2017/03/08"
"埼⽟県","さいたま市",1270476,106349,8.4,"2016/01/01","2017/03/08"
"埼⽟県","川越市",350223,31239,8.9,"2016/01/01","2017/03/08"
"埼⽟県","熊⾕市",200700,15317,7.6,"2016/01/01","2017/03/08"
"埼⽟県","川⼝市",592684,46210,7.8,"2016/01/01","2017/03/08"
"埼⽟県","⾏⽥市",83585,6260,7.5,"2016/01/01","2017/03/08"
"埼⽟県","秩⽗市",65311,4092,6.3,"2016/01/01","2017/03/08"
"埼⽟県","所沢市",343390,31635,9.2,"2016/01/01","2017/03/08"
"埼⽟県","飯能市",80513,6355,7.9,"2016/01/01","2017/03/08"
"埼⽟県","加須市",114289,8391,7.3,"2016/01/01","2017/03/08"
"埼⽟県","本庄市",78993,6349,8.0,"2016/01/01","2017/03/08"
"埼⽟県","東松⼭市",89574,7917,8.8,"2016/01/01","2017/03/08"
"埼⽟県","春⽇部市",236975,23098,9.7,"2016/01/01","2017/03/08"
"埼⽟県","狭⼭市",153738,14419,9.4,"2016/01/01","2017/03/08"
"埼⽟県","⽻⽣市",55677,4302,7.7,"2016/01/01","2017/03/08"
"埼⽟県","鴻巣市",119192,11353,9.5,"2016/01/01","2017/03/08"
"埼⽟県","深⾕市",145053,10501,7.2,"2016/01/01","2017/03/08"
"埼⽟県","上尾市",227890,21793,9.6,"2016/01/01","2017/03/08"
"埼⽟県","草加市",245878,23574,9.6,"2016/01/01","2017/03/08"
"埼⽟県","越⾕市",336565,30434,9.0,"2016/01/01","2017/03/08"
"埼⽟県","蕨市",73289,6509,8.9,"2016/01/01","2017/03/08"
"埼⽟県","⼊間市",149593,11967,8.0,"2016/01/01","2017/03/08"
"埼⽟県","朝霞市",135928,13174,9.7,"2016/01/01","2017/03/08"
"埼⽟県","志⽊市",74183,7156,9.6,"2016/01/01","2017/03/08"
"埼⽟県","和光市",80615,7847,9.7,"2016/01/01","2017/03/08"
"埼⽟県","新座市",164028,14691,9.0,"2016/01/01","2017/03/08"
"埼⽟県","桶川市",75071,5991,8.0,"2016/01/01","2017/03/08"
"埼⽟県","久喜市",154527,13789,8.9,"2016/01/01","2017/03/08"
"埼⽟県","北本市",68154,5271,7.7,"2016/01/01","2017/03/08"
"埼⽟県","⼋潮市",86138,7574,8.8,"2016/01/01","2017/03/08"
"埼⽟県","富⼠⾒市",110045,9203,8.4,"2016/01/01","2017/03/08"
"埼⽟県","三郷市",137656,10840,7.9,"2016/01/01","2017/03/08"
"埼⽟県","蓮⽥市",62481,6365,10.2,"2016/01/01","2017/03/08"
"埼⽟県","坂⼾市",101408,9056,8.9,"2016/01/01","2017/03/08"
"埼⽟県","幸⼿市",52725,4555,8.6,"2016/01/01","2017/03/08"
"埼⽟県","鶴ヶ島市",70145,6800,9.7,"2016/01/01","2017/03/08"
"埼⽟県","⽇⾼市",57015,5183,9.1,"2016/01/01","2017/03/08"
"埼⽟県","吉川市",71048,5284,7.4,"2016/01/01","2017/03/08"
"埼⽟県","ふじみ野市",112919,11322,10.0,"2016/01/01","2017/03/08"
"埼⽟県","⽩岡市",52035,4219,8.1,"2016/01/01","2017/03/08"
"埼⽟県","北⾜⽴郡伊奈町",44437,3063,6.9,"2016/01/01","2017/03/08"
"埼⽟県","⼊間郡三芳町",38188,3181,8.3,"2016/01/01","2017/03/08"
"埼⽟県","⼊間郡⽑呂⼭町",34977,3400,9.7,"2016/01/01","2017/03/08"
"埼⽟県","⼊間郡越⽣町",12093,1358,11.2,"2016/01/01","2017/03/08"
"埼⽟県","⽐企郡滑川町",17999,1376,7.6,"2016/01/01","2017/03/08"
"埼⽟県","⽐企郡嵐⼭町",18145,1577,8.7,"2016/01/01","2017/03/08"
"埼⽟県","⽐企郡⼩川町",31618,2978,9.4,"2016/01/01","2017/03/08"
"埼⽟県","⽐企郡川島町",21028,1418,6.7,"2016/01/01","2017/03/08"
"埼⽟県","⽐企郡吉⾒町",20013,1324,6.6,"2016/01/01","2017/03/08"
"埼⽟県","⽐企郡鳩⼭町",14389,1428,9.9,"2016/01/01","2017/03/08"
"埼⽟県","⽐企郡ときがわ町",11851,791,6.7,"2016/01/01","2017/03/08"
"埼⽟県","秩⽗郡横瀬町",8656,721,8.3,"2016/01/01","2017/03/08"
"埼⽟県","秩⽗郡皆野町",10287,764,7.4,"2016/01/01","2017/03/08"
"埼⽟県","秩⽗郡⻑瀞町",7496,436,5.8,"2016/01/01","2017/03/08"
"埼⽟県","秩⽗郡⼩⿅野町",12471,920,7.4,"2016/01/01","2017/03/08"
"埼⽟県","秩⽗郡東秩⽗村",3048,179,5.9,"2016/01/01","2017/03/08"
"埼⽟県","児⽟郡美⾥町",11477,671,5.8,"2016/01/01","2017/03/08"
"埼⽟県","児⽟郡神川町",14027,923,6.6,"2016/01/01","2017/03/08"
"埼⽟県","児⽟郡上⾥町",31387,2437,7.8,"2016/01/01","2017/03/08"
"埼⽟県","⼤⾥郡寄居町",34855,2710,7.8,"2016/01/01","2017/03/08"
"埼⽟県","南埼⽟郡宮代町",33589,3004,8.9,"2016/01/01","2017/03/08"
"埼⽟県","北葛飾郡杉⼾町",46109,4521,9.8,"2016/01/01","2017/03/08"
"埼⽟県","北葛飾郡松伏町",30321,2296,7.6,"2016/01/01","2017/03/08"
"千葉県","千葉市",964424,104067,10.8,"2016/01/01","2017/03/08"
"千葉県","銚⼦市",65546,6313,9.6,"2016/01/01","2017/03/08"
"千葉県","市川市",476560,48790,10.2,"2016/01/01","2017/03/08"
"千葉県","船橋市",626809,54362,8.7,"2016/01/01","2017/03/08"
"千葉県","館⼭市",48397,5029,10.4,"2016/01/01","2017/03/08"
"千葉県","⽊更津市",134002,14427,10.8,"2016/01/01","2017/03/08"
"千葉県","松⼾市",489717,45558,9.3,"2016/01/01","2017/03/08"
"千葉県","野⽥市",155295,13225,8.5,"2016/01/01","2017/03/08"
"千葉県","茂原市",91358,7478,8.2,"2016/01/01","2017/03/08"
"千葉県","成⽥市",131739,12576,9.5,"2016/01/01","2017/03/08"
"千葉県","東⾦市",60335,6224,10.3,"2016/01/01","2017/03/08"
"千葉県","旭市",67598,4479,6.6,"2016/01/01","2017/03/08"
"千葉県","習志野市",168838,17102,10.1,"2016/01/01","2017/03/08"
"千葉県","柏市",409001,36636,9.0,"2016/01/01","2017/03/08"
"千葉県","勝浦市",19033,1839,9.7,"2016/01/01","2017/03/08"
"千葉県","市原市",279697,25957,9.3,"2016/01/01","2017/03/08"
"千葉県","流⼭市",176248,17154,9.7,"2016/01/01","2017/03/08"
"千葉県","⼋千代市",195173,20248,10.4,"2016/01/01","2017/03/08"
"千葉県","我孫⼦市",132853,14400,10.8,"2016/01/01","2017/03/08"
"千葉県","鴨川市",34453,3310,9.6,"2016/01/01","2017/03/08"
"千葉県","鎌ケ⾕市",109458,11011,10.1,"2016/01/01","2017/03/08"
"千葉県","君津市",87447,8895,10.2,"2016/01/01","2017/03/08"
"千葉県","富津市",46492,3460,7.4,"2016/01/01","2017/03/08"
"千葉県","浦安市",164034,17152,10.5,"2016/01/01","2017/03/08"
"千葉県","四街道市",91645,9973,10.9,"2016/01/01","2017/03/08"
"千葉県","袖ケ浦市",62063,5502,8.9,"2016/01/01","2017/03/08"
"千葉県","⼋街市",72713,6697,9.2,"2016/01/01","2017/03/08"
"千葉県","印⻄市",95040,8710,9.2,"2016/01/01","2017/03/08"
"千葉県","⽩井市",63169,5981,9.5,"2016/01/01","2017/03/08"
"千葉県","富⾥市",49947,4806,9.6,"2016/01/01","2017/03/08"
"千葉県","南房総市",40388,3962,9.8,"2016/01/01","2017/03/08"
"千葉県","匝瑳市",38197,2928,7.7,"2016/01/01","2017/03/08"
"千葉県","⾹取市",80015,6422,8.0,"2016/01/01","2017/03/08"
"千葉県","⼭武市",54139,4533,8.4,"2016/01/01","2017/03/08"
"千葉県","いすみ市",40014,3596,9.0,"2016/01/01","2017/03/08"
"千葉県","⼤網⽩⾥市",50409,5574,11.1,"2016/01/01","2017/03/08"
"千葉県","印旛郡酒々井町",21256,2327,10.9,"2016/01/01","2017/03/08"
"千葉県","印旛郡栄町",21541,2482,11.5,"2016/01/01","2017/03/08"
"千葉県","⾹取郡神崎町",6321,588,9.3,"2016/01/01","2017/03/08"
"千葉県","⾹取郡多古町",15240,1096,7.2,"2016/01/01","2017/03/08"
"千葉県","⾹取郡東庄町",14634,883,6.0,"2016/01/01","2017/03/08"
"千葉県","⼭武郡九⼗九⾥町",17082,1319,7.7,"2016/01/01","2017/03/08"
"千葉県","⼭武郡芝⼭町",7621,703,9.2,"2016/01/01","2017/03/08"
"千葉県","⼭武郡横芝光町",24728,1946,7.9,"2016/01/01","2017/03/08"
"千葉県","⻑⽣郡⼀宮町",12469,973,7.8,"2016/01/01","2017/03/08"
"千葉県","⻑⽣郡睦沢町",7365,528,7.2,"2016/01/01","2017/03/08"
"千葉県","⻑⽣郡⻑⽣村",14705,1203,8.2,"2016/01/01","2017/03/08"
"千葉県","⻑⽣郡⽩⼦町",11830,907,7.7,"2016/01/01","2017/03/08"
"千葉県","⻑⽣郡⻑柄町",7378,632,8.6,"2016/01/01","2017/03/08"
"千葉県","⻑⽣郡⻑南町",8522,695,8.2,"2016/01/01","2017/03/08"
"千葉県","夷隅郡⼤多喜町",9747,660,6.8,"2016/01/01","2017/03/08"
"千葉県","夷隅郡御宿町",7788,1044,13.4,"2016/01/01","2017/03/08"
"千葉県","安房郡鋸南町",8370,881,10.5,"2016/01/01","2017/03/08"
"東京都","千代⽥区",58576,6903,11.8,"2016/01/01","2017/03/08"
"東京都","中央区",142995,17191,12.0,"2016/01/01","2017/03/08"
"東京都","港区",243977,31310,12.8,"2016/01/01","2017/03/08"
"東京都","新宿区",334193,35054,10.5,"2016/01/01","2017/03/08"
"東京都","⽂京区",210312,21621,10.3,"2016/01/01","2017/03/08"
"東京都","台東区",191749,22400,11.7,"2016/01/01","2017/03/08"
"東京都","墨⽥区",261723,25479,9.7,"2016/01/01","2017/03/08"
"東京都","江東区",501501,50637,10.1,"2016/01/01","2017/03/08"
"東京都","品川区",378123,41332,10.9,"2016/01/01","2017/03/08"
"東京都","⼤⽥区",712057,70359,9.9,"2016/01/01","2017/03/08"
"東京都","世⽥⾕区",883289,82966,9.4,"2016/01/01","2017/03/08"
"東京都","渋⾕区",219898,23007,10.5,"2016/01/01","2017/03/08"
"東京都","中野区",321734,30216,9.4,"2016/01/01","2017/03/08"
"東京都","杉並区",553288,57942,10.5,"2016/01/01","2017/03/08"
"東京都","豊島区",280639,31940,11.4,"2016/01/01","2017/03/08"
"東京都","北区",341252,32486,9.5,"2016/01/01","2017/03/08"
"東京都","荒川区",211271,18353,8.7,"2016/01/01","2017/03/08"
"東京都","板橋区",550758,54737,9.9,"2016/01/01","2017/03/08"
"東京都","練⾺区",719109,77132,10.7,"2016/01/01","2017/03/08"
"東京都","⾜⽴区",678623,52309,7.7,"2016/01/01","2017/03/08"
"東京都","葛飾区",452789,43248,9.6,"2016/01/01","2017/03/08"
"東京都","江⼾川区",686387,69593,10.1,"2016/01/01","2017/03/08"
"東京都","⼋王⼦市",562795,55914,9.9,"2016/01/01","2017/03/08"
"東京都","⽴川市",179796,16431,9.1,"2016/01/01","2017/03/08"
"東京都","武蔵野市",143262,14010,9.8,"2016/01/01","2017/03/08"
"東京都","三鷹市",182897,19413,10.6,"2016/01/01","2017/03/08"
"東京都","⻘梅市",136750,13154,9.6,"2016/01/01","2017/03/08"
"東京都","府中市",256748,24541,9.6,"2016/01/01","2017/03/08"
"東京都","昭島市",112897,9814,8.7,"2016/01/01","2017/03/08"
"東京都","調布市",226413,19445,8.6,"2016/01/01","2017/03/08"
"東京都","町⽥市",426937,42733,10.0,"2016/01/01","2017/03/08"
"東京都","⼩⾦井市",117978,12543,10.6,"2016/01/01","2017/03/08"
"東京都","⼩平市",188609,17583,9.3,"2016/01/01","2017/03/08"
"東京都","⽇野市",182765,24264,13.3,"2016/01/01","2017/03/08"
"東京都","東村⼭市",150858,14430,9.6,"2016/01/01","2017/03/08"
"東京都","国分寺市",119940,13328,11.1,"2016/01/01","2017/03/08"
"東京都","国⽴市",74971,6904,9.2,"2016/01/01","2017/03/08"
"東京都","福⽣市",58613,4823,8.2,"2016/01/01","2017/03/08"
"東京都","狛江市",80008,8290,10.4,"2016/01/01","2017/03/08"
"東京都","東⼤和市",86101,8773,10.2,"2016/01/01","2017/03/08"
"東京都","清瀬市",74403,8289,11.1,"2016/01/01","2017/03/08"
"東京都","東久留⽶市",117128,12595,10.8,"2016/01/01","2017/03/08"
"東京都","武蔵村⼭市",72243,5853,8.1,"2016/01/01","2017/03/08"
"東京都","多摩市",147849,13931,9.4,"2016/01/01","2017/03/08"
"東京都","稲城市",87461,7951,9.1,"2016/01/01","2017/03/08"
"東京都","⽻村市",56355,5074,9.0,"2016/01/01","2017/03/08"
"東京都","あきる野市",81483,7044,8.6,"2016/01/01","2017/03/08"
"東京都","⻄東京市",198974,22110,11.1,"2016/01/01","2017/03/08"
"東京都","⻄多摩郡瑞穂町",33905,2171,6.4,"2016/01/01","2017/03/08"
"東京都","⻄多摩郡⽇の出町",17020,1356,8.0,"2016/01/01","2017/03/08"
"東京都","⻄多摩郡檜原村",2343,190,8.1,"2016/01/01","2017/03/08"
"東京都","⻄多摩郡奥多摩町",5378,386,7.2,"2016/01/01","2017/03/08"
"東京都","⼤島町",8178,448,5.5,"2016/01/01","2017/03/08"
"東京都","利島村",314,18,5.7,"2016/01/01","2017/03/08"
"東京都","新島村",2818,225,8.0,"2016/01/01","2017/03/08"
"東京都","神津島村",1927,94,4.9,"2016/01/01","2017/03/08"
"東京都","三宅島　三宅村",2619,252,9.6,"2016/01/01","2017/03/08"
"東京都","御蔵島村",314,36,11.5,"2016/01/01","2017/03/08"
"東京都","⼋丈島　⼋丈町",7834,599,7.6,"2016/01/01","2017/03/08"
"東京都","⻘ヶ島村",166,16,9.6,"2016/01/01","2017/03/08"
"東京都","⼩笠原村",2587,308,11.9,"2016/01/01","2017/03/08"
"神奈川県","川崎市",1459768,145166,9.9,"2016/01/01","2017/03/08"
"神奈川県","相模原市",716643,73367,10.2,"2016/01/01","2017/03/08"
"神奈川県","横須賀市",414664,43200,10.4,"2016/01/01","2017/03/08"
"神奈川県","平塚市",257506,27060,10.5,"2016/01/01","2017/03/08"
"神奈川県","鎌倉市",176900,22066,12.5,"2016/01/01","2017/03/08"
"神奈川県","藤沢市",426024,45085,10.6,"2016/01/01","2017/03/08"
"神奈川県","⼩⽥原市",194502,19634,10.1,"2016/01/01","2017/03/08"
"神奈川県","茅ヶ崎市",241264,26218,10.9,"2016/01/01","2017/03/08"
"神奈川県","逗⼦市",59991,7300,12.2,"2016/01/01","2017/03/08"
"神奈川県","三浦市",45911,3904,8.5,"2016/01/01","2017/03/08"
"神奈川県","秦野市",163582,16826,10.3,"2016/01/01","2017/03/08"
"神奈川県","厚⽊市",225503,23187,10.3,"2016/01/01","2017/03/08"
"神奈川県","⼤和市",234627,25751,11.0,"2016/01/01","2017/03/08"
"神奈川県","伊勢原市",99894,10537,10.5,"2016/01/01","2017/03/08"
"神奈川県","海⽼名市",130627,14023,10.7,"2016/01/01","2017/03/08"
"神奈川県","座間市",129701,14403,11.1,"2016/01/01","2017/03/08"
"神奈川県","南⾜柄市",43762,4436,10.1,"2016/01/01","2017/03/08"
"神奈川県","綾瀬市",85253,9679,11.4,"2016/01/01","2017/03/08"
"神奈川県","三浦郡葉⼭町",33490,4026,12.0,"2016/01/01","2017/03/08"
"神奈川県","⾼座郡寒川町",48319,4977,10.3,"2016/01/01","2017/03/08"
"神奈川県","中郡⼤磯町",33010,3279,9.9,"2016/01/01","2017/03/08"
"神奈川県","中郡⼆宮町",29267,3023,10.3,"2016/01/01","2017/03/08"
"神奈川県","⾜柄上郡中井町",9669,1013,10.5,"2016/01/01","2017/03/08"
"神奈川県","⾜柄上郡⼤井町",17279,1599,9.3,"2016/01/01","2017/03/08"
"神奈川県","⾜柄上郡松⽥町",11456,1133,9.9,"2016/01/01","2017/03/08"
"神奈川県","⾜柄上郡⼭北町",11124,1165,10.5,"2016/01/01","2017/03/08"
"神奈川県","⾜柄上郡開成町",17001,1632,9.6,"2016/01/01","2017/03/08"
"神奈川県","⾜柄下郡箱根町",12101,1460,12.1,"2016/01/01","2017/03/08"
"神奈川県","⾜柄下郡真鶴町",7708,805,10.4,"2016/01/01","2017/03/08"
"神奈川県","⾜柄下郡湯河原町",26010,2849,11.0,"2016/01/01","2017/03/08"
"神奈川県","愛甲郡愛川町",41197,4724,11.5,"2016/01/01","2017/03/08"
"神奈川県","愛甲郡清川村",3041,386,12.7,"2016/01/01","2017/03/08"
"新潟県","新潟市",802936,43553,5.4,"2016/01/01","2017/03/08"
"新潟県","⻑岡市",276776,18372,6.6,"2016/01/01","2017/03/08"
"新潟県","三条市",100884,6533,6.5,"2016/01/01","2017/03/08"
"新潟県","柏崎市",87292,7446,8.5,"2016/01/01","2017/03/08"
"新潟県","新発⽥市",100314,6836,6.8,"2016/01/01","2017/03/08"
"新潟県","⼩千⾕市",37130,3069,8.3,"2016/01/01","2017/03/08"
"新潟県","加茂市",28701,1466,5.1,"2016/01/01","2017/03/08"
"新潟県","⼗⽇町市",56237,3120,5.5,"2016/01/01","2017/03/08"
"新潟県","⾒附市",41421,3277,7.9,"2016/01/01","2017/03/08"
"新潟県","村上市",63614,4424,7.0,"2016/01/01","2017/03/08"
"新潟県","燕市",81819,4238,5.2,"2016/01/01","2017/03/08"
"新潟県","⽷⿂川市",45080,3853,8.5,"2016/01/01","2017/03/08"
"新潟県","妙⾼市",34096,2509,7.4,"2016/01/01","2017/03/08"
"新潟県","五泉市",52783,2906,5.5,"2016/01/01","2017/03/08"
"新潟県","上越市",198356,12799,6.5,"2016/01/01","2017/03/08"
"新潟県","阿賀野市",44251,2941,6.6,"2016/01/01","2017/03/08"
"新潟県","佐渡市",58527,4517,7.7,"2016/01/01","2017/03/08"
"新潟県","⿂沼市",38187,2939,7.7,"2016/01/01","2017/03/08"
"新潟県","南⿂沼市",58907,5041,8.6,"2016/01/01","2017/03/08"
"新潟県","胎内市",30558,1618,5.3,"2016/01/01","2017/03/08"
"新潟県","⻄蒲原郡弥彦村",8426,471,5.6,"2016/01/01","2017/03/08"
"新潟県","南蒲原郡⽥上町",12335,519,4.2,"2016/01/01","2017/03/08"
"新潟県","東蒲原郡阿賀町",12137,694,5.7,"2016/01/01","2017/03/08"
"新潟県","三島郡出雲崎町",4677,364,7.8,"2016/01/01","2017/03/08"
"新潟県","南⿂沼郡湯沢町",8201,806,9.8,"2016/01/01","2017/03/08"
"新潟県","中⿂沼郡津南町",10306,575,5.6,"2016/01/01","2017/03/08"
"新潟県","刈⽻郡刈⽻村",4756,403,8.5,"2016/01/01","2017/03/08"
"新潟県","岩船郡関川村",6042,367,6.1,"2016/01/01","2017/03/08"
"新潟県","岩船郡粟島浦村",363,138,38.0,"2016/01/01","2017/03/08"
"富⼭県","富⼭市",419123,31340,7.5,"2016/01/01","2017/03/08"
"富⼭県","⾼岡市",174892,14886,8.5,"2016/01/01","2017/03/08"
"富⼭県","⿂津市",43152,2931,6.8,"2016/01/01","2017/03/08"
"富⼭県","氷⾒市",49830,5390,10.8,"2016/01/01","2017/03/08"
"富⼭県","滑川市",33489,2276,6.8,"2016/01/01","2017/03/08"
"富⼭県","⿊部市",41944,3555,8.5,"2016/01/01","2017/03/08"
"富⼭県","砺波市",49321,3535,7.2,"2016/01/01","2017/03/08"
"富⼭県","⼩⽮部市",31128,2119,6.8,"2016/01/01","2017/03/08"
"富⼭県","南砺市",53136,4817,9.1,"2016/01/01","2017/03/08"
"富⼭県","射⽔市",94301,7713,8.2,"2016/01/01","2017/03/08"
"富⼭県","中新川郡⾈橋村",3025,194,6.4,"2016/01/01","2017/03/08"
"富⼭県","中新川郡上市町",21523,1386,6.4,"2016/01/01","2017/03/08"
"富⼭県","中新川郡⽴⼭町",26752,1765,6.6,"2016/01/01","2017/03/08"
"富⼭県","下新川郡⼊善町",25750,1852,7.2,"2016/01/01","2017/03/08"
"富⼭県","下新川郡朝⽇町",12794,968,7.6,"2016/01/01","2017/03/08"
"⽯川県","⾦沢市",454356,31215,6.9,"2016/01/01","2017/03/08"
"⽯川県","七尾市",55382,3429,6.2,"2016/01/01","2017/03/08"
"⽯川県","⼩松市",108573,9735,9.0,"2016/01/01","2017/03/08"
"⽯川県","輪島市",28832,1565,5.4,"2016/01/01","2017/03/08"
"⽯川県","珠洲市",15534,969,6.2,"2016/01/01","2017/03/08"
"⽯川県","加賀市",69386,4708,6.8,"2016/01/01","2017/03/08"
"⽯川県","⽻咋市",22578,1735,7.7,"2016/01/01","2017/03/08"
"⽯川県","かほく市",34974,2033,5.8,"2016/01/01","2017/03/08"
"⽯川県","⽩⼭市",112829,7441,6.6,"2016/01/01","2017/03/08"
"⽯川県","能美市",49971,3352,6.7,"2016/01/01","2017/03/08"
"⽯川県","野々市市",51637,3357,6.5,"2016/01/01","2017/03/08"
"⽯川県","能美郡川北町",6286,309,4.9,"2016/01/01","2017/03/08"
"⽯川県","河北郡津幡町",37757,2491,6.6,"2016/01/01","2017/03/08"
"⽯川県","河北郡内灘町",26950,1948,7.2,"2016/01/01","2017/03/08"
"⽯川県","⽻咋郡志賀町",21670,1358,6.3,"2016/01/01","2017/03/08"
