"算出基準日","区分","人口","交付枚数","人口に対する交付枚数率","人口算出基準日","交付枚数算出基準日"
"2022/10/31","全国",125927902,64384833,51.1,"2022/01/01","2022/10/31"
"2022/10/31","指定都市",27484780,14570913,53.0,"2022/01/01","2022/10/31"
"2022/10/31","特別区・市（指定都市を除く）",87897927,44671965,50.8,"2022/01/01","2022/10/31"
"2022/10/31","町村",10545195,5141955,48.8,"2022/01/01","2022/10/31"
