"算出基準日","都道府県名","市区町村名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付件数基準日","団体コード"
"2022/10/31","北海道","札幌市",1960668,1007784,51.4,"2022/01/01","2022/10/31",11002
"2022/10/31","北海道","函館市",248106,113002,45.5,"2022/01/01","2022/10/31",12025
"2022/10/31","北海道","小樽市",110426,49476,44.8,"2022/01/01","2022/10/31",12033
"2022/10/31","北海道","旭川市",327960,149905,45.7,"2022/01/01","2022/10/31",12041
"2022/10/31","北海道","室蘭市",79986,43431,54.3,"2022/01/01","2022/10/31",12050
"2022/10/31","北海道","釧路市",163110,89447,54.8,"2022/01/01","2022/10/31",12068
"2022/10/31","北海道","帯広市",165047,70531,42.7,"2022/01/01","2022/10/31",12076
"2022/10/31","北海道","北見市",114326,50937,44.6,"2022/01/01","2022/10/31",12084
"2022/10/31","北海道","夕張市",7055,3083,43.7,"2022/01/01","2022/10/31",12092
"2022/10/31","北海道","岩見沢市",78112,36836,47.2,"2022/01/01","2022/10/31",12106
"2022/10/31","北海道","網走市",34016,14744,43.3,"2022/01/01","2022/10/31",12114
"2022/10/31","北海道","留萌市",19739,10572,53.6,"2022/01/01","2022/10/31",12122
"2022/10/31","北海道","苫小牧市",169528,85288,50.3,"2022/01/01","2022/10/31",12131
"2022/10/31","北海道","稚内市",32280,16821,52.1,"2022/01/01","2022/10/31",12149
"2022/10/31","北海道","美唄市",20001,8989,44.9,"2022/01/01","2022/10/31",12157
"2022/10/31","北海道","芦別市",12430,6218,50.0,"2022/01/01","2022/10/31",12165
"2022/10/31","北海道","江別市",119701,54796,45.8,"2022/01/01","2022/10/31",12173
"2022/10/31","北海道","赤平市",9368,4522,48.3,"2022/01/01","2022/10/31",12181
"2022/10/31","北海道","紋別市",20928,8644,41.3,"2022/01/01","2022/10/31",12190
"2022/10/31","北海道","士別市",17676,9017,51.0,"2022/01/01","2022/10/31",12203
"2022/10/31","北海道","名寄市",26663,13006,48.8,"2022/01/01","2022/10/31",12211
"2022/10/31","北海道","三笠市",7930,4389,55.3,"2022/01/01","2022/10/31",12220
"2022/10/31","北海道","根室市",24231,10812,44.6,"2022/01/01","2022/10/31",12238
"2022/10/31","北海道","千歳市",97716,60047,61.5,"2022/01/01","2022/10/31",12246
"2022/10/31","北海道","滝川市",38780,21581,55.6,"2022/01/01","2022/10/31",12254
