"算出基準日","都道府県名","市区町村名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付件数基準日","団体コード"
"2020/05/01","北海道","札幌市",1955457,277251,14.2,"2019/01/01","2020/05/01",11002
"2020/05/01","北海道","函館市",258948,33872,13.1,"2019/01/01","2020/05/01",12025
"2020/05/01","北海道","小樽市",116529,16173,13.9,"2019/01/01","2020/05/01",12033
"2020/05/01","北海道","旭川市",337392,42189,12.5,"2019/01/01","2020/05/01",12041
"2020/05/01","北海道","室蘭市",84405,13790,16.3,"2019/01/01","2020/05/01",12050
"2020/05/01","北海道","釧路市",170364,26623,15.6,"2019/01/01","2020/05/01",12068
"2020/05/01","北海道","帯広市",166889,20309,12.2,"2019/01/01","2020/05/01",12076
"2020/05/01","北海道","北見市",117806,16732,14.2,"2019/01/01","2020/05/01",12084
"2020/05/01","北海道","夕張市",8087,1201,14.9,"2019/01/01","2020/05/01",12092
"2020/05/01","北海道","岩見沢市",81778,11929,14.6,"2019/01/01","2020/05/01",12106
"2020/05/01","北海道","網走市",35704,5052,14.1,"2019/01/01","2020/05/01",12114
"2020/05/01","北海道","留萌市",21310,2997,14.1,"2019/01/01","2020/05/01",12122
"2020/05/01","北海道","苫小牧市",171811,28826,16.8,"2019/01/01","2020/05/01",12131
"2020/05/01","北海道","稚内市",34249,5721,16.7,"2019/01/01","2020/05/01",12149
"2020/05/01","北海道","美唄市",21602,3208,14.9,"2019/01/01","2020/05/01",12157
"2020/05/01","北海道","芦別市",13635,2051,15.0,"2019/01/01","2020/05/01",12165
"2020/05/01","北海道","江別市",118985,15194,12.8,"2019/01/01","2020/05/01",12173
"2020/05/01","北海道","赤平市",10186,1731,17.0,"2019/01/01","2020/05/01",12181
"2020/05/01","北海道","紋別市",22044,2162,9.8,"2019/01/01","2020/05/01",12190
"2020/05/01","北海道","士別市",18965,2397,12.6,"2019/01/01","2020/05/01",12203
"2020/05/01","北海道","名寄市",27582,4790,17.4,"2019/01/01","2020/05/01",12211
"2020/05/01","北海道","三笠市",8562,1466,17.1,"2019/01/01","2020/05/01",12220
"2020/05/01","北海道","根室市",25953,2775,10.7,"2019/01/01","2020/05/01",12238
"2020/05/01","北海道","千歳市",97061,21673,22.3,"2019/01/01","2020/05/01",12246
"2020/05/01","北海道","滝川市",40365,5929,14.7,"2019/01/01","2020/05/01",12254
"2020/05/01","北海道","砂川市",17137,3210,18.7,"2019/01/01","2020/05/01",12262
