"算出基準日","区分","人口","交付枚数","人口に対する交付枚数率","人口算出基準日","交付枚数算出基準日"
"2022/01/01","全国",126654244,51871720,41.0,"2021/01/01","2022/01/01"
"2022/01/01","特別区",9572763,4338025,45.3,"2021/01/01","2022/01/01"
"2022/01/01","指定都市",27549061,11865268,43.1,"2021/01/01","2022/01/01"
"2022/01/01","市（指定都市を除く）",78865174,31742663,40.2,"2021/01/01","2022/01/01"
"2022/01/01","町村",10667246,3925764,36.8,"2021/01/01","2022/01/01"
