"算出基準日","区分","人口","交付枚数","人口に対する交付枚数率","人口算出基準日","交付枚数算出基準日"
"2021/11/01","全国",126654244,49552693,39.1,"2021/01/01","2021/11/01"
"2021/11/01","特別区",9572763,4141527,43.3,"2021/01/01","2021/11/01"
"2021/11/01","指定都市",27549061,11343492,41.2,"2021/01/01","2021/11/01"
"2021/11/01","市（指定都市を除く）",78865174,30318200,38.4,"2021/01/01","2021/11/01"
"2021/11/01","町村",10667246,3749474,35.1,"2021/01/01","2021/11/01"
