"算出基準日","年齢","人口(男)","人口(女)","人口(計)","交付件数(男)","交付件数(女)","交付件数(計)","交付率(男)","交付率(女)","交付率(計)","全体に対する交付件数割合(男)","全体に対する交付件数割合(女)","全体に対する交付件数割合(計)","人口算出基準日","交付枚数算出基準日"
"2019/07/01","全体",62298872,65408317,127707189,9149977,8122330,17272307,14.7,12.4,13.5,100.0,100.0,100.0,"2018/01/01","2019/07/01"
"2019/07/01","0～4歳",2576059,2448877,5024936,64651,60792,125443,2.5,2.5,2.5,0.7,0.7,0.7,"2018/01/01","2019/07/01"
"2019/07/01","5～9",2761895,2625266,5387161,98200,95723,193923,3.6,3.6,3.6,1.1,1.2,1.1,"2018/01/01","2019/07/01"
"2019/07/01","10～14",2838085,2700056,5538141,96150,101641,197791,3.4,3.8,3.6,1.1,1.3,1.1,"2018/01/01","2019/07/01"
"2019/07/01","15～19",3076958,2927326,6004284,181587,186933,368520,5.9,6.4,6.1,2.0,2.3,2.1,"2018/01/01","2019/07/01"
"2019/07/01","20～24",3262515,3096776,6359291,341818,358830,700648,10.5,11.6,11.0,3.7,4.4,4.1,"2018/01/01","2019/07/01"
"2019/07/01","25～29",3352604,3171883,6524487,410564,384847,795411,12.2,12.1,12.2,4.5,4.7,4.6,"2018/01/01","2019/07/01"
"2019/07/01","30～34",3740090,3578958,7319048,475687,416176,891863,12.7,11.6,12.2,5.2,5.1,5.2,"2018/01/01","2019/07/01"
"2019/07/01","35～39",4092014,3944274,8036288,503702,406253,909955,12.3,10.3,11.3,5.5,5.0,5.3,"2018/01/01","2019/07/01"
"2019/07/01","40～44",4834840,4670809,9505649,563467,425917,989384,11.7,9.1,10.4,6.2,5.2,5.7,"2018/01/01","2019/07/01"
"2019/07/01","45～49",4876089,4749158,9625247,621793,473874,1095667,12.8,10.0,11.4,6.8,5.8,6.3,"2018/01/01","2019/07/01"
"2019/07/01","50～54",4155182,4097972,8253154,620141,491009,1111150,14.9,12.0,13.5,6.8,6.0,6.4,"2018/01/01","2019/07/01"
"2019/07/01","55～59",3808343,3813246,7621589,663856,552503,1216359,17.4,14.5,16.0,7.3,6.8,7.0,"2018/01/01","2019/07/01"
"2019/07/01","60～64",3814894,3899275,7714169,786779,674824,1461603,20.6,17.3,18.9,8.6,8.3,8.5,"2018/01/01","2019/07/01"
"2019/07/01","65～69",4715129,5012634,9727763,1016802,896876,1913678,21.6,17.9,19.7,11.1,11.0,11.1,"2018/01/01","2019/07/01"
"2019/07/01","70～74",3648372,4139718,7788090,931021,879358,1810379,25.5,21.2,23.2,10.2,10.8,10.5,"2018/01/01","2019/07/01"
"2019/07/01","75～79",2970975,3687240,6658215,807559,801727,1609286,27.2,21.7,24.2,8.8,9.9,9.3,"2018/01/01","2019/07/01"
"2019/07/01","80～84",2131085,3100218,5231303,557278,532379,1089657,26.1,17.2,20.8,6.1,6.6,6.3,"2018/01/01","2019/07/01"
"2019/07/01","85～89",1156847,2200116,3356963,298853,276276,575129,25.8,12.6,17.1,3.3,3.4,3.3,"2018/01/01","2019/07/01"
"2019/07/01","90～94",407334,1138156,1545490,94731,88048,182779,23.3,7.7,11.8,1.0,1.1,1.1,"2018/01/01","2019/07/01"
"2019/07/01","95～99",71414,347548,418962,13135,15576,28711,18.4,4.5,6.9,0.1,0.2,0.2,"2018/01/01","2019/07/01"
"2019/07/01","100歳以上",8148,58811,66959,2203,2768,4971,27.0,4.7,7.4,0.0,0.0,0.0,"2018/01/01","2019/07/01"
