"算出基準日","年齢","人口(男)","人口(女)","人口(計)","交付件数(男)","交付件数(女)","交付件数(計)","交付率(男)","交付率(女)","交付率(計)","全体に対する交付件数割合(男)","全体に対する交付件数割合(女)","全体に対する交付件数割合(計)","人口算出基準日","交付枚数算出基準日"
"2020/11/01","全体",62036028,65102005,127138033,14274423,13499266,27773689,23.0,20.7,21.8,100.0,100.0,100.0,"2020/01/01","2020/11/01"
"2020/11/01","0～4歳",2451534,2331996,4783530,205938,197665,403603,8.4,8.5,8.4,1.4,1.5,1.5,"2020/01/01","2020/11/01"
"2020/11/01","5～9",2703139,2567979,5271118,308171,300273,608444,11.4,11.7,11.5,2.2,2.2,2.2,"2020/01/01","2020/11/01"
"2020/11/01","10～14",2805669,2667945,5473614,291902,291809,583711,10.4,10.9,10.7,2.0,2.2,2.1,"2020/01/01","2020/11/01"
"2020/11/01","15～19",3012009,2865038,5877047,362545,366196,728741,12.0,12.8,12.4,2.5,2.7,2.6,"2020/01/01","2020/11/01"
"2020/11/01","20～24",3294145,3116004,6410149,599371,622202,1221573,18.2,20.0,19.1,4.2,4.6,4.4,"2020/01/01","2020/11/01"
"2020/11/01","25～29",3332499,3133721,6466220,714958,712395,1427353,21.5,22.7,22.1,5.0,5.3,5.1,"2020/01/01","2020/11/01"
"2020/11/01","30～34",3562668,3387856,6950524,820387,776607,1596994,23.0,22.9,23.0,5.7,5.8,5.8,"2020/01/01","2020/11/01"
"2020/11/01","35～39",3938861,3791620,7730481,881012,801101,1682113,22.4,21.1,21.8,6.2,5.9,6.1,"2020/01/01","2020/11/01"
"2020/11/01","40～44",4476747,4321668,8798415,950784,827182,1777966,21.2,19.1,20.2,6.7,6.1,6.4,"2020/01/01","2020/11/01"
"2020/11/01","45～49",5052054,4908004,9960058,1087979,950268,2038247,21.5,19.4,20.5,7.6,7.0,7.3,"2020/01/01","2020/11/01"
"2020/11/01","50～54",4370727,4295647,8666374,1026349,921244,1947593,23.5,21.4,22.5,7.2,6.8,7.0,"2020/01/01","2020/11/01"
"2020/11/01","55～59",3893633,3885044,7778677,1051498,954013,2005511,27.0,24.6,25.8,7.4,7.1,7.2,"2020/01/01","2020/11/01"
"2020/11/01","60～64",3705990,3778959,7484949,1074510,975536,2050046,29.0,25.8,27.4,7.5,7.2,7.4,"2020/01/01","2020/11/01"
"2020/11/01","65～69",4136887,4375393,8512280,1180186,1077832,2258018,28.5,24.6,26.5,8.3,8.0,8.1,"2020/01/01","2020/11/01"
"2020/11/01","70～74",4135964,4624192,8760156,1321777,1265098,2586875,32.0,27.4,29.5,9.3,9.4,9.3,"2020/01/01","2020/11/01"
"2020/11/01","75～79",3190582,3961097,7151679,986829,1036129,2022958,30.9,26.2,28.3,6.9,7.7,7.3,"2020/01/01","2020/11/01"
"2020/11/01","80～84",2169304,3092116,5261420,746167,765031,1511198,34.4,24.7,28.7,5.2,5.7,5.4,"2020/01/01","2020/11/01"
"2020/11/01","85～89",1246148,2296585,3542733,453246,451213,904459,36.4,19.6,25.5,3.2,3.3,3.3,"2020/01/01","2020/11/01"
"2020/11/01","90～94",462823,1243823,1706646,174058,166169,340227,37.6,13.4,19.9,1.2,1.2,1.2,"2020/01/01","2020/11/01"
"2020/11/01","95～99",86004,393936,479940,33362,36299,69661,38.8,9.2,14.5,0.2,0.3,0.3,"2020/01/01","2020/11/01"
"2020/11/01","100歳以上",8623,63336,71959,3394,5004,8398,39.4,7.9,11.7,0.0,0.0,0.0,"2020/01/01","2020/11/01"
