"算出基準日","区分","人口","交付枚数","人口に対する交付枚数率","人口算出基準日","交付枚数算出基準日"
"2020/11/01","全国",127138033,27773689,21.8,"2020/01/01","2020/11/01"
"2020/11/01","特別区",9570609,2559166,26.7,"2020/01/01","2020/11/01"
"2020/11/01","政令指定都市",27540108,6383672,23.2,"2020/01/01","2020/11/01"
"2020/11/01","市（政令指定都市を除く）",79244110,16797913,21.2,"2020/01/01","2020/11/01"
"2020/11/01","町村",10783206,2032938,18.9,"2020/01/01","2020/11/01"
