"算出基準日","年齢","人口(男)","人口(女)","人口(計)","交付件数(男)","交付件数(女)","交付件数(計)","交付率(男)","交付率(女)","交付率(計)","全体に対する交付件数割合(男)","全体に対する交付件数割合(女)","全体に対する交付件数割合(計)","人口算出基準日","交付枚数算出基準日"
"2022/12/31","全体",61420626,64507276,125927902,35205715,36700074,71905789,57.3,56.9,57.1,100.0,100.0,100.0,"2022/01/01","2022/12/31"
"2022/12/31","0～4歳",2279668,2171048,4450716,991799,948300,1940099,43.5,43.7,43.6,2.8,2.6,2.7,"2022/01/01","2022/12/31"
"2022/12/31","5～9",2635024,2503916,5138940,1357898,1304756,2662654,51.5,52.1,51.8,3.9,3.6,3.7,"2022/01/01","2022/12/31"
"2022/12/31","10～14",2793011,2653060,5446071,1400667,1349711,2750378,50.1,50.9,50.5,4.0,3.7,3.8,"2022/01/01","2022/12/31"
"2022/12/31","15～19",2879636,2739887,5619523,1549111,1473261,3022372,53.8,53.8,53.8,4.4,4.0,4.2,"2022/01/01","2022/12/31"
"2022/12/31","20～24",3218643,3054516,6273159,1783087,1833886,3616973,55.4,60.0,57.7,5.1,5.0,5.0,"2022/01/01","2022/12/31"
"2022/12/31","25～29",3302687,3107602,6410289,1825763,1954499,3780262,55.3,62.9,59.0,5.2,5.3,5.3,"2022/01/01","2022/12/31"
"2022/12/31","30～34",3395864,3220391,6616255,1933408,2016665,3950073,56.9,62.6,59.7,5.5,5.5,5.5,"2022/01/01","2022/12/31"
"2022/12/31","35～39",3801460,3649784,7451244,2119426,2176512,4295938,55.8,59.6,57.7,6.0,5.9,6.0,"2022/01/01","2022/12/31"
"2022/12/31","40～44",4185468,4036207,8221675,2263125,2306999,4570124,54.1,57.2,55.6,6.4,6.3,6.4,"2022/01/01","2022/12/31"
"2022/12/31","45～49",4949126,4796536,9745662,2617221,2654441,5271662,52.9,55.3,54.1,7.4,7.2,7.3,"2022/01/01","2022/12/31"
"2022/12/31","50～54",4760262,4664526,9424788,2592808,2681548,5274356,54.5,57.5,56.0,7.4,7.3,7.3,"2022/01/01","2022/12/31"
"2022/12/31","55～59",3922885,3898858,7821743,2323856,2420766,4744622,59.2,62.1,60.7,6.6,6.6,6.6,"2022/01/01","2022/12/31"
"2022/12/31","60～64",3657943,3720450,7378393,2316445,2388397,4704842,63.3,64.2,63.8,6.6,6.5,6.5,"2022/01/01","2022/12/31"
"2022/12/31","65～69",3785404,3984827,7770231,2363406,2438351,4801757,62.4,61.2,61.8,6.7,6.6,6.7,"2022/01/01","2022/12/31"
"2022/12/31","70～74",4539801,5064758,9604559,2793032,2999789,5792821,61.5,59.2,60.3,7.9,8.2,8.1,"2022/01/01","2022/12/31"
"2022/12/31","75～79",2986726,3693443,6680169,2059478,2331878,4391356,69.0,63.1,65.7,5.8,6.4,6.1,"2022/01/01","2022/12/31"
"2022/12/31","80～84",2323849,3251908,5575757,1539848,1792261,3332109,66.3,55.1,59.8,4.4,4.9,4.6,"2022/01/01","2022/12/31"
"2022/12/31","85～89",1370107,2436954,3807061,913055,1071698,1984753,66.6,44.0,52.1,2.6,2.9,2.8,"2022/01/01","2022/12/31"
"2022/12/31","90歳以上",633044,1858568,2491612,462282,556356,1018638,73.0,29.9,40.9,1.3,1.5,1.4,"2022/01/01","2022/12/31"
