"算出基準日","区分","人口","交付枚数","人口に対する交付枚数率","人口算出基準日","交付枚数算出基準日"
"2022/12/31","全国",125927902,71905789,57.1,"2022/01/01","2022/12/31"
"2022/12/31","指定都市",27484780,16043067,58.4,"2022/01/01","2022/12/31"
"2022/12/31","特別区・市（指定都市を除く）",87897927,49889684,56.8,"2022/01/01","2022/12/31"
"2022/12/31","町村",10545195,5973038,56.6,"2022/01/01","2022/12/31"
