"算出基準日","都道府県名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付枚数算出基準日"
"2020/10/01","北海道",5267762,954245,18.1,"2020/01/01","2020/10/01"
"2020/10/01","青森県",1275783,229766,18.0,"2020/01/01","2020/10/01"
"2020/10/01","岩手県",1235517,224864,18.2,"2020/01/01","2020/10/01"
"2020/10/01","宮城県",2292385,452697,19.7,"2020/01/01","2020/10/01"
"2020/10/01","秋田県",985416,174683,17.7,"2020/01/01","2020/10/01"
"2020/10/01","山形県",1082296,174028,16.1,"2020/01/01","2020/10/01"
"2020/10/01","福島県",1881981,332481,17.7,"2020/01/01","2020/10/01"
"2020/10/01","茨城県",2921436,586707,20.1,"2020/01/01","2020/10/01"
"2020/10/01","栃木県",1965516,378218,19.2,"2020/01/01","2020/10/01"
"2020/10/01","群馬県",1969439,329494,16.7,"2020/01/01","2020/10/01"
"2020/10/01","埼玉県",7390054,1463522,19.8,"2020/01/01","2020/10/01"
"2020/10/01","千葉県",6319772,1344232,21.3,"2020/01/01","2020/10/01"
"2020/10/01","東京都",13834925,3462441,25.0,"2020/01/01","2020/10/01"
"2020/10/01","神奈川県",9209442,2143116,23.3,"2020/01/01","2020/10/01"
"2020/10/01","新潟県",2236042,349015,15.6,"2020/01/01","2020/10/01"
"2020/10/01","富山県",1055999,195282,18.5,"2020/01/01","2020/10/01"
"2020/10/01","石川県",1139612,203942,17.9,"2020/01/01","2020/10/01"
"2020/10/01","福井県",780053,133818,17.2,"2020/01/01","2020/10/01"
"2020/10/01","山梨県",826579,156566,18.9,"2020/01/01","2020/10/01"
"2020/10/01","長野県",2087307,354068,17.0,"2020/01/01","2020/10/01"
"2020/10/01","岐阜県",2032490,336543,16.6,"2020/01/01","2020/10/01"
"2020/10/01","静岡県",3708556,732435,19.7,"2020/01/01","2020/10/01"
"2020/10/01","愛知県",7575530,1427558,18.8,"2020/01/01","2020/10/01"
"2020/10/01","三重県",1813859,335110,18.5,"2020/01/01","2020/10/01"
"2020/10/01","滋賀県",1420948,302568,21.3,"2020/01/01","2020/10/01"
"2020/10/01","京都府",2545899,533637,21.0,"2020/01/01","2020/10/01"
"2020/10/01","大阪府",8849635,1967816,22.2,"2020/01/01","2020/10/01"
"2020/10/01","兵庫県",5549568,1312332,23.6,"2020/01/01","2020/10/01"
"2020/10/01","奈良県",1353837,327582,24.2,"2020/01/01","2020/10/01"
"2020/10/01","和歌山県",954258,169828,17.8,"2020/01/01","2020/10/01"
"2020/10/01","鳥取県",561175,104368,18.6,"2020/01/01","2020/10/01"
"2020/10/01","島根県",679324,130674,19.2,"2020/01/01","2020/10/01"
"2020/10/01","岡山県",1903627,338655,17.8,"2020/01/01","2020/10/01"
"2020/10/01","広島県",2826858,559473,19.8,"2020/01/01","2020/10/01"
"2020/10/01","山口県",1369882,284779,20.8,"2020/01/01","2020/10/01"
"2020/10/01","徳島県",742505,134418,18.1,"2020/01/01","2020/10/01"
"2020/10/01","香川県",981280,175049,17.8,"2020/01/01","2020/10/01"
"2020/10/01","愛媛県",1369131,246732,18.0,"2020/01/01","2020/10/01"
"2020/10/01","高知県",709230,96570,13.6,"2020/01/01","2020/10/01"
"2020/10/01","福岡県",5129841,1010114,19.7,"2020/01/01","2020/10/01"
"2020/10/01","佐賀県",823810,158704,19.3,"2020/01/01","2020/10/01"
"2020/10/01","長崎県",1350769,295569,21.9,"2020/01/01","2020/10/01"
"2020/10/01","熊本県",1769880,374088,21.1,"2020/01/01","2020/10/01"
"2020/10/01","大分県",1151229,231114,20.1,"2020/01/01","2020/10/01"
"2020/10/01","宮崎県",1095903,309153,28.2,"2020/01/01","2020/10/01"
"2020/10/01","鹿児島県",1630146,315580,19.4,"2020/01/01","2020/10/01"
"2020/10/01","沖縄県",1481547,252012,17.0,"2020/01/01","2020/10/01"
