"算出基準日","区分","人口","交付枚数","人口に対する交付枚数率","人口算出基準日","交付枚数算出基準日"
"2022/11/30","全国",125927902,67846028,53.9,"2022/01/01","2022/11/30"
"2022/11/30","指定都市",27484780,15246988,55.5,"2022/01/01","2022/11/30"
"2022/11/30","特別区・市（指定都市を除く）",87897927,47061843,53.5,"2022/01/01","2022/11/30"
"2022/11/30","町村",10545195,5537197,52.5,"2022/01/01","2022/11/30"
