"算出基準日","都道府県名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付枚数算出基準日"
"2022/11/30","北海道",5183687,2706565,52.2,"2022/01/01","2022/11/30"
"2022/11/30","青森県",1243081,616236,49.6,"2022/01/01","2022/11/30"
"2022/11/30","岩手県",1206479,584236,48.4,"2022/01/01","2022/11/30"
"2022/11/30","宮城県",2268355,1190811,52.5,"2022/01/01","2022/11/30"
"2022/11/30","秋田県",956836,511681,53.5,"2022/01/01","2022/11/30"
"2022/11/30","山形県",1056682,557120,52.7,"2022/01/01","2022/11/30"
"2022/11/30","福島県",1841244,921340,50.0,"2022/01/01","2022/11/30"
"2022/11/30","茨城県",2890377,1500213,51.9,"2022/01/01","2022/11/30"
"2022/11/30","栃木県",1942494,984240,50.7,"2022/01/01","2022/11/30"
"2022/11/30","群馬県",1943667,925591,47.6,"2022/01/01","2022/11/30"
"2022/11/30","埼玉県",7385848,3800650,51.5,"2022/01/01","2022/11/30"
"2022/11/30","千葉県",6310875,3405159,54.0,"2022/01/01","2022/11/30"
"2022/11/30","東京都",13794933,7665610,55.6,"2022/01/01","2022/11/30"
"2022/11/30","神奈川県",9215210,5175585,56.2,"2022/01/01","2022/11/30"
"2022/11/30","新潟県",2188469,1049460,48.0,"2022/01/01","2022/11/30"
"2022/11/30","富山県",1037319,575049,55.4,"2022/01/01","2022/11/30"
"2022/11/30","石川県",1124501,614111,54.6,"2022/01/01","2022/11/30"
"2022/11/30","福井県",767561,412068,53.7,"2022/01/01","2022/11/30"
"2022/11/30","山梨県",816340,422230,51.7,"2022/01/01","2022/11/30"
"2022/11/30","長野県",2056970,991947,48.2,"2022/01/01","2022/11/30"
"2022/11/30","岐阜県",1996682,1086566,54.4,"2022/01/01","2022/11/30"
"2022/11/30","静岡県",3658375,2002473,54.7,"2022/01/01","2022/11/30"
"2022/11/30","愛知県",7528519,4009785,53.3,"2022/01/01","2022/11/30"
"2022/11/30","三重県",1784968,948294,53.1,"2022/01/01","2022/11/30"
"2022/11/30","滋賀県",1415222,801690,56.6,"2022/01/01","2022/11/30"
"2022/11/30","京都府",2511494,1325305,52.8,"2022/01/01","2022/11/30"
"2022/11/30","大阪府",8800753,4784015,54.4,"2022/01/01","2022/11/30"
"2022/11/30","兵庫県",5488605,3191772,58.2,"2022/01/01","2022/11/30"
"2022/11/30","奈良県",1335378,778632,58.3,"2022/01/01","2022/11/30"
"2022/11/30","和歌山県",935084,481254,51.5,"2022/01/01","2022/11/30"
"2022/11/30","鳥取県",551806,302873,54.9,"2022/01/01","2022/11/30"
"2022/11/30","島根県",666331,365305,54.8,"2022/01/01","2022/11/30"
"2022/11/30","岡山県",1879280,1003007,53.4,"2022/01/01","2022/11/30"
"2022/11/30","広島県",2788687,1591207,57.1,"2022/01/01","2022/11/30"
"2022/11/30","山口県",1340458,763750,57.0,"2022/01/01","2022/11/30"
"2022/11/30","徳島県",726729,375187,51.6,"2022/01/01","2022/11/30"
"2022/11/30","香川県",964885,510521,52.9,"2022/01/01","2022/11/30"
"2022/11/30","愛媛県",1341539,784186,58.5,"2022/01/01","2022/11/30"
"2022/11/30","高知県",693369,330198,47.6,"2022/01/01","2022/11/30"
"2022/11/30","福岡県",5108507,2801508,54.8,"2022/01/01","2022/11/30"
"2022/11/30","佐賀県",812193,465756,57.3,"2022/01/01","2022/11/30"
"2022/11/30","長崎県",1320055,695705,52.7,"2022/01/01","2022/11/30"
"2022/11/30","熊本県",1747513,938762,53.7,"2022/01/01","2022/11/30"
"2022/11/30","大分県",1131140,618255,54.7,"2022/01/01","2022/11/30"
"2022/11/30","宮崎県",1078313,738925,68.5,"2022/01/01","2022/11/30"
"2022/11/30","鹿児島県",1605419,897601,55.9,"2022/01/01","2022/11/30"
"2022/11/30","沖縄県",1485670,643594,43.3,"2022/01/01","2022/11/30"
