"算出基準日","都道府県名","市区町村名","総数（人口）","交付枚数","人口に対する交付枚数率","人口算出基準日","交付件数基準日","団体コード"
"2022/11/30","北海道","札幌市",1960668,1060765,54.1,"2022/01/01","2022/11/30",11002
"2022/11/30","北海道","函館市",248106,121298,48.9,"2022/01/01","2022/11/30",12025
"2022/11/30","北海道","小樽市",110426,52491,47.5,"2022/01/01","2022/11/30",12033
"2022/11/30","北海道","旭川市",327960,159683,48.7,"2022/01/01","2022/11/30",12041
"2022/11/30","北海道","室蘭市",79986,46410,58.0,"2022/01/01","2022/11/30",12050
"2022/11/30","北海道","釧路市",163110,95516,58.6,"2022/01/01","2022/11/30",12068
"2022/11/30","北海道","帯広市",165047,74922,45.4,"2022/01/01","2022/11/30",12076
"2022/11/30","北海道","北見市",114326,55871,48.9,"2022/01/01","2022/11/30",12084
"2022/11/30","北海道","夕張市",7055,3295,46.7,"2022/01/01","2022/11/30",12092
"2022/11/30","北海道","岩見沢市",78112,39181,50.2,"2022/01/01","2022/11/30",12106
"2022/11/30","北海道","網走市",34016,16080,47.3,"2022/01/01","2022/11/30",12114
"2022/11/30","北海道","留萌市",19739,11914,60.4,"2022/01/01","2022/11/30",12122
"2022/11/30","北海道","苫小牧市",169528,88255,52.1,"2022/01/01","2022/11/30",12131
"2022/11/30","北海道","稚内市",32280,18552,57.5,"2022/01/01","2022/11/30",12149
"2022/11/30","北海道","美唄市",20001,9727,48.6,"2022/01/01","2022/11/30",12157
"2022/11/30","北海道","芦別市",12430,6685,53.8,"2022/01/01","2022/11/30",12165
"2022/11/30","北海道","江別市",119701,57495,48.0,"2022/01/01","2022/11/30",12173
"2022/11/30","北海道","赤平市",9368,4834,51.6,"2022/01/01","2022/11/30",12181
"2022/11/30","北海道","紋別市",20928,9430,45.1,"2022/01/01","2022/11/30",12190
"2022/11/30","北海道","士別市",17676,9940,56.2,"2022/01/01","2022/11/30",12203
"2022/11/30","北海道","名寄市",26663,13928,52.2,"2022/01/01","2022/11/30",12211
"2022/11/30","北海道","三笠市",7930,4743,59.8,"2022/01/01","2022/11/30",12220
"2022/11/30","北海道","根室市",24231,11818,48.8,"2022/01/01","2022/11/30",12238
"2022/11/30","北海道","千歳市",97716,62827,64.3,"2022/01/01","2022/11/30",12246
"2022/11/30","北海道","滝川市",38780,22737,58.6,"2022/01/01","2022/11/30",12254
"2022/11/30","北海道","砂川市",16169,9320,57.6,"2022/01/01","2022/11/30",12262
"2022/11/30","北海道","歌志内市",2916,1283,44.0,"2022/01/01","2022/11/30",12271
"2022/11/30","北海道","深川市",19658,9250,47.1,"2022/01/01","2022/11/30",12289
"2022/11/30","北海道","富良野市",20617,10749,52.1,"2022/01/01","2022/11/30",12297
"2022/11/30","北海道","登別市",46135,24793,53.7,"2022/01/01","2022/11/30",12301
"2022/11/30","北海道","恵庭市",70108,39930,57.0,"2022/01/01","2022/11/30",12319
"2022/11/30","北海道","伊達市",32901,17820,54.2,"2022/01/01","2022/11/30",12335
"2022/11/30","北海道","北広島市",57767,26790,46.4,"2022/01/01","2022/11/30",12343
"2022/11/30","北海道","石狩市",58096,29272,50.4,"2022/01/01","2022/11/30",12351
"2022/11/30","北海道","北斗市",45025,23070,51.2,"2022/01/01","2022/11/30",12360
"2022/11/30","北海道","石狩郡当別町",15445,7229,46.8,"2022/01/01","2022/11/30",13030
"2022/11/30","北海道","石狩郡新篠津村",2913,1368,47.0,"2022/01/01","2022/11/30",13048
"2022/11/30","北海道","松前郡松前町",6445,3987,61.9,"2022/01/01","2022/11/30",13315
"2022/11/30","北海道","松前郡福島町",3702,2235,60.4,"2022/01/01","2022/11/30",13323
