"算出基準日","区分","人口","交付枚数","人口に対する交付枚数率","人口算出基準日","交付枚数算出基準日"
"2021/07/01","全国",127138033,43438155,34.2,"2020/01/01","2021/07/01"
"2021/07/01","特別区",9570609,3555186,37.1,"2020/01/01","2021/07/01"
"2021/07/01","政令指定都市",27540108,9864018,35.8,"2020/01/01","2021/07/01"
"2021/07/01","市（政令指定都市を除く）",79244110,26612173,33.6,"2020/01/01","2021/07/01"
"2021/07/01","町村",10783206,3406778,31.6,"2020/01/01","2021/07/01"
