"都道府県名","市区町村名","総数（人口）
【H29.1.1時点】","交付枚数
【H29.12.1時点】","交付率"
"全国","","127,907,086","13,009,137","10.2%"
"新潟県","北蒲原郡聖籠町","14,264","706","4.9%"
"新潟県","西蒲原郡弥彦村","8,328","521","6.3%"
"新潟県","南蒲原郡田上町","12,146","582","4.8%"
"新潟県","東蒲原郡阿賀町","11,782","800","6.8%"
"新潟県","三島郡出雲崎町","4,592","394","8.6%"
"新潟県","南魚沼郡湯沢町","8,182","950","11.6%"
"新潟県","中魚沼郡津南町","10,059","670","6.7%"
"新潟県","刈羽郡刈羽村","4,715","444","9.4%"
"新潟県","岩船郡関川村","5,904","400","6.8%"
"新潟県","岩船郡粟島浦村","353","156","44.2%"
"富山県","富山市","418,304","35,756","8.5%"
"富山県","高岡市","174,275","18,036","10.3%"
"富山県","魚津市","42,706","3,297","7.7%"
"富山県","氷見市","49,105","6,423","13.1%"
"富山県","滑川市","33,411","2,698","8.1%"
"富山県","黒部市","41,802","3,971","9.5%"
"富山県","砺波市","49,095","4,032","8.2%"
"富山県","小矢部市","30,746","2,432","7.9%"
"富山県","南砺市","52,472","5,543","10.6%"
"富山県","射水市","93,934","8,772","9.3%"
"富山県","中新川郡舟橋村","3,010","222","7.4%"
"富山県","中新川郡上市町","21,275","1,545","7.3%"
"富山県","中新川郡立山町","26,575","2,099","7.9%"
"富山県","下新川郡入善町","25,498","2,114","8.3%"
"富山県","下新川郡朝日町","12,497","1,099","8.8%"
"石川県","金沢市","454,497","36,588","8.1%"
"石川県","七尾市","54,561","3,925","7.2%"
"石川県","小松市","108,655","11,028","10.1%"
"石川県","輪島市","28,273","1,760","6.2%"
"石川県","珠洲市","15,219","1,101","7.2%"
"石川県","加賀市","68,699","5,343","7.8%"
"石川県","羽咋市","22,401","1,937","8.6%"
"石川県","かほく市","35,062","2,410","6.9%"
"石川県","白山市","113,018","8,610","7.6%"
"石川県","能美市","49,993","3,984","8.0%"
"石川県","野々市市","51,821","3,927","7.6%"
"石川県","能美郡川北町","6,297","375","6.0%"
"石川県","河北郡津幡町","37,791","2,955","7.8%"
"石川県","河北郡内灘町","26,979","2,290","8.5%"
"石川県","羽咋郡志賀町","21,247","1,540","7.2%"
"石川県","羽咋郡宝達志水町","13,629","1,100","8.1%"
"石川県","鹿島郡中能登町","18,475","1,322","7.2%"
"石川県","鳳珠郡穴水町","8,723","642","7.4%"
"石川県","鳳珠郡能登町","18,287","1,393","7.6%"
"福井県","福井市","265,796","18,394","6.9%"
"福井県","敦賀市","66,905","3,787","5.7%"
"福井県","小浜市","30,076","1,977","6.6%"
"福井県","大野市","34,363","2,520","7.3%"
"福井県","勝山市","24,145","2,192","9.1%"
"福井県","鯖江市","69,135","4,226","6.1%"
"福井県","あわら市","28,805","2,100","7.3%"
"福井県","越前市","82,947","5,724","6.9%"
"福井県","坂井市","92,760","6,495","7.0%"
