"都道府県名","市区町村名","総数（人口）
【H29.1.1時点】","交付枚数
【H29.12.1時点】","交付率"
"全国","","127,907,086","13,009,137","10.2%"
"北海道","留萌郡小平町","3,254","238","7.3%"
"北海道","苫前郡苫前町","3,246","250","7.7%"
"北海道","苫前郡羽幌町","7,322","653","8.9%"
"北海道","苫前郡初山別村","1,235","100","8.1%"
"北海道","天塩郡遠別町","2,781","218","7.8%"
"北海道","天塩郡天塩町","3,208","318","9.9%"
"北海道","宗谷郡猿払村","2,737","179","6.5%"
"北海道","枝幸郡浜頓別町","3,783","327","8.6%"
"北海道","枝幸郡中頓別町","1,775","105","5.9%"
"北海道","枝幸郡枝幸町","8,473","1,229","14.5%"
"北海道","天塩郡豊富町","4,057","436","10.7%"
"北海道","礼文郡礼文町","2,629","254","9.7%"
"北海道","利尻郡利尻町","2,147","211","9.8%"
"北海道","利尻郡利尻富士町","2,646","192","7.3%"
"北海道","天塩郡幌延町","2,424","230","9.5%"
"北海道","網走郡美幌町","20,246","1,929","9.5%"
"北海道","網走郡津別町","4,982","331","6.6%"
"北海道","斜里郡斜里町","11,862","1,038","8.8%"
"北海道","斜里郡清里町","4,205","318","7.6%"
"北海道","斜里郡小清水町","5,059","405","8.0%"
"北海道","常呂郡訓子府町","5,201","334","6.4%"
"北海道","常呂郡置戸町","3,034","366","12.1%"
"北海道","常呂郡佐呂間町","5,346","368","6.9%"
"北海道","紋別郡遠軽町","20,717","1,570","7.6%"
"北海道","紋別郡湧別町","9,203","619","6.7%"
"北海道","紋別郡滝上町","2,731","222","8.1%"
"北海道","紋別郡興部町","3,922","280","7.1%"
"北海道","紋別郡西興部村","1,118","72","6.4%"
"北海道","紋別郡雄武町","4,543","359","7.9%"
"北海道","網走郡大空町","7,406","455","6.1%"
"北海道","虻田郡豊浦町","4,180","293","7.0%"
"北海道","有珠郡壮瞥町","2,647","331","12.5%"
"北海道","白老郡白老町","17,685","1,867","10.6%"
"北海道","勇払郡厚真町","4,674","459","9.8%"
"北海道","虻田郡洞爺湖町","9,196","782","8.5%"
"北海道","勇払郡安平町","8,273","745","9.0%"
"北海道","勇払郡むかわ町","8,564","911","10.6%"
"北海道","沙流郡日高町","12,531","889","7.1%"
"北海道","沙流郡平取町","5,267","382","7.3%"
"北海道","新冠郡新冠町","5,700","385","6.8%"
"北海道","浦河郡浦河町","12,805","897","7.0%"
"北海道","様似郡様似町","4,534","259","5.7%"
"北海道","幌泉郡えりも町","4,932","254","5.2%"
"北海道","日高郡新ひだか町","23,425","1,810","7.7%"
"北海道","河東郡音更町","45,238","2,848","6.3%"
"北海道","河東郡士幌町","6,236","429","6.9%"
"北海道","河東郡上士幌町","4,917","357","7.3%"
"北海道","河東郡鹿追町","5,559","464","8.3%"
"北海道","上川郡新得町","6,309","456","7.2%"
"北海道","上川郡清水町","9,741","544","5.6%"
"北海道","河西郡芽室町","18,918","1,195","6.3%"
"北海道","河西郡中札内村","3,977","297","7.5%"
"北海道","河西郡更別村","3,266","239","7.3%"
