"都道府県名","市区町村名","総数（人口）
【H29.1.1時点】","交付枚数
【H29.8.31時点】","交付率"
"全国","","127,907,086","12,301,592","9.6%"
"岡山県","勝田郡奈義町","6,163","435","7.1%"
"岡山県","英田郡西粟倉村","1,485","124","8.4%"
"岡山県","久米郡久米南町","5,039","409","8.1%"
"岡山県","久米郡美咲町","14,951","1,094","7.3%"
"岡山県","加賀郡吉備中央町","12,133","1,016","8.4%"
"広島県","広島市","1,193,857","120,754","10.1%"
"広島県","呉市","231,008","27,823","12.0%"
"広島県","竹原市","26,756","3,202","12.0%"
"広島県","三原市","97,009","10,817","11.2%"
"広島県","尾道市","141,110","12,585","8.9%"
"広島県","福山市","471,345","33,998","7.2%"
"広島県","府中市","40,756","3,518","8.6%"
"広島県","三次市","53,995","5,066","9.4%"
"広島県","庄原市","37,000","2,939","7.9%"
"広島県","大竹市","27,799","2,933","10.6%"
"広島県","東広島市","185,764","22,126","11.9%"
"広島県","廿日市市","117,292","11,300","9.6%"
"広島県","安芸高田市","29,773","3,419","11.5%"
"広島県","江田島市","24,596","2,517","10.2%"
"広島県","安芸郡府中町","52,154","5,865","11.2%"
"広島県","安芸郡海田町","29,592","3,344","11.3%"
"広島県","安芸郡熊野町","24,437","2,474","10.1%"
"広島県","安芸郡坂町","13,101","1,332","10.2%"
"広島県","山県郡安芸太田町","6,650","589","8.9%"
"広島県","山県郡北広島町","19,263","1,901","9.9%"
"広島県","豊田郡大崎上島町","7,839","857","10.9%"
"広島県","世羅郡世羅町","16,845","1,442","8.6%"
"広島県","神石郡神石高原町","9,534","892","9.4%"
"山口県","下関市","269,486","25,792","9.6%"
"山口県","宇部市","168,241","16,707","9.9%"
"山口県","山口市","193,792","16,989","8.8%"
"山口県","萩市","49,772","4,294","8.6%"
"山口県","防府市","117,172","11,365","9.7%"
"山口県","下松市","56,715","5,811","10.2%"
"山口県","岩国市","138,394","14,237","10.3%"
"山口県","光市","52,286","5,378","10.3%"
"山口県","長門市","35,557","3,451","9.7%"
"山口県","柳井市","32,865","3,377","10.3%"
"山口県","美祢市","25,607","2,467","9.6%"
"山口県","周南市","146,475","15,331","10.5%"
"山口県","山陽小野田市","64,020","5,569","8.7%"
"山口県","大島郡周防大島町","17,237","1,964","11.4%"
"山口県","玖珂郡和木町","6,490","772","11.9%"
"山口県","熊毛郡上関町","2,946","136","4.6%"
"山口県","熊毛郡田布施町","15,651","1,567","10.0%"
"山口県","熊毛郡平生町","12,375","1,149","9.3%"
"山口県","阿武郡阿武町","3,507","308","8.8%"
"徳島県","徳島市","256,008","20,248","7.9%"
"徳島県","鳴門市","59,581","5,160","8.7%"
"徳島県","小松島市","39,110","3,092","7.9%"
"徳島県","阿南市","74,951","5,157","6.9%"
"徳島県","吉野川市","42,459","2,697","6.4%"
"徳島県","阿波市","38,692","2,348","6.1%"
