"都道府県名","市区町村名","総数（人口）
【H28.1.1時点】","交付枚数
【H29.5.15時点】","交付率"
"全国","","128,066,211","11,474,475","9.0%"
"福井県","吉田郡永平寺町","19,220","1,019","5.3%"
"福井県","今立郡池田町","2,787","163","5.8%"
"福井県","南条郡南越前町","11,157","691","6.2%"
"福井県","丹生郡越前町","22,649","994","4.4%"
"福井県","三方郡美浜町","10,030","717","7.1%"
"福井県","大飯郡高浜町","10,731","654","6.1%"
"福井県","大飯郡おおい町","8,487","588","6.9%"
"福井県","三方上中郡若狭町","15,718","794","5.1%"
"山梨県","甲府市","192,559","14,385","7.5%"
"山梨県","富士吉田市","50,446","4,372","8.7%"
"山梨県","都留市","31,486","2,062","6.5%"
"山梨県","山梨市","36,258","2,180","6.0%"
"山梨県","大月市","25,994","2,326","8.9%"
"山梨県","韮崎市","30,568","1,772","5.8%"
"山梨県","南アルプス市","72,529","4,447","6.1%"
"山梨県","北杜市","48,065","4,489","9.3%"
"山梨県","甲斐市","74,977","5,472","7.3%"
"山梨県","笛吹市","70,771","4,862","6.9%"
"山梨県","上野原市","24,650","1,844","7.5%"
"山梨県","甲州市","33,306","2,865","8.6%"
"山梨県","中央市","30,977","3,139","10.1%"
"山梨県","西八代郡市川三郷町","16,577","963","5.8%"
"山梨県","南巨摩郡早川町","1,124","131","11.7%"
"山梨県","南巨摩郡身延町","13,154","1,493","11.4%"
"山梨県","南巨摩郡南部町","8,389","713","8.5%"
"山梨県","南巨摩郡富士川町","15,916","1,049","6.6%"
"山梨県","中巨摩郡昭和町","19,472","1,225","6.3%"
"山梨県","南都留郡道志村","1,792","122","6.8%"
"山梨県","南都留郡西桂町","4,499","311","6.9%"
"山梨県","南都留郡忍野村","9,404","896","9.5%"
"山梨県","南都留郡山中湖村","5,852","490","8.4%"
"山梨県","南都留郡鳴沢村","3,154","223","7.1%"
"山梨県","南都留郡富士河口湖町","26,532","1,986","7.5%"
"山梨県","北都留郡小菅村","739","60","8.1%"
"山梨県","北都留郡丹波山村","594","45","7.6%"
"長野県","長野市","383,512","28,556","7.4%"
"長野県","松本市","241,796","18,317","7.6%"
"長野県","上田市","159,639","13,299","8.3%"
"長野県","岡谷市","51,218","3,989","7.8%"
"長野県","飯田市","104,247","7,468","7.2%"
"長野県","諏訪市","50,851","4,959","9.8%"
"長野県","須坂市","51,633","3,030","5.9%"
"長野県","小諸市","43,311","3,269","7.5%"
"長野県","伊那市","69,479","4,646","6.7%"
"長野県","駒ヶ根市","33,385","2,384","7.1%"
"長野県","中野市","45,783","2,916","6.4%"
"長野県","大町市","28,901","2,160","7.5%"
"長野県","飯山市","22,331","1,387","6.2%"
"長野県","茅野市","56,174","4,479","8.0%"
"長野県","塩尻市","67,459","4,790","7.1%"
"長野県","佐久市","99,736","7,579","7.6%"
"長野県","千曲市","61,552","4,375","7.1%"
"長野県","東御市","30,785","1,978","6.4%"
