"都道府県名","市区町村名","総数（人口）
【H29.1.1時点】","交付枚数
【H29.8.31時点】","交付率"
"全国","","127,907,086","12,301,592","9.6%"
"長野県","安曇野市","98,099","8,952","9.1%"
"長野県","南佐久郡小海町","4,759","349","7.3%"
"長野県","南佐久郡川上村","4,025","184","4.6%"
"長野県","南佐久郡南牧村","3,198","232","7.3%"
"長野県","南佐久郡南相木村","1,061","98","9.2%"
"長野県","南佐久郡北相木村","786","55","7.0%"
"長野県","南佐久郡佐久穂町","11,591","810","7.0%"
"長野県","北佐久郡軽井沢町","20,295","2,077","10.2%"
"長野県","北佐久郡御代田町","15,505","1,364","8.8%"
"長野県","北佐久郡立科町","7,538","684","9.1%"
"長野県","小県郡青木村","4,517","267","5.9%"
"長野県","小県郡長和町","6,348","319","5.0%"
"長野県","諏訪郡下諏訪町","20,744","2,540","12.2%"
"長野県","諏訪郡富士見町","14,956","1,234","8.3%"
"長野県","諏訪郡原村","7,919","584","7.4%"
"長野県","上伊那郡辰野町","20,056","1,690","8.4%"
"長野県","上伊那郡箕輪町","25,081","1,729","6.9%"
"長野県","上伊那郡飯島町","9,708","751","7.7%"
"長野県","上伊那郡南箕輪村","15,314","967","6.3%"
"長野県","上伊那郡中川村","5,022","273","5.4%"
"長野県","上伊那郡宮田村","9,113","685","7.5%"
"長野県","下伊那郡松川町","13,549","734","5.4%"
"長野県","下伊那郡高森町","13,245","784","5.9%"
"長野県","下伊那郡阿南町","4,831","267","5.5%"
"長野県","下伊那郡阿智村","6,639","270","4.1%"
"長野県","下伊那郡平谷村","450","34","7.6%"
"長野県","下伊那郡根羽村","976","67","6.9%"
"長野県","下伊那郡下條村","3,856","152","3.9%"
"長野県","下伊那郡売木村","584","46","7.9%"
"長野県","下伊那郡天龍村","1,392","106","7.6%"
"長野県","下伊那郡泰阜村","1,696","108","6.4%"
"長野県","下伊那郡喬木村","6,556","324","4.9%"
"長野県","下伊那郡豊丘村","6,820","423","6.2%"
"長野県","下伊那郡大鹿村","1,064","100","9.4%"
"長野県","木曽郡上松町","4,750","447","9.4%"
"長野県","木曽郡南木曽町","4,344","267","6.1%"
"長野県","木曽郡木祖村","3,009","209","6.9%"
"長野県","木曽郡王滝村","806","72","8.9%"
"長野県","木曽郡大桑村","3,896","287","7.4%"
"長野県","木曽郡木曽町","11,681","965","8.3%"
"長野県","東筑摩郡麻績村","2,864","156","5.4%"
"長野県","東筑摩郡生坂村","1,873","149","8.0%"
"長野県","東筑摩郡山形村","8,764","517","5.9%"
"長野県","東筑摩郡朝日村","4,653","199","4.3%"
"長野県","東筑摩郡筑北村","4,790","355","7.4%"
"長野県","北安曇郡池田町","10,152","753","7.4%"
"長野県","北安曇郡松川村","9,943","687","6.9%"
"長野県","北安曇郡白馬村","9,229","715","7.7%"
"長野県","北安曇郡小谷村","3,042","331","10.9%"
"長野県","埴科郡坂城町","15,241","997","6.5%"
"長野県","上高井郡小布施町","11,111","679","6.1%"
"長野県","上高井郡高山村","7,240","372","5.1%"
"長野県","下高井郡山ノ内町","13,064","749","5.7%"
