"都道府県名","市区町村名","総数（人口）
【H28.1.1時点】","交付枚数
【H29.5.15時点】","交付率"
"全国","","128,066,211","11,474,475","9.0%"
"鹿児島県","大島郡伊仙町","6,961","405","5.8%"
"鹿児島県","大島郡和泊町","6,983","549","7.9%"
"鹿児島県","大島郡知名町","6,321","737","11.7%"
"鹿児島県","大島郡与論町","5,406","557","10.3%"
"沖縄県","那覇市","324,169","22,517","6.9%"
"沖縄県","宜野湾市","97,509","5,650","5.8%"
"沖縄県","石垣市","49,174","4,305","8.8%"
"沖縄県","浦添市","114,165","6,341","5.6%"
"沖縄県","名護市","62,227","3,149","5.1%"
"沖縄県","糸満市","60,206","3,646","6.1%"
"沖縄県","沖縄市","140,503","9,476","6.7%"
"沖縄県","豊見城市","62,566","3,623","5.8%"
"沖縄県","うるま市","122,099","8,211","6.7%"
"沖縄県","宮古島市","54,519","3,953","7.3%"
"沖縄県","南城市","42,836","4,788","11.2%"
"沖縄県","国頭郡国頭村","5,006","365","7.3%"
"沖縄県","国頭郡大宜味村","3,157","123","3.9%"
"沖縄県","国頭郡東村","1,876","114","6.1%"
"沖縄県","国頭郡今帰仁村","9,611","377","3.9%"
"沖縄県","国頭郡本部町","13,590","679","5.0%"
"沖縄県","国頭郡恩納村","10,906","472","4.3%"
"沖縄県","国頭郡宜野座村","5,916","237","4.0%"
"沖縄県","国頭郡金武町","11,495","678","5.9%"
"沖縄県","国頭郡伊江村","4,700","430","9.1%"
"沖縄県","中頭郡読谷村","41,214","2,177","5.3%"
"沖縄県","中頭郡嘉手納町","13,841","547","4.0%"
"沖縄県","中頭郡北谷町","29,093","1,766","6.1%"
"沖縄県","中頭郡北中城村","16,897","899","5.3%"
"沖縄県","中頭郡中城村","19,725","938","4.8%"
"沖縄県","中頭郡西原町","35,318","1,853","5.2%"
"沖縄県","島尻郡与那原町","18,906","1,077","5.7%"
"沖縄県","島尻郡南風原町","37,342","1,952","5.2%"
"沖縄県","島尻郡渡嘉敷村","693","35","5.1%"
"沖縄県","島尻郡座間味村","910","116","12.7%"
"沖縄県","島尻郡粟国村","734","56","7.6%"
"沖縄県","島尻郡渡名喜村","389","27","6.9%"
"沖縄県","島尻郡南大東村","1,282","61","4.8%"
"沖縄県","島尻郡北大東村","590","121","20.5%"
"沖縄県","島尻郡伊平屋村","1,288","43","3.3%"
"沖縄県","島尻郡伊是名村","1,530","396","25.9%"
"沖縄県","島尻郡久米島町","8,235","268","3.3%"
"沖縄県","島尻郡八重瀬町","30,093","1,263","4.2%"
"沖縄県","宮古郡多良間村","1,192","42","3.5%"
"沖縄県","八重山郡竹富町","4,239","493","11.6%"
"沖縄県","八重山郡与那国町","1,490","121","8.1%"
