"都道府県名","市区町村名","総数（人口）
【H29.1.1時点】","交付枚数
【H29.8.31時点】","交付率"
"全国","","127,907,086","12,301,592","9.6%"
"東京都","目黒区","273,708","35,988","13.1%"
"東京都","大田区","717,295","83,894","11.7%"
"東京都","世田谷区","892,535","102,068","11.4%"
"東京都","渋谷区","222,278","27,833","12.5%"
"東京都","中野区","325,460","37,331","11.5%"
"東京都","杉並区","558,950","68,345","12.2%"
"東京都","豊島区","284,307","37,691","13.3%"
"東京都","北区","345,149","39,862","11.5%"
"東京都","荒川区","213,113","22,641","10.6%"
"東京都","板橋区","557,309","68,631","12.3%"
"東京都","練馬区","723,711","99,032","13.7%"
"東京都","足立区","681,281","65,127","9.6%"
"東京都","葛飾区","456,893","52,303","11.4%"
"東京都","江戸川区","691,514","81,914","11.8%"
"東京都","八王子市","563,228","65,670","11.7%"
"東京都","立川市","181,554","19,136","10.5%"
"東京都","武蔵野市","143,964","16,679","11.6%"
"東京都","三鷹市","185,101","22,678","12.3%"
"東京都","青梅市","135,986","19,027","14.0%"
"東京都","府中市","258,000","28,516","11.1%"
"東京都","昭島市","112,789","11,321","10.0%"
"東京都","調布市","229,886","23,434","10.2%"
"東京都","町田市","428,572","49,365","11.5%"
"東京都","小金井市","119,359","14,549","12.2%"
"東京都","小平市","189,885","20,458","10.8%"
"東京都","日野市","183,589","28,371","15.5%"
"東京都","東村山市","150,739","16,092","10.7%"
"東京都","国分寺市","120,656","15,662","13.0%"
"東京都","国立市","75,452","8,057","10.7%"
"東京都","福生市","58,554","5,639","9.6%"
"東京都","狛江市","80,807","9,627","11.9%"
"東京都","東大和市","85,945","10,506","12.2%"
"東京都","清瀬市","74,510","9,415","12.6%"
"東京都","東久留米市","116,867","14,611","12.5%"
"東京都","武蔵村山市","72,238","6,999","9.7%"
"東京都","多摩市","148,293","16,016","10.8%"
"東京都","稲城市","89,089","9,298","10.4%"
"東京都","羽村市","56,244","5,836","10.4%"
"東京都","あきる野市","81,403","7,880","9.7%"
"東京都","西東京市","199,790","25,784","12.9%"
"東京都","西多摩郡瑞穂町","33,716","2,503","7.4%"
"東京都","西多摩郡日の出町","17,015","1,545","9.1%"
"東京都","西多摩郡檜原村","2,283","213","9.3%"
"東京都","西多摩郡奥多摩町","5,270","442","8.4%"
"東京都","大島町","8,015","519","6.5%"
"東京都","利島村","315","20","6.3%"
"東京都","新島村","2,753","273","9.9%"
"東京都","神津島村","1,878","100","5.3%"
"東京都","三宅島　三宅村","2,583","293","11.3%"
"東京都","御蔵島村","303","39","12.9%"
"東京都","八丈島　八丈町","7,706","738","9.6%"
"東京都","青ヶ島村","160","16","10.0%"
"東京都","小笠原村","2,594","343","13.2%"
