"都道府県名","市区町村名","総数（人口）
【H29.1.1時点】","交付枚数
【H29.12.1時点】","交付率"
"全国","","127,907,086","13,009,137","10.2%"
"北海道","島牧郡島牧村","1,544","144","9.3%"
"北海道","寿都郡寿都町","3,094","307","9.9%"
"北海道","寿都郡黒松内町","2,977","201","6.8%"
"北海道","磯谷郡蘭越町","4,889","385","7.9%"
"北海道","虻田郡ニセコ町","5,142","380","7.4%"
"北海道","虻田郡真狩村","2,095","150","7.2%"
"北海道","虻田郡留寿都村","1,974","185","9.4%"
"北海道","虻田郡喜茂別町","2,256","137","6.1%"
"北海道","虻田郡京極町","3,119","197","6.3%"
"北海道","虻田郡倶知安町","16,469","1,342","8.1%"
"北海道","岩内郡共和町","6,121","598","9.8%"
"北海道","岩内郡岩内町","13,180","1,157","8.8%"
"北海道","古宇郡泊村","1,739","180","10.4%"
"北海道","古宇郡神恵内村","901","79","8.8%"
"北海道","積丹郡積丹町","2,194","172","7.8%"
"北海道","古平郡古平町","3,248","239","7.4%"
"北海道","余市郡仁木町","3,392","279","8.2%"
"北海道","余市郡余市町","19,617","1,527","7.8%"
"北海道","余市郡赤井川村","1,228","90","7.3%"
"北海道","空知郡南幌町","7,785","834","10.7%"
"北海道","空知郡奈井江町","5,648","667","11.8%"
"北海道","空知郡上砂川町","3,247","343","10.6%"
"北海道","夕張郡由仁町","5,368","592","11.0%"
"北海道","夕張郡長沼町","11,211","1,234","11.0%"
"北海道","夕張郡栗山町","12,329","1,320","10.7%"
"北海道","樺戸郡月形町","3,419","211","6.2%"
"北海道","樺戸郡浦臼町","1,958","288","14.7%"
"北海道","樺戸郡新十津川町","6,789","735","10.8%"
"北海道","雨竜郡妹背牛町","3,110","445","14.3%"
"北海道","雨竜郡秩父別町","2,433","228","9.4%"
"北海道","雨竜郡雨竜町","2,542","256","10.1%"
"北海道","雨竜郡北竜町","1,961","230","11.7%"
"北海道","雨竜郡沼田町","3,192","344","10.8%"
"北海道","上川郡鷹栖町","7,127","467","6.6%"
"北海道","上川郡東神楽町","10,403","731","7.0%"
"北海道","上川郡当麻町","6,637","523","7.9%"
"北海道","上川郡比布町","3,828","215","5.6%"
"北海道","上川郡愛別町","2,963","290","9.8%"
"北海道","上川郡上川町","3,789","439","11.6%"
"北海道","上川郡東川町","8,188","700","8.5%"
"北海道","上川郡美瑛町","10,335","721","7.0%"
"北海道","空知郡上富良野町","10,984","1,315","12.0%"
"北海道","空知郡中富良野町","5,120","458","8.9%"
"北海道","空知郡南富良野町","2,592","244","9.4%"
"北海道","勇払郡占冠村","1,258","118","9.4%"
"北海道","上川郡和寒町","3,542","304","8.6%"
"北海道","上川郡剣淵町","3,273","273","8.3%"
"北海道","上川郡下川町","3,355","208","6.2%"
"北海道","中川郡美深町","4,573","373","8.2%"
"北海道","中川郡音威子府村","790","79","10.0%"
"北海道","中川郡中川町","1,632","197","12.1%"
"北海道","雨竜郡幌加内町","1,576","208","13.2%"
"北海道","増毛郡増毛町","4,606","435","9.4%"
