"都道府県名","市区町村名","総数（人口）
【H28.1.1時点】","交付枚数
【H29.5.15時点】","交付率"
"全国","","128,066,211","11,474,475","9.0%"
"佐賀県","神埼郡吉野ヶ里町","16,248","1,216","7.5%"
"佐賀県","三養基郡基山町","17,490","1,495","8.5%"
"佐賀県","三養基郡上峰町","9,516","653","6.9%"
"佐賀県","三養基郡みやき町","25,553","1,915","7.5%"
"佐賀県","東松浦郡玄海町","6,039","277","4.6%"
"佐賀県","西松浦郡有田町","20,723","1,312","6.3%"
"佐賀県","杵島郡大町町","6,936","543","7.8%"
"佐賀県","杵島郡江北町","9,740","563","5.8%"
"佐賀県","杵島郡白石町","24,365","952","3.9%"
"佐賀県","藤津郡太良町","9,352","428","4.6%"
"長崎県","長崎市","435,525","40,308","9.3%"
"長崎県","佐世保市","258,466","24,866","9.6%"
"長崎県","島原市","46,884","3,503","7.5%"
"長崎県","諫早市","140,140","9,615","6.9%"
"長崎県","大村市","94,760","9,255","9.8%"
"長崎県","平戸市","33,216","1,964","5.9%"
"長崎県","松浦市","24,048","2,018","8.4%"
"長崎県","対馬市","32,523","2,660","8.2%"
"長崎県","壱岐市","27,991","2,847","10.2%"
"長崎県","五島市","38,956","3,933","10.1%"
"長崎県","西海市","29,458","2,298","7.8%"
"長崎県","雲仙市","45,686","2,378","5.2%"
"長崎県","南島原市","48,773","2,685","5.5%"
"長崎県","西彼杵郡長与町","42,653","3,551","8.3%"
"長崎県","西彼杵郡時津町","30,143","2,660","8.8%"
"長崎県","東彼杵郡東彼杵町","8,340","641","7.7%"
"長崎県","東彼杵郡川棚町","14,408","936","6.5%"
"長崎県","東彼杵郡波佐見町","15,127","841","5.6%"
"長崎県","北松浦郡小値賀町","2,622","127","4.8%"
"長崎県","北松浦郡佐々町","13,822","985","7.1%"
"長崎県","南松浦郡新上五島町","20,562","1,018","5.0%"
"熊本県","熊本市","735,234","66,311","9.0%"
"熊本県","八代市","130,572","10,721","8.2%"
"熊本県","人吉市","33,963","3,363","9.9%"
"熊本県","荒尾市","54,464","4,301","7.9%"
"熊本県","水俣市","25,893","2,589","10.0%"
"熊本県","玉名市","67,984","3,993","5.9%"
"熊本県","山鹿市","54,118","4,802","8.9%"
"熊本県","菊池市","50,048","3,233","6.5%"
"熊本県","宇土市","37,997","2,742","7.2%"
"熊本県","上天草市","29,108","2,614","9.0%"
"熊本県","宇城市","60,899","4,120","6.8%"
"熊本県","阿蘇市","27,618","2,347","8.5%"
"熊本県","天草市","85,654","7,328","8.6%"
"熊本県","合志市","59,702","4,021","6.7%"
"熊本県","下益城郡美里町","10,826","701","6.5%"
"熊本県","玉名郡玉東町","5,463","338","6.2%"
"熊本県","玉名郡南関町","10,309","681","6.6%"
"熊本県","玉名郡長洲町","16,432","1,483","9.0%"
"熊本県","玉名郡和水町","10,713","797","7.4%"
"熊本県","菊池郡大津町","34,086","2,265","6.6%"
"熊本県","菊池郡菊陽町","40,513","3,133","7.7%"
"熊本県","阿蘇郡南小国町","4,265","244","5.7%"
