"都道府県名","市区町村名","総数（人口）
【H28.1.1時点】","交付枚数
【H29.5.15時点】","交付率"
"全国","","128,066,211","11,474,475","9.0%"
"長野県","下高井郡木島平村","4,951","237","4.8%"
"長野県","下高井郡野沢温泉村","3,735","276","7.4%"
"長野県","上水内郡信濃町","8,943","781","8.7%"
"長野県","上水内郡小川村","2,739","174","6.4%"
"長野県","上水内郡飯綱町","11,693","737","6.3%"
"長野県","下水内郡栄村","2,049","81","4.0%"
"岐阜県","岐阜市","413,995","32,527","7.9%"
"岐阜県","大垣市","162,395","12,776","7.9%"
"岐阜県","高山市","90,763","6,405","7.1%"
"岐阜県","多治見市","113,419","8,418","7.4%"
"岐阜県","関市","90,879","4,942","5.4%"
"岐阜県","中津川市","80,894","5,088","6.3%"
"岐阜県","美濃市","21,653","1,149","5.3%"
"岐阜県","瑞浪市","38,968","2,862","7.3%"
"岐阜県","羽島市","68,620","4,339","6.3%"
"岐阜県","恵那市","52,339","2,745","5.2%"
"岐阜県","美濃加茂市","55,808","2,765","5.0%"
"岐阜県","土岐市","59,867","3,742","6.3%"
"岐阜県","各務原市","148,409","9,985","6.7%"
"岐阜県","可児市","101,148","7,609","7.5%"
"岐阜県","山県市","28,300","1,786","6.3%"
"岐阜県","瑞穂市","53,576","3,935","7.3%"
"岐阜県","飛騨市","25,561","1,658","6.5%"
"岐阜県","本巣市","35,175","2,557","7.3%"
"岐阜県","郡上市","43,940","2,476","5.6%"
"岐阜県","下呂市","34,351","2,341","6.8%"
"岐阜県","海津市","36,313","2,812","7.7%"
"岐阜県","羽島郡岐南町","24,903","1,502","6.0%"
"岐阜県","羽島郡笠松町","22,550","1,759","7.8%"
"岐阜県","養老郡養老町","30,548","2,023","6.6%"
"岐阜県","不破郡垂井町","28,074","2,029","7.2%"
"岐阜県","不破郡関ケ原町","7,569","577","7.6%"
"岐阜県","安八郡神戸町","19,738","1,505","7.6%"
"岐阜県","安八郡輪之内町","9,943","570","5.7%"
"岐阜県","安八郡安八町","15,251","1,013","6.6%"
"岐阜県","揖斐郡揖斐川町","22,476","1,359","6.0%"
"岐阜県","揖斐郡大野町","23,792","1,597","6.7%"
"岐阜県","揖斐郡池田町","24,572","1,441","5.9%"
"岐阜県","本巣郡北方町","18,344","1,316","7.2%"
"岐阜県","加茂郡坂祝町","8,238","561","6.8%"
"岐阜県","加茂郡富加町","5,720","327","5.7%"
"岐阜県","加茂郡川辺町","10,543","622","5.9%"
"岐阜県","加茂郡七宗町","4,135","315","7.6%"
"岐阜県","加茂郡八百津町","11,618","834","7.2%"
"岐阜県","加茂郡白川町","8,916","516","5.8%"
"岐阜県","加茂郡東白川村","2,432","151","6.2%"
"岐阜県","可児郡御嵩町","18,766","1,529","8.1%"
"岐阜県","大野郡白川村","1,694","83","4.9%"
"静岡県","静岡市","712,184","62,405","8.8%"
"静岡県","浜松市","809,027","64,133","7.9%"
"静岡県","沼津市","200,704","19,009","9.5%"
"静岡県","熱海市","38,055","4,614","12.1%"
"静岡県","三島市","111,601","10,520","9.4%"
