"都道府県名","市区町村名","総数（人口）
【H28.1.1時点】","交付枚数
【H29.5.15時点】","交付率"
"全国","","128,066,211","11,474,475","9.0%"
"東京都","目黒区","271,469","32,944","12.1%"
"東京都","大田区","712,057","76,998","10.8%"
"東京都","世田谷区","883,289","91,996","10.4%"
"東京都","渋谷区","219,898","25,176","11.4%"
"東京都","中野区","321,734","33,601","10.4%"
"東京都","杉並区","553,288","62,791","11.3%"
"東京都","豊島区","280,639","34,527","12.3%"
"東京都","北区","341,252","36,184","10.6%"
"東京都","荒川区","211,271","20,552","9.7%"
"東京都","板橋区","550,758","59,451","10.8%"
"東京都","練馬区","719,109","86,384","12.0%"
"東京都","足立区","678,623","57,964","8.5%"
"東京都","葛飾区","452,789","47,907","10.6%"
"東京都","江戸川区","686,387","74,498","10.9%"
"東京都","八王子市","562,795","60,200","10.7%"
"東京都","立川市","179,796","17,664","9.8%"
"東京都","武蔵野市","143,262","15,342","10.7%"
"東京都","三鷹市","182,897","20,862","11.4%"
"東京都","青梅市","136,750","16,506","12.1%"
"東京都","府中市","256,748","26,600","10.4%"
"東京都","昭島市","112,897","10,495","9.3%"
"東京都","調布市","226,413","21,478","9.5%"
"東京都","町田市","426,937","46,184","10.8%"
"東京都","小金井市","117,978","13,475","11.4%"
"東京都","小平市","188,609","19,035","10.1%"
"東京都","日野市","182,765","26,299","14.4%"
"東京都","東村山市","150,858","15,201","10.1%"
"東京都","国分寺市","119,940","14,497","12.1%"
"東京都","国立市","74,971","7,426","9.9%"
"東京都","福生市","58,613","5,229","8.9%"
"東京都","狛江市","80,008","8,918","11.1%"
"東京都","東大和市","86,101","9,721","11.3%"
"東京都","清瀬市","74,403","8,842","11.9%"
"東京都","東久留米市","117,128","13,518","11.5%"
"東京都","武蔵村山市","72,243","6,230","8.6%"
"東京都","多摩市","147,849","15,039","10.2%"
"東京都","稲城市","87,461","8,646","9.9%"
"東京都","羽村市","56,355","5,443","9.7%"
"東京都","あきる野市","81,483","7,419","9.1%"
"東京都","西東京市","198,974","23,948","12.0%"
"東京都","西多摩郡瑞穂町","33,905","2,348","6.9%"
"東京都","西多摩郡日の出町","17,020","1,448","8.5%"
"東京都","西多摩郡檜原村","2,343","198","8.5%"
"東京都","西多摩郡奥多摩町","5,378","417","7.8%"
"東京都","大島町","8,178","478","5.8%"
"東京都","利島村","314","18","5.7%"
"東京都","新島村","2,818","242","8.6%"
"東京都","神津島村","1,927","95","4.9%"
"東京都","三宅島　三宅村","2,619","280","10.7%"
"東京都","御蔵島村","314","38","12.1%"
"東京都","八丈島　八丈町","7,834","698","8.9%"
"東京都","青ヶ島村","166","16","9.6%"
"東京都","小笠原村","2,587","328","12.7%"
