"都道府県名","市区町村名","総数（人口）
【H28.1.1時点】","交付枚数
【H29.5.15時点】","交付率"
"全国","","128,066,211","11,474,475","9.0%"
"千葉県","佐倉市","177,056","14,435","8.2%"
"千葉県","東金市","60,335","6,556","10.9%"
"千葉県","旭市","67,598","4,821","7.1%"
"千葉県","習志野市","168,838","18,270","10.8%"
"千葉県","柏市","409,001","39,287","9.6%"
"千葉県","勝浦市","19,033","1,960","10.3%"
"千葉県","市原市","279,697","27,568","9.9%"
"千葉県","流山市","176,248","18,130","10.3%"
"千葉県","八千代市","195,173","21,909","11.2%"
"千葉県","我孫子市","132,853","15,273","11.5%"
"千葉県","鴨川市","34,453","3,530","10.2%"
"千葉県","鎌ケ谷市","109,458","11,652","10.6%"
"千葉県","君津市","87,447","9,383","10.7%"
"千葉県","富津市","46,492","3,718","8.0%"
"千葉県","浦安市","164,034","18,861","11.5%"
"千葉県","四街道市","91,645","10,788","11.8%"
"千葉県","袖ケ浦市","62,063","5,807","9.4%"
"千葉県","八街市","72,713","7,247","10.0%"
"千葉県","印西市","95,040","9,279","9.8%"
"千葉県","白井市","63,169","6,455","10.2%"
"千葉県","富里市","49,947","5,074","10.2%"
"千葉県","南房総市","40,388","4,233","10.5%"
"千葉県","匝瑳市","38,197","3,117","8.2%"
"千葉県","香取市","80,015","6,827","8.5%"
"千葉県","山武市","54,139","4,776","8.8%"
"千葉県","いすみ市","40,014","3,800","9.5%"
"千葉県","大網白里市","50,409","5,913","11.7%"
"千葉県","印旛郡酒々井町","21,256","2,457","11.6%"
"千葉県","印旛郡栄町","21,541","2,647","12.3%"
"千葉県","香取郡神崎町","6,321","641","10.1%"
"千葉県","香取郡多古町","15,240","1,164","7.6%"
"千葉県","香取郡東庄町","14,634","923","6.3%"
"千葉県","山武郡九十九里町","17,082","1,400","8.2%"
"千葉県","山武郡芝山町","7,621","757","9.9%"
"千葉県","山武郡横芝光町","24,728","2,038","8.2%"
"千葉県","長生郡一宮町","12,469","1,044","8.4%"
"千葉県","長生郡睦沢町","7,365","580","7.9%"
"千葉県","長生郡長生村","14,705","1,301","8.8%"
"千葉県","長生郡白子町","11,830","951","8.0%"
"千葉県","長生郡長柄町","7,378","661","9.0%"
"千葉県","長生郡長南町","8,522","719","8.4%"
"千葉県","夷隅郡大多喜町","9,747","705","7.2%"
"千葉県","夷隅郡御宿町","7,788","1,115","14.3%"
"千葉県","安房郡鋸南町","8,370","927","11.1%"
"東京都","千代田区","58,576","7,541","12.9%"
"東京都","中央区","142,995","19,167","13.4%"
"東京都","港区","243,977","34,245","14.0%"
"東京都","新宿区","334,193","38,354","11.5%"
"東京都","文京区","210,312","23,585","11.2%"
"東京都","台東区","191,749","24,806","12.9%"
"東京都","墨田区","261,723","27,355","10.5%"
"東京都","江東区","501,501","56,028","11.2%"
"東京都","品川区","378,123","44,376","11.7%"
