"都道府県名","市区町村名","総数（人口）
【H29.1.1時点】","交付枚数
【H29.8.31時点】","交付率"
"全国","","127,907,086","12,301,592","9.6%"
"兵庫県","赤穂市","49,090","5,543","11.3%"
"兵庫県","西脇市","41,654","2,842","6.8%"
"兵庫県","宝塚市","234,349","23,755","10.1%"
"兵庫県","三木市","78,803","9,280","11.8%"
"兵庫県","高砂市","92,770","9,835","10.6%"
"兵庫県","川西市","159,668","21,469","13.4%"
"兵庫県","小野市","49,083","3,777","7.7%"
"兵庫県","三田市","113,794","11,001","9.7%"
"兵庫県","加西市","45,099","3,474","7.7%"
"兵庫県","篠山市","42,617","3,089","7.2%"
"兵庫県","養父市","24,778","2,129","8.6%"
"兵庫県","丹波市","66,108","4,610","7.0%"
"兵庫県","南あわじ市","48,733","2,994","6.1%"
"兵庫県","朝来市","31,481","2,313","7.3%"
"兵庫県","淡路市","45,279","3,911","8.6%"
"兵庫県","宍粟市","39,352","3,426","8.7%"
"兵庫県","加東市","40,329","5,493","13.6%"
"兵庫県","たつの市","78,231","7,524","9.6%"
"兵庫県","川辺郡猪名川町","31,729","4,012","12.6%"
"兵庫県","多可郡多可町","21,682","1,636","7.5%"
"兵庫県","加古郡稲美町","31,470","3,379","10.7%"
"兵庫県","加古郡播磨町","34,711","6,002","17.3%"
"兵庫県","神崎郡市川町","12,675","1,113","8.8%"
"兵庫県","神崎郡福崎町","19,527","1,156","5.9%"
"兵庫県","神崎郡神河町","11,855","1,249","10.5%"
"兵庫県","揖保郡太子町","34,344","3,782","11.0%"
"兵庫県","赤穂郡上郡町","15,586","1,939","12.4%"
"兵庫県","佐用郡佐用町","17,711","1,300","7.3%"
"兵庫県","美方郡香美町","18,634","1,602","8.6%"
"兵庫県","美方郡新温泉町","15,174","1,130","7.4%"
"奈良県","奈良市","360,459","37,881","10.5%"
"奈良県","大和高田市","66,784","6,219","9.3%"
"奈良県","大和郡山市","87,742","11,671","13.3%"
"奈良県","天理市","66,588","7,451","11.2%"
"奈良県","橿原市","123,589","21,240","17.2%"
"奈良県","桜井市","58,625","4,739","8.1%"
"奈良県","五條市","31,911","2,434","7.6%"
"奈良県","御所市","27,065","2,561","9.5%"
"奈良県","生駒市","120,925","19,256","15.9%"
"奈良県","香芝市","79,044","7,925","10.0%"
"奈良県","葛城市","37,170","2,888","7.8%"
"奈良県","宇陀市","31,660","2,970","9.4%"
"奈良県","山辺郡山添村","3,737","210","5.6%"
"奈良県","生駒郡平群町","19,247","2,029","10.5%"
"奈良県","生駒郡三郷町","23,262","2,449","10.5%"
"奈良県","生駒郡斑鳩町","28,298","3,364","11.9%"
"奈良県","生駒郡安堵町","7,559","673","8.9%"
"奈良県","磯城郡川西町","8,688","734","8.4%"
"奈良県","磯城郡三宅町","7,069","542","7.7%"
"奈良県","磯城郡田原本町","32,330","2,986","9.2%"
"奈良県","宇陀郡曽爾村","1,545","94","6.1%"
"奈良県","宇陀郡御杖村","1,758","150","8.5%"
"奈良県","高市郡高取町","7,006","641","9.1%"
