"都道府県名","市区町村名","総数（人口）
【H29.1.1時点】","交付枚数
【H29.8.31時点】","交付率"
"全国","","127,907,086","12,301,592","9.6%"
"宮崎県","東諸県郡綾町","7,558","519","6.9%"
"宮崎県","児湯郡高鍋町","20,919","1,795","8.6%"
"宮崎県","児湯郡新富町","17,791","1,436","8.1%"
"宮崎県","児湯郡西米良村","1,209","111","9.2%"
"宮崎県","児湯郡木城町","5,350","416","7.8%"
"宮崎県","児湯郡川南町","16,128","1,804","11.2%"
"宮崎県","児湯郡都農町","10,818","973","9.0%"
"宮崎県","東臼杵郡門川町","18,437","1,176","6.4%"
"宮崎県","東臼杵郡諸塚村","1,835","98","5.3%"
"宮崎県","東臼杵郡椎葉村","2,945","170","5.8%"
"宮崎県","東臼杵郡美郷町","5,790","496","8.6%"
"宮崎県","西臼杵郡高千穂町","12,771","885","6.9%"
"宮崎県","西臼杵郡日之影町","4,183","224","5.4%"
"宮崎県","西臼杵郡五ヶ瀬町","4,083","227","5.6%"
"鹿児島県","鹿児島市","606,706","53,108","8.8%"
"鹿児島県","鹿屋市","104,650","9,988","9.5%"
"鹿児島県","枕崎市","22,192","2,076","9.4%"
"鹿児島県","阿久根市","21,533","2,011","9.3%"
"鹿児島県","出水市","54,667","5,014","9.2%"
"鹿児島県","指宿市","42,238","3,717","8.8%"
"鹿児島県","西之表市","15,924","2,740","17.2%"
"鹿児島県","垂水市","15,620","1,147","7.3%"
"鹿児島県","薩摩川内市","97,056","10,261","10.6%"
"鹿児島県","日置市","49,858","5,137","10.3%"
"鹿児島県","曽於市","37,633","2,546","6.8%"
"鹿児島県","霧島市","126,620","11,411","9.0%"
"鹿児島県","いちき串木野市","28,916","2,540","8.8%"
"鹿児島県","南さつま市","35,473","2,801","7.9%"
"鹿児島県","志布志市","32,415","1,950","6.0%"
"鹿児島県","奄美市","44,250","4,875","11.0%"
"鹿児島県","南九州市","36,605","2,683","7.3%"
"鹿児島県","伊佐市","27,070","2,492","9.2%"
"鹿児島県","姶良市","76,680","6,620","8.6%"
"鹿児島県","鹿児島郡三島村","379","31","8.2%"
"鹿児島県","鹿児島郡十島村","719","49","6.8%"
"鹿児島県","薩摩郡さつま町","22,219","1,683","7.6%"
"鹿児島県","出水郡長島町","10,793","846","7.8%"
"鹿児島県","姶良郡湧水町","9,834","756","7.7%"
"鹿児島県","曽於郡大崎町","13,622","819","6.0%"
"鹿児島県","肝属郡東串良町","6,804","387","5.7%"
"鹿児島県","肝属郡錦江町","8,022","407","5.1%"
"鹿児島県","肝属郡南大隅町","7,757","520","6.7%"
"鹿児島県","肝属郡肝付町","16,120","1,035","6.4%"
"鹿児島県","熊毛郡中種子町","8,272","790","9.6%"
"鹿児島県","熊毛郡南種子町","5,767","498","8.6%"
"鹿児島県","熊毛郡屋久島町","12,965","1,377","10.6%"
"鹿児島県","大島郡大和村","1,541","156","10.1%"
"鹿児島県","大島郡宇検村","1,759","237","13.5%"
"鹿児島県","大島郡瀬戸内町","9,133","957","10.5%"
"鹿児島県","大島郡龍郷町","6,047","546","9.0%"
"鹿児島県","大島郡喜界町","7,358","736","10.0%"
"鹿児島県","大島郡徳之島町","11,283","875","7.8%"
"鹿児島県","大島郡天城町","6,182","490","7.9%"
