"都道府県名","市区町村名","総数（人口）
【H29.1.1時点】","交付枚数
【H29.12.1時点】","交付率"
"全国","","127,907,086","13,009,137","10.2%"
"東京都","目黒区","273,708","38,394","14.0%"
"東京都","大田区","717,295","89,429","12.5%"
"東京都","世田谷区","892,535","109,577","12.3%"
"東京都","渋谷区","222,278","30,102","13.5%"
"東京都","中野区","325,460","41,043","12.6%"
"東京都","杉並区","558,950","76,243","13.6%"
"東京都","豊島区","284,307","40,182","14.1%"
"東京都","北区","345,149","42,724","12.4%"
"東京都","荒川区","213,113","24,588","11.5%"
"東京都","板橋区","557,309","76,473","13.7%"
"東京都","練馬区","723,711","107,131","14.8%"
"東京都","足立区","681,281","71,169","10.4%"
"東京都","葛飾区","456,893","55,273","12.1%"
"東京都","江戸川区","691,514","87,548","12.7%"
"東京都","八王子市","563,228","69,694","12.4%"
"東京都","立川市","181,554","20,324","11.2%"
"東京都","武蔵野市","143,964","17,565","12.2%"
"東京都","三鷹市","185,101","23,979","13.0%"
"東京都","青梅市","135,986","20,682","15.2%"
"東京都","府中市","258,000","29,923","11.6%"
"東京都","昭島市","112,789","12,280","10.9%"
"東京都","調布市","229,886","24,924","10.8%"
"東京都","町田市","428,572","52,048","12.1%"
"東京都","小金井市","119,359","15,442","12.9%"
"東京都","小平市","189,885","21,607","11.4%"
"東京都","日野市","183,589","30,197","16.4%"
"東京都","東村山市","150,739","16,834","11.2%"
"東京都","国分寺市","120,656","17,210","14.3%"
"東京都","国立市","75,452","8,650","11.5%"
"東京都","福生市","58,554","6,440","11.0%"
"東京都","狛江市","80,807","10,294","12.7%"
"東京都","東大和市","85,945","11,127","12.9%"
"東京都","清瀬市","74,510","9,942","13.3%"
"東京都","東久留米市","116,867","16,492","14.1%"
"東京都","武蔵村山市","72,238","7,410","10.3%"
"東京都","多摩市","148,293","16,904","11.4%"
"東京都","稲城市","89,089","10,010","11.2%"
"東京都","羽村市","56,244","6,163","11.0%"
"東京都","あきる野市","81,403","8,298","10.2%"
"東京都","西東京市","199,790","27,552","13.8%"
"東京都","西多摩郡瑞穂町","33,716","2,654","7.9%"
"東京都","西多摩郡日の出町","17,015","1,651","9.7%"
"東京都","西多摩郡檜原村","2,283","223","9.8%"
"東京都","西多摩郡奥多摩町","5,270","465","8.8%"
"東京都","大島町","8,015","534","6.7%"
"東京都","利島村","315","21","6.7%"
"東京都","新島村","2,753","280","10.2%"
"東京都","神津島村","1,878","107","5.7%"
"東京都","三宅島　三宅村","2,583","306","11.8%"
"東京都","御蔵島村","303","40","13.2%"
"東京都","八丈島　八丈町","7,706","798","10.4%"
"東京都","青ヶ島村","160","17","10.6%"
"東京都","小笠原村","2,594","352","13.6%"
