"都道府県名","市区町村名","総数（人口）
【H29.1.1時点】","交付枚数
【H29.12.1時点】","交付率"
"全国","","127,907,086","13,009,137","10.2%"
"愛媛県","北宇和郡鬼北町","10,859","1,029","9.5%"
"愛媛県","南宇和郡愛南町","22,570","1,627","7.2%"
"高知県","高知市","334,049","22,605","6.8%"
"高知県","室戸市","14,239","1,311","9.2%"
"高知県","安芸市","17,944","1,196","6.7%"
"高知県","南国市","48,056","2,525","5.3%"
"高知県","土佐市","27,803","1,354","4.9%"
"高知県","須崎市","22,826","982","4.3%"
"高知県","宿毛市","21,309","1,177","5.5%"
"高知県","土佐清水市","14,295","1,010","7.1%"
"高知県","四万十市","34,757","2,075","6.0%"
"高知県","香南市","33,789","2,085","6.2%"
"高知県","香美市","26,641","1,294","4.9%"
"高知県","安芸郡東洋町","2,627","188","7.2%"
"高知県","安芸郡奈半利町","3,359","185","5.5%"
"高知県","安芸郡田野町","2,763","201","7.3%"
"高知県","安芸郡安田町","2,790","148","5.3%"
"高知県","安芸郡北川村","1,349","96","7.1%"
"高知県","安芸郡馬路村","910","33","3.6%"
"高知県","安芸郡芸西村","3,863","171","4.4%"
"高知県","長岡郡本山町","3,538","253","7.2%"
"高知県","長岡郡大豊町","4,044","511","12.6%"
"高知県","土佐郡土佐町","4,028","318","7.9%"
"高知県","土佐郡大川村","405","26","6.4%"
"高知県","吾川郡いの町","23,712","1,750","7.4%"
"高知県","吾川郡仁淀川町","5,753","511","8.9%"
"高知県","高岡郡中土佐町","7,199","347","4.8%"
"高知県","高岡郡佐川町","13,223","807","6.1%"
"高知県","高岡郡越知町","5,906","343","5.8%"
"高知県","高岡郡梼原町","3,639","226","6.2%"
"高知県","高岡郡日高村","5,182","354","6.8%"
"高知県","高岡郡津野町","6,070","211","3.5%"
"高知県","高岡郡四万十町","17,828","791","4.4%"
"高知県","幡多郡大月町","5,377","352","6.5%"
"高知県","幡多郡三原村","1,646","85","5.2%"
"高知県","幡多郡黒潮町","11,616","579","5.0%"
"福岡県","北九州市","966,628","90,378","9.3%"
"福岡県","福岡市","1,514,924","152,137","10.0%"
"福岡県","大牟田市","118,005","14,422","12.2%"
"福岡県","久留米市","306,800","19,125","6.2%"
"福岡県","直方市","57,388","3,681","6.4%"
"福岡県","飯塚市","130,092","15,047","11.6%"
"福岡県","田川市","49,191","3,634","7.4%"
"福岡県","柳川市","67,818","3,762","5.5%"
"福岡県","八女市","65,385","3,821","5.8%"
"福岡県","筑後市","49,151","2,941","6.0%"
"福岡県","大川市","35,283","2,026","5.7%"
"福岡県","行橋市","72,898","6,573","9.0%"
"福岡県","豊前市","26,375","2,068","7.8%"
"福岡県","中間市","42,884","3,137","7.3%"
"福岡県","小郡市","59,385","4,831","8.1%"
"福岡県","筑紫野市","103,312","7,854","7.6%"
"福岡県","春日市","112,783","9,861","8.7%"
