"都道府県名","市区町村名","総数（人口）
【H29.1.1時点】","交付枚数
【H29.8.31時点】","交付率"
"全国","","127,907,086","12,301,592","9.6%"
"長野県","下高井郡木島平村","4,897","245","5.0%"
"長野県","下高井郡野沢温泉村","3,736","292","7.8%"
"長野県","上水内郡信濃町","8,804","812","9.2%"
"長野県","上水内郡小川村","2,643","182","6.9%"
"長野県","上水内郡飯綱町","11,551","773","6.7%"
"長野県","下水内郡栄村","2,010","81","4.0%"
"岐阜県","岐阜市","413,111","34,737","8.4%"
"岐阜県","大垣市","162,038","13,315","8.2%"
"岐阜県","高山市","89,913","6,704","7.5%"
"岐阜県","多治見市","112,786","8,802","7.8%"
"岐阜県","関市","90,156","5,394","6.0%"
"岐阜県","中津川市","80,295","5,288","6.6%"
"岐阜県","美濃市","21,350","1,193","5.6%"
"岐阜県","瑞浪市","38,427","2,982","7.8%"
"岐阜県","羽島市","68,408","4,564","6.7%"
"岐阜県","恵那市","51,667","2,970","5.7%"
"岐阜県","美濃加茂市","56,286","2,908","5.2%"
"岐阜県","土岐市","59,479","3,935","6.6%"
"岐阜県","各務原市","148,593","10,531","7.1%"
"岐阜県","可児市","101,516","8,011","7.9%"
"岐阜県","山県市","27,953","1,865","6.7%"
"岐阜県","瑞穂市","53,981","4,164","7.7%"
"岐阜県","飛騨市","25,127","1,766","7.0%"
"岐阜県","本巣市","34,960","2,764","7.9%"
"岐阜県","郡上市","43,306","2,599","6.0%"
"岐阜県","下呂市","33,808","2,448","7.2%"
"岐阜県","海津市","35,697","2,924","8.2%"
"岐阜県","羽島郡岐南町","25,270","1,574","6.2%"
"岐阜県","羽島郡笠松町","22,451","1,858","8.3%"
"岐阜県","養老郡養老町","30,054","2,093","7.0%"
"岐阜県","不破郡垂井町","27,885","2,126","7.6%"
"岐阜県","不破郡関ケ原町","7,405","614","8.3%"
"岐阜県","安八郡神戸町","19,609","1,580","8.1%"
"岐阜県","安八郡輪之内町","9,912","590","6.0%"
"岐阜県","安八郡安八町","15,211","1,065","7.0%"
"岐阜県","揖斐郡揖斐川町","22,145","1,420","6.4%"
"岐阜県","揖斐郡大野町","23,493","1,664","7.1%"
"岐阜県","揖斐郡池田町","24,390","1,487","6.1%"
"岐阜県","本巣郡北方町","18,389","1,398","7.6%"
"岐阜県","加茂郡坂祝町","8,204","576","7.0%"
"岐阜県","加茂郡富加町","5,707","335","5.9%"
"岐阜県","加茂郡川辺町","10,444","661","6.3%"
"岐阜県","加茂郡七宗町","4,038","325","8.0%"
"岐阜県","加茂郡八百津町","11,435","859","7.5%"
"岐阜県","加茂郡白川町","8,692","540","6.2%"
"岐阜県","加茂郡東白川村","2,375","158","6.7%"
"岐阜県","可児郡御嵩町","18,628","1,606","8.6%"
"岐阜県","大野郡白川村","1,672","86","5.1%"
"静岡県","静岡市","709,041","65,868","9.3%"
"静岡県","浜松市","807,893","67,367","8.3%"
"静岡県","沼津市","199,006","19,938","10.0%"
"静岡県","熱海市","37,733","4,950","13.1%"
"静岡県","三島市","111,410","11,066","9.9%"
